n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,110145199284947.47,2,2,44297762743093.3,0.0,146.96984143680243,332.3407697012501,0.259275999997044
1,400,119640290331440.3,6,4,70766488500562.97,0.0,144.63756656627996,326.8033289235084,3.118100041996513
2,600,98529702874876.53,6,4,70766488500562.97,0.0,155.36912255370086,328.4036569561292,8.093178374998388
3,800,87029405399710.47,12,8,72213396098060.47,0.0,149.06107323025805,327.77279247167394,12.477684374996898
4,1000,100612502164909.55,15,11,73162345136884.86,0.0,135.45737929879292,325.13758197681045,14.578070999999909
5,1200,82838746206942.23,30,22,75100074733427.45,0.0,115.8110698955094,330.873005772704,17.783007082998665
6,1400,111307666858744.33,64,43,78558588813894.38,0.0,73.64714034911303,329.16549040893835,17.134187917003146
7,1600,96769796868914.62,112,59,94722187050108.28,0.0,31.060187355179085,313.9160411939041,4.948398249998718
8,1800,117816903266205.69,160,112,117496695465238.17,0.0,8.523030539020866,263.2673601471844,2.1753429580021475
9,2000,118153222665126.22,195,112,118152516120593.67,0.0,0.05025734153707131,3.2141980594208093,2.3752308750008524
10,2200,124548725919708.56,200,145,124548725919708.56,0.0,0.0,0.0,3.3025764169979084
11,2400,124532681292793.97,200,149,124532681292793.97,0.0,0.0,0.0,8.55966783400072
12,2600,125184317653001.81,200,153,125184317653001.81,0.0,0.0,0.0,8.630652083000314
13,2800,146652542441889.6,200,152,146652542441889.6,0.0,0.0,0.0,8.388258541999676
14,3000,147728856472542.1,200,157,147728856472542.1,0.0,0.0,0.0,8.546491416000208
15,3200,142859377990508.16,200,162,142859377990508.16,0.0,0.0,0.0,7.303369583001768
16,3400,141784177167815.78,200,150,141784177167815.78,0.0,0.0,0.0,8.653877958000521
17,3600,153535862582286.94,200,148,153535862582286.94,0.0,0.0,0.0,7.766732999996748
18,3800,140799755968917.56,200,170,140799755968917.56,0.0,0.0,0.0,7.713444834000256
19,4000,143513652460360.75,200,172,143513652460360.75,0.0,0.0,0.0,7.835601499999029
20,4200,143783350401992.7,200,174,143783350401992.7,0.0,0.0,0.0,7.958508207997511
21,4400,143767732010996.8,200,168,143767732010996.8,0.0,0.0,0.0,9.543969916998321
22,4600,143819755134297.28,200,176,143819755134297.28,0.0,0.0,0.0,8.436803124997823
23,4800,143807714110842.84,200,179,143807714110842.84,0.0,0.0,0.0,8.636628625001322
24,5000,143601629263369.06,200,167,143601629263369.06,0.0,0.0,0.0,8.583530084000813
25,5200,143483293442548.4,200,172,143483293442548.4,0.0,0.0,0.0,7.596435291998205
26,5400,144049677727125.2,200,157,144049677727125.2,0.0,0.0,0.0,8.366327208001167
27,5600,143963928925168.84,200,165,143963928925168.84,0.0,0.0,0.0,7.550276333000511
28,5800,143719448624191.34,200,163,143719448624191.34,0.0,0.0,0.0,7.778655167003308
29,6000,152547008399482.72,200,163,152547008399482.72,0.0,0.0,0.0,9.1003218750011
30,6200,132327353092604.28,200,167,132327353092604.28,0.0,0.0,0.0,9.376601833002496
31,6400,151528841737271.56,200,175,151528841737271.56,0.0,0.0,0.0,8.450413708997075
32,6600,144421061179592.12,200,165,144421061179592.12,0.0,0.0,0.0,9.08149766600036
33,6800,148323553493181.3,200,171,148323553493181.3,0.0,0.0,0.0,9.369262541000353
34,7000,149040778870202.03,200,170,149040778870202.03,0.0,0.0,0.0,9.300413500001014
35,7200,153245676378056.78,200,169,153245676378056.78,0.0,0.0,0.0,9.572134583999286
36,7400,153950011559501.03,200,179,153950011559501.03,0.0,0.0,0.0,8.359728499999619
37,7600,153589920261104.3,200,177,153589920261104.3,0.0,0.0,0.0,8.378109125002084
38,7800,152827935852569.22,200,172,152827935852569.22,0.0,0.0,0.0,8.726166915999784
39,8000,158153792168366.78,200,175,158153792168366.78,0.0,0.0,0.0,8.000833916001284
40,8200,158130886591961.4,200,170,158130886591961.4,0.0,0.0,0.0,7.508743833001063
41,8400,157942547637155.1,200,170,157942547637155.1,0.0,0.0,0.0,8.74989883300077
42,8600,147111154538177.84,200,175,147111154538177.84,0.0,0.0,0.0,8.142025917000865
43,8800,149316667474202.75,200,179,149316667474202.75,0.0,0.0,0.0,9.475572958999692
44,9000,149876138962163.06,200,177,149876138962163.06,0.0,0.0,0.0,8.179892457999813
45,9200,151270755523798.44,200,171,151270755523798.44,0.0,0.0,0.0,8.11172683300174
46,9400,152223020743818.75,200,174,152223020743818.75,0.0,0.0,0.0,7.839053208001133
47,9600,153596329767430.84,200,172,153596329767430.84,0.0,0.0,0.0,8.07159208399753
48,9800,137221303921078.98,200,177,137221303921078.98,0.0,0.0,0.0,8.359062667001126
49,10000,137327643826798.12,200,167,137327643826798.12,0.0,0.0,0.0,8.086252791999868
50,10200,159528558500346.2,200,158,159528558500346.2,0.0,0.0,0.0,8.511289250000118
