n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,97959269122853.19,4,3,32104786870004.184,0.0,143.90399920655847,328.4501288620421,0.5804758329977631
1,400,99739073088179.53,11,8,52817315833662.3,0.0,158.0970006754084,323.1697932844669,2.4010434159972647
2,600,101186429526582.17,20,16,62899444286315.945,0.0,124.23160368839628,324.47469927933435,7.334596499997133
3,800,104070243967605.66,34,24,63098232856548.98,0.0,116.92314001281972,331.1980254778315,8.23326229200029
4,1000,102783150450190.48,48,29,67612373772909.4,0.0,71.22928758446216,332.3892381661964,9.765657416002796
5,1200,90003868674047.84,95,45,68662588120724.66,0.0,43.241493501419846,325.11220101367553,2.140303916999983
6,1400,76687157535325.28,164,73,76471245233882.53,0.0,14.215113512703153,291.45511455132703,2.260590334000881
7,1600,98389111273799.25,175,104,76933805393090.69,0.0,4.601812640461796,219.93201099053053,2.9219309170002816
8,1800,106222288128049.19,187,121,106199394095043.61,0.0,0.9286949421149086,41.78060230267667,6.647044833000109
9,2000,123570586364011.81,200,131,123570586364011.81,0.0,0.0,0.0,7.833835333996831
10,2200,125375630487698.19,200,149,125375630487698.19,0.0,0.0,0.0,6.9004862920010055
11,2400,121066928956558.66,200,158,121066928956558.66,0.0,0.0,0.0,7.038294167003187
12,2600,124738259608653.22,200,160,124738259608653.22,0.0,0.0,0.0,7.665094459000102
13,2800,115466012269431.7,200,148,115466012269431.7,0.0,0.0,0.0,8.744739249999839
14,3000,143184527179683.56,200,157,143184527179683.56,0.0,0.0,0.0,7.818677250001201
15,3200,141985412720565.56,200,168,141985412720565.56,0.0,0.0,0.0,8.272245625001233
16,3400,126365300595721.89,200,171,126365300595721.89,0.0,0.0,0.0,8.301040458998614
17,3600,126233182572997.03,200,175,126233182572997.03,0.0,0.0,0.0,8.194568249997246
18,3800,135394138282731.69,200,175,135394138282731.69,0.0,0.0,0.0,8.671764084003371
19,4000,148521295292037.5,200,170,148521295292037.5,0.0,0.0,0.0,7.764151957999275
20,4200,136565349954534.62,200,168,136565349954534.62,0.0,0.0,0.0,9.304768791000242
21,4400,138459964040035.66,200,167,138459964040035.66,0.0,0.0,0.0,7.525072541000554
22,4600,145455459796364.8,200,164,145455459796364.8,0.0,0.0,0.0,9.131295584000327
23,4800,143210404893493.3,200,169,143210404893493.3,0.0,0.0,0.0,8.961539957999776
24,5000,151288047834189.62,200,163,151288047834189.62,0.0,0.0,0.0,7.833866999997554
25,5200,155197949639484.25,200,175,155197949639484.25,0.0,0.0,0.0,6.395876665999822
26,5400,154700439090831.5,200,167,154700439090831.5,0.0,0.0,0.0,9.047233457997208
27,5600,156483432208513.6,200,162,156483432208513.6,0.0,0.0,0.0,7.877500083002815
28,5800,162990201120477.47,200,177,162990201120477.47,0.0,0.0,0.0,9.607109374999709
29,6000,162914886527194.9,200,182,162914886527194.9,0.0,0.0,0.0,6.902922416000365
30,6200,162735070652873.2,200,179,162735070652873.2,0.0,0.0,0.0,9.487012500001583
31,6400,163139873056165.12,200,176,163139873056165.12,0.0,0.0,0.0,8.678394416998344
32,6600,162918191866948.1,200,181,162918191866948.1,0.0,0.0,0.0,7.916092916999332
33,6800,160365504363044.44,200,173,160365504363044.44,0.0,0.0,0.0,9.232546541003103
34,7000,160420426378620.66,200,168,160420426378620.66,0.0,0.0,0.0,9.846916999998939
35,7200,161535907404049.56,200,176,161535907404049.56,0.0,0.0,0.0,8.69462674999886
36,7400,161591935345555.5,200,168,161591935345555.5,0.0,0.0,0.0,9.10653633399852
37,7600,159232772975639.3,200,183,159232772975639.3,0.0,0.0,0.0,8.615068417002476
38,7800,162240933997889.34,200,176,162240933997889.34,0.0,0.0,0.0,8.375820624998596
39,8000,162869737525300.7,200,180,162869737525300.7,0.0,0.0,0.0,8.640632582999388
40,8200,160550340021984.72,200,175,160550340021984.72,0.0,0.0,0.0,8.962010833001841
41,8400,159222232271864.16,200,179,159222232271864.16,0.0,0.0,0.0,7.630781415999081
42,8600,158636438779620.28,200,172,158636438779620.28,0.0,0.0,0.0,8.753433458001382
43,8800,160378148250289.12,200,179,160378148250289.12,0.0,0.0,0.0,9.208182583999587
44,9000,161976913439302.2,200,163,161976913439302.2,0.0,0.0,0.0,9.407584833003057
45,9200,159539916486201.97,200,170,159539916486201.97,0.0,0.0,0.0,9.653132792001998
46,9400,160387396117809.78,200,175,160387396117809.78,0.0,0.0,0.0,8.396927249999862
47,9600,160911842613702.53,200,168,160911842613702.53,0.0,0.0,0.0,7.777196333001484
48,9800,160527871300584.03,200,172,160527871300584.03,0.0,0.0,0.0,7.137363875001029
49,10000,161168173912657.88,200,169,161168173912657.88,0.0,0.0,0.0,7.898002916997939
50,10200,160899782319039.72,200,160,160899782319039.72,0.0,0.0,0.0,7.9910677910011145
