n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,129073914770412.84,4,4,41446975445976.44,0.0,226.40890192152602,9525.220436888185,0.167824042000575
1,400,120926072694531.47,13,12,43563502407565.56,0.0,162.38019645012142,374.2275440477181,2.053785708999385
2,600,114808168351240.97,25,23,93365094722348.56,0.0,240.2610521506041,21023.63330191508,4.363771416000418
3,800,105942020570125.19,44,37,94854985432251.1,0.0,103.62270396295459,373.58959243704885,10.415941958000076
4,1000,119113519584431.34,84,69,95859067854688.0,0.0,68.06707066738923,367.89136851654155,2.1258273339999505
5,1200,121264203303046.97,121,99,89529965550959.53,0.0,40.66260766109714,352.42878345726183,2.5963601250005013
6,1400,102255784180479.92,164,108,98520168380794.7,0.0,23.674131553260523,288.3134854658968,2.7261892500000613
7,1600,112949758283544.72,200,134,112949758283544.72,0.0,0.0,0.0,6.5805887079995955
8,1800,113630187248460.83,200,147,113630187248460.83,0.0,0.0,0.0,6.025852957999632
9,2000,121025068580483.7,200,143,121025068580483.7,0.0,0.0,0.0,7.043379834000007
10,2200,128367736614936.23,200,160,128367736614936.23,0.0,0.0,0.0,9.329681666000397
11,2400,142918263600213.8,200,142,142918263600213.8,0.0,0.0,0.0,8.44678012500026
12,2600,145512667389732.38,200,160,145512667389732.38,0.0,0.0,0.0,21.597590374999527
13,2800,145220637908018.2,200,172,145220637908018.2,0.0,0.0,0.0,9.386687125000208
14,3000,154827755272352.28,200,174,154827755272352.28,0.0,0.0,0.0,9.233139292000487
15,3200,157962652307076.78,200,171,157962652307076.78,0.0,0.0,0.0,8.620854667000458
16,3400,160292796425925.06,200,164,160292796425925.06,0.0,0.0,0.0,11.889448791000177
17,3600,157124222548031.38,200,174,157124222548031.38,0.0,0.0,0.0,21.640957833000357
18,3800,157243735501928.22,200,173,157243735501928.22,0.0,0.0,0.0,9.06636941600027
19,4000,157297666197357.9,200,170,157297666197357.9,0.0,0.0,0.0,8.271134915999937
20,4200,157274602848781.25,200,177,157274602848781.25,0.0,0.0,0.0,8.913698375000422
21,4400,158067013770297.28,200,169,158067013770297.28,0.0,0.0,0.0,9.011752583999623
22,4600,158486805014336.6,200,170,158486805014336.6,0.0,0.0,0.0,8.690744124999583
23,4800,164391324724769.16,200,170,164391324724769.16,0.0,0.0,0.0,8.772431708000113
24,5000,166255883673363.06,200,165,166255883673363.06,0.0,0.0,0.0,8.014511249999487
25,5200,166220331059558.12,200,177,166220331059558.12,0.0,0.0,0.0,8.985856166999838
26,5400,166215926880391.97,200,178,166215926880391.97,0.0,0.0,0.0,9.63178841700028
27,5600,166448510707170.47,200,175,166448510707170.47,0.0,0.0,0.0,8.944332957999904
28,5800,175002297227364.88,200,177,175002297227364.88,0.0,0.0,0.0,9.005883416999495
29,6000,174812290170951.38,200,177,174812290170951.38,0.0,0.0,0.0,9.374507915999857
30,6200,175421152449521.53,200,171,175421152449521.53,0.0,0.0,0.0,8.251487208000071
31,6400,175697439858647.28,200,171,175697439858647.28,0.0,0.0,0.0,8.206200833000366
32,6600,175287406978271.28,200,187,175287406978271.28,0.0,0.0,0.0,9.830444874999557
33,6800,175467719282463.62,200,172,175467719282463.62,0.0,0.0,0.0,8.756083500000386
34,7000,175291843906300.72,200,177,175291843906300.72,0.0,0.0,0.0,9.501989250000406
35,7200,175446623984059.06,200,184,175446623984059.06,0.0,0.0,0.0,7.947373208000499
36,7400,175523472430149.03,200,181,175523472430149.03,0.0,0.0,0.0,8.005590374999883
37,7600,175522419490990.62,200,173,175522419490990.62,0.0,0.0,0.0,8.677007750000485
38,7800,174586727824527.62,200,179,174586727824527.62,0.0,0.0,0.0,9.560521374999553
39,8000,175010835662808.5,200,181,175010835662808.5,0.0,0.0,0.0,8.992508667000038
40,8200,177264629987194.47,200,177,177264629987194.47,0.0,0.0,0.0,8.131195582998771
41,8400,177421883755684.28,200,174,177421883755684.28,0.0,0.0,0.0,9.865590166000402
42,8600,177414327769743.3,200,178,177414327769743.3,0.0,0.0,0.0,8.810288666998531
43,8800,177034589377708.25,200,183,177034589377708.25,0.0,0.0,0.0,8.89180312499957
44,9000,176901864193073.88,200,183,176901864193073.88,0.0,0.0,0.0,8.707556332999957
45,9200,176560733710187.4,200,168,176560733710187.4,0.0,0.0,0.0,9.585903834000419
46,9400,176996048418849.38,200,167,176996048418849.38,0.0,0.0,0.0,9.07209979199979
47,9600,177429408983958.34,200,162,177429408983958.34,0.0,0.0,0.0,6.570389250000517
48,9800,177668012880550.06,200,177,177668012880550.06,0.0,0.0,0.0,8.540806000000885
49,10000,177178445312987.28,200,181,177178445312987.28,0.0,0.0,0.0,9.306696915999055
50,10200,177309826702598.78,200,170,177309826702598.78,0.0,0.0,0.0,9.442738916999588
