n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,78218789712723.42,1,1,43615469194082.09,0.0,145.48119347462253,325.3891634144362,0.23861462500644848
1,400,97745896277798.69,6,4,55429972851493.95,0.0,121.42787712406106,332.8699364509762,0.78793137500179
2,600,103279155776990.31,10,8,56795541975486.484,0.0,133.63797652602182,332.8699364509762,0.7677877920068568
3,800,119089649341788.72,21,17,82179590411320.27,0.0,107.41220016795548,328.08452445181547,0.7730590410064906
4,1000,119867493864274.8,32,21,97981252117053.53,0.0,98.70444991000117,328.18476159096076,0.792314250007621
5,1200,154186831759242.38,58,29,106755321996341.98,0.0,83.26184172443568,331.2879081430949,0.7984120420005638
6,1400,109971872081095.78,84,48,108091863129171.4,0.0,69.23477588171603,329.3025232478616,1.0373876249941532
7,1600,129627472635377.31,115,70,129474477393189.33,0.0,56.08748585428783,327.08406065128804,0.9868715410120785
8,1800,129932002864180.67,166,102,129924159864838.08,0.0,8.708506310184857,296.47506606209197,3.13737250000122
9,2000,139717237801401.97,200,130,139717237801401.97,0.0,0.0,0.0,4.037624749995302
10,2200,141015227486790.0,200,143,141015227486790.0,0.0,0.0,0.0,7.422852416988462
11,2400,142682095842634.22,200,140,142682095842634.22,0.0,0.0,0.0,8.455634875004762
12,2600,144899706266134.44,200,149,144899706266134.44,0.0,0.0,0.0,8.671311124999193
13,2800,156928481115408.66,200,149,156928481115408.66,0.0,0.0,0.0,10.658353584003635
14,3000,157040819157734.22,200,149,157040819157734.22,0.0,0.0,0.0,11.023512333005783
15,3200,157206172839313.3,200,152,157206172839313.3,0.0,0.0,0.0,227.6058189579926
16,3400,158157843074447.47,200,144,158157843074447.47,0.0,0.0,0.0,903.4005113330059
17,3600,153144438374001.4,200,148,153144438374001.4,0.0,0.0,0.0,1456.4318313749973
18,3800,159301512958284.47,200,161,159301512958284.47,0.0,0.0,0.0,1551.6938314169965
19,4000,163096515572912.4,200,161,163096515572912.4,0.0,0.0,0.0,1907.1285829170083
20,4200,158912814741619.03,200,162,158912814741619.03,0.0,0.0,0.0,1797.1537099589914
