n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,91468895495416.94,1,1,1027588762714.4199,0.0,152.3676809997335,332.54152000060856,0.23809658299433067
1,400,91224586844050.34,2,1,1709337321711.2341,0.0,159.49090108587842,332.54152000060856,0.7852985409845132
2,600,100051218034850.66,3,2,61042525659725.805,0.0,155.77189479085723,328.7311771486603,0.7810905420046765
3,800,98170383210517.9,5,4,75319447626769.31,0.0,154.3379344816716,332.4562919200731,0.7653745000134222
4,1000,137504888127895.56,8,7,77261716538913.66,0.0,169.01590453842076,331.503248920397,0.7712033750140108
5,1200,136777838222135.48,11,10,81918675890990.52,0.0,152.63512757936167,331.308110057608,0.7740917500050273
6,1400,104901759604622.16,16,15,83952413849394.02,0.0,151.2091702198407,324.56089758671226,0.7663203749980312
7,1600,123965405080696.61,20,19,84806966588701.28,0.0,139.89338406822117,327.36677347357283,0.7738968339981511
8,1800,103089069312378.9,43,32,98284222126060.2,0.0,122.19320463914535,328.55729582834624,0.8398299170075916
9,2000,131890638647327.12,79,53,102226866087349.73,0.0,86.4345004080659,333.58337935245504,0.7805305830261204
10,2200,135837899040591.4,132,81,109408616175171.62,0.0,57.78864719268061,329.64484397367323,0.7970027499832213
11,2400,111777710530566.61,153,107,110770267762770.48,0.0,31.786301106816268,333.2232058956978,0.9520900420029648
12,2600,127755665180254.0,197,120,127755656936685.52,0.0,0.0931085391193475,11.126618945777679,1.1618790419888683
13,2800,149883889215002.2,200,135,149883889215002.2,0.0,0.0,0.0,3.575874375004787
14,3000,151613404113515.12,200,162,151613404113515.12,0.0,0.0,0.0,6.958632791007403
15,3200,153979606023765.7,200,148,153979606023765.7,0.0,0.0,0.0,9.12256374998833
16,3400,154097890424484.72,200,174,154097890424484.72,0.0,0.0,0.0,9.197006333997706
17,3600,155700306879114.16,200,159,155700306879114.16,0.0,0.0,0.0,577.9110419579956
18,3800,156448146686715.16,200,157,156448146686715.16,0.0,0.0,0.0,924.7427562499943
19,4000,157299869569109.56,200,144,157299869569109.56,0.0,0.0,0.0,948.7191676250077
20,4200,158554678293697.16,200,146,158554678293697.16,0.0,0.0,0.0,919.9500176660076
