n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,99013386259903.6,0,0,-,0.49682499999999996,180.19465754248398,382.05886765865534,0.1801810420001857
1,400,114505523486680.95,0,0,-,0.046820398327512724,165.91280477120753,379.28871060215874,2.441180957997858
2,600,130206290659323.0,0,0,-,0.020010654838792163,137.31010490724785,378.3427601063699,5.5937913750021835
3,800,130617977587332.17,0,0,-,3.7475823060995332,111.20200041986931,378.2592647757273,6.505117541997606
4,1000,144450393271501.56,2,2,48164453445437.92,0.0,99.69411442294918,363.341365343422,2.1048501250006666
5,1200,147199322918477.75,14,14,104610648545412.7,0.0,99.94127964633837,370.6018150668663,4.532878165999136
6,1400,141576662334836.1,22,19,104881272250258.28,0.0,97.86424931542078,370.54262390985014,5.5941211660028785
7,1600,136413397067180.62,40,28,106690005278542.06,0.0,69.75208688308705,378.1962952398665,2.053952207999828
8,1800,119436125939506.0,89,69,112367657948553.33,0.0,38.52541327090738,364.9751966712579,3.7178598329992383
9,2000,133311708130905.69,139,108,124793616719274.97,0.0,11.749130139875708,142.56833229410864,2.4580020409994177
10,2200,153046896491192.0,174,122,152998302356934.94,0.0,0.8930692569293562,38.4307440364772,2.801680832999409
11,2400,153646524294393.56,200,125,153646524294393.56,0.0,0.0,0.0,6.1395792920011445
12,2600,152020117560441.03,200,151,152020117560441.03,0.0,0.0,0.0,5.887280208000448
13,2800,153574433859746.9,200,156,153574433859746.9,0.0,0.0,0.0,8.12541729199802
14,3000,164592916202352.78,200,151,164592916202352.78,0.0,0.0,0.0,9.3533904169999
15,3200,164716729534855.12,200,161,164716729534855.12,0.0,0.0,0.0,7.720060542000283
16,3400,159703591003161.6,200,174,159703591003161.6,0.0,0.0,0.0,8.167691792001278
17,3600,171003329631993.34,200,161,171003329631993.34,0.0,0.0,0.0,9.571982040997682
18,3800,172094554247805.22,200,161,172094554247805.22,0.0,0.0,0.0,8.544978875001107
19,4000,177434570246175.47,200,163,177434570246175.47,0.0,0.0,0.0,8.76153420799892
20,4200,177403869912553.3,200,169,177403869912553.3,0.0,0.0,0.0,9.220201416999771
21,4400,177753639916613.7,200,178,177753639916613.7,0.0,0.0,0.0,9.64988912500121
22,4600,178876312957626.03,200,172,178876312957626.03,0.0,0.0,0.0,10.011826415997348
23,4800,182064983401189.3,200,170,182064983401189.3,0.0,0.0,0.0,8.952465541999118
24,5000,181611309415920.1,200,190,181611309415920.1,0.0,0.0,0.0,9.705600375000358
25,5200,180493969416243.62,200,179,180493969416243.62,0.0,0.0,0.0,7.658138291997602
26,5400,181073953289483.06,200,193,181073953289483.06,0.0,0.0,0.0,9.571514541999932
27,5600,180953180539124.03,200,187,180953180539124.03,0.0,0.0,0.0,8.441029041998263
28,5800,190121959424320.9,200,185,190121959424320.9,0.0,0.0,0.0,9.330626459002815
29,6000,189873455062251.72,200,180,189873455062251.72,0.0,0.0,0.0,8.32587408299878
30,6200,189269750338161.56,200,179,189269750338161.56,0.0,0.0,0.0,9.409932750000735
31,6400,190169824544152.88,200,178,190169824544152.88,0.0,0.0,0.0,9.201572499998292
32,6600,189248331192253.72,200,173,189248331192253.72,0.0,0.0,0.0,8.799917500000447
33,6800,188655645047507.88,200,175,188655645047507.88,0.0,0.0,0.0,9.066870457998448
34,7000,188996116411844.8,200,173,188996116411844.8,0.0,0.0,0.0,8.391043165996962
35,7200,188874999439433.22,200,183,188874999439433.22,0.0,0.0,0.0,8.386153665996972
36,7400,191221473776878.03,200,183,191221473776878.03,0.0,0.0,0.0,8.344942750001792
37,7600,190342993845242.97,200,178,190342993845242.97,0.0,0.0,0.0,9.450320332998672
38,7800,190862146070486.34,200,178,190862146070486.34,0.0,0.0,0.0,9.922741042002599
39,8000,190182925490178.38,200,171,190182925490178.38,0.0,0.0,0.0,9.94828008300101
40,8200,191180623669784.06,200,187,191180623669784.06,0.0,0.0,0.0,8.279693874999793
41,8400,190567115246619.56,200,184,190567115246619.56,0.0,0.0,0.0,9.60675241699937
42,8600,191988404077999.28,200,170,191988404077999.28,0.0,0.0,0.0,9.159629791000043
43,8800,193538481866778.5,200,183,193538481866778.5,0.0,0.0,0.0,8.401055416998133
44,9000,194720655647696.0,200,177,194720655647696.0,0.0,0.0,0.0,9.854590709001059
45,9200,193370232367710.03,200,176,193370232367710.03,0.0,0.0,0.0,9.663551957997697
46,9400,193199634580398.62,200,175,193199634580398.62,0.0,0.0,0.0,9.155226709000999
47,9600,193735701840880.22,200,186,193735701840880.22,0.0,0.0,0.0,9.881352041000355
48,9800,194256365244248.72,200,186,194256365244248.72,0.0,0.0,0.0,9.696780250000302
49,10000,193283116954131.22,200,179,193283116954131.22,0.0,0.0,0.0,10.039207916997839
50,10200,193289983335702.3,200,178,193289983335702.3,0.0,0.0,0.0,9.252662999999302
