n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,85684633261690.2,1,1,38078281706520.61,0.0,140.43156949975696,331.8500276214961,0.24039033400185872
1,400,108290618564178.81,1,1,38078281706520.61,0.0,144.35104040709322,329.70351673762434,0.8095880829932867
2,600,109037005537933.5,2,2,38626124651281.055,0.0,127.76679575287879,329.26925467130195,0.8297478330059675
3,800,117489655788441.94,4,4,47186472178677.16,0.0,112.87325671347914,328.2915673292915,0.7726511250075419
4,1000,124532491033749.36,6,6,47791855654525.47,0.0,102.02814644768918,329.0706927784629,0.7666280410048785
5,1200,110971409337578.34,9,8,53642712627043.09,0.0,103.01995203326052,328.9237223672975,0.7798857500019949
6,1400,123540273827998.95,15,12,53673097923240.57,0.0,110.50315361197686,332.9170031615323,0.7634971670049708
7,1600,111153309472857.06,21,17,75830378213198.08,0.0,118.91714122177686,332.9170031615323,0.7883145420055371
8,1800,122168094805654.75,31,24,79934263282955.1,0.0,107.24251243012266,333.50914582935184,0.80241470799956
9,2000,119674173507036.94,57,43,80203212645556.67,0.0,97.75821212500426,327.6028667201406,0.7960928329994204
10,2200,141269777298208.8,74,62,99446807973634.08,0.0,80.27190766906513,323.0072947755086,1.4623379169934196
11,2400,102292053348022.53,112,78,101613865019391.56,0.0,55.03010699376522,317.6722164476953,2.2786762080068
12,2600,103045536449526.22,144,94,103040603732818.25,0.0,30.8606124277429,312.8494018176091,2.033607125005801
13,2800,105591517270632.23,189,130,105434409622610.17,0.0,2.245606470885648,114.22161019935083,2.187730375007959
14,3000,108701978809242.69,200,136,108701978809242.69,0.0,0.0,0.0,6.777441291997093
15,3200,107942591276714.42,200,154,107942591276714.42,0.0,0.0,0.0,8.395546500003547
16,3400,108988433738996.36,200,145,108988433738996.36,0.0,0.0,0.0,9.937647999991896
17,3600,118691534340179.86,200,159,118691534340179.86,0.0,0.0,0.0,11.221015874994919
18,3800,119034250978765.05,200,151,119034250978765.05,0.0,0.0,0.0,9.721673417006969
19,4000,132943566307295.44,200,158,132943566307295.44,0.0,0.0,0.0,10.86114741700294
20,4200,133474885282474.23,200,153,133474885282474.23,0.0,0.0,0.0,291.05240862500796
