n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,118926063598972.19,1,1,13320562870249.773,0.0,154.90688943502974,369.2908521393254,0.858504375006305
1,400,123172253282905.75,1,1,13320562870249.773,0.0,272.923311628457,23213.7388120947,0.757279750003363
2,600,147351821285384.28,4,4,63524976523284.8,0.0,152.76017202441767,374.4537255449399,0.748489208999672
3,800,145951512381715.72,7,7,63629233835564.06,0.0,189.28704265634917,9514.20166815362,0.7481212920101825
4,1000,119497787336859.67,10,9,63739373307110.23,0.0,100.77662436103587,339.27257545313233,0.8112490000057733
5,1200,120655015592652.53,11,10,66779126352183.39,0.0,208.8598114542736,12411.337927696724,0.7599661660060519
6,1400,95756933954366.44,19,18,72975128365465.7,0.0,118.27789031378765,369.2229611878082,0.761606624990236
7,1600,91997578485825.58,31,23,81316699350213.39,0.0,111.29473049559783,369.89069736158933,0.8011042080033803
8,1800,146775747524932.38,46,33,83550603934792.4,0.0,91.61222840195921,371.01619344898194,0.7790617919963552
9,2000,150408716221758.84,82,51,88054263914985.31,0.0,72.41277985071136,364.8256307161293,0.7629978339973604
10,2200,90990508016584.19,148,85,89702707553123.64,0.0,20.791057389340352,359.5888270849173,0.7715280830016127
11,2400,104282468610725.77,200,137,104282468610725.77,0.0,0.0,0.0,0.9362638330057962
12,2600,142919334667232.25,200,146,142919334667232.25,0.0,0.0,0.0,7.0125732500018785
13,2800,157246244714276.03,200,153,157246244714276.03,0.0,0.0,0.0,6.4289813750074245
14,3000,156527072251856.03,200,145,156527072251856.03,0.0,0.0,0.0,8.947691582987318
15,3200,154743939060991.25,200,154,154743939060991.25,0.0,0.0,0.0,9.34948341701238
16,3400,154497526860745.62,200,164,154497526860745.62,0.0,0.0,0.0,10.49378366599558
17,3600,154089990098283.5,200,165,154089990098283.5,0.0,0.0,0.0,10.771328875009203
18,3800,157590050452756.84,200,165,157590050452756.84,0.0,0.0,0.0,12.112201542011462
19,4000,157484933893532.7,200,159,157484933893532.7,0.0,0.0,0.0,1003.160871583008
20,4200,157515028269830.53,200,164,157515028269830.53,0.0,0.0,0.0,1720.0981427919905
