n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,106534680442184.77,1,1,50607873119489.055,0.0,189.86329613731104,387.57595945554067,0.17968479199771537
1,400,124216132512965.6,2,2,62397184977638.89,0.0,178.79222236979848,382.6547880721341,2.3955539589987893
2,600,138271366005603.25,4,4,69570641330916.66,0.0,195.88929810831385,385.77555991209135,5.526479916003154
3,800,147995584252280.12,6,6,69591962136599.055,0.0,157.27541878774593,382.28335717003165,10.154431333001412
4,1000,118790808603879.6,13,13,87375486727511.75,0.0,139.1495955951865,378.62729612958685,4.759222790999047
5,1200,140053908079172.0,30,28,90492349854850.08,0.0,127.9573481391683,381.06544813077215,2.0879356660007033
6,1400,142299206799127.16,58,51,139620800302103.22,0.0,90.55504910786513,382.63845249876044,8.177307416997792
7,1600,142964724741390.03,72,63,140752666241813.0,0.0,70.29126884224114,372.915787385946,9.190819791998365
8,1800,143737232881868.5,102,76,142378678735354.94,0.0,36.47037876099655,375.3679803739917,2.1103575420020206
9,2000,156371570425903.72,158,115,156204985720712.44,0.0,13.14366774099784,371.1261438935125,2.3816531250013213
10,2200,157464429698674.56,200,147,157464429698674.56,0.0,0.0,0.0,4.034155082998041
11,2400,159417600336472.7,200,153,159417600336472.7,0.0,0.0,0.0,6.636630625001999
12,2600,163743188277878.12,200,164,163743188277878.12,0.0,0.0,0.0,8.149374624998018
13,2800,164910095531113.94,200,157,164910095531113.94,0.0,0.0,0.0,9.042880249999143
14,3000,177854833616284.4,200,172,177854833616284.4,0.0,0.0,0.0,8.571348749999743
15,3200,179464343147288.3,200,165,179464343147288.3,0.0,0.0,0.0,8.361777541002084
16,3400,179989368078077.1,200,171,179989368078077.1,0.0,0.0,0.0,8.70065041700218
17,3600,179077667464203.12,200,163,179077667464203.12,0.0,0.0,0.0,8.397422417001508
18,3800,178266683336826.2,200,173,178266683336826.2,0.0,0.0,0.0,8.837856041998748
19,4000,180820974202276.94,200,168,180820974202276.94,0.0,0.0,0.0,9.23840966699936
20,4200,186267356435445.7,200,171,186267356435445.7,0.0,0.0,0.0,8.576646749999782
21,4400,187615595399226.06,200,174,187615595399226.06,0.0,0.0,0.0,9.320706708000216
22,4600,188459389221103.66,200,171,188459389221103.66,0.0,0.0,0.0,8.702689625002677
23,4800,188210579059045.8,200,169,188210579059045.8,0.0,0.0,0.0,9.260444166000525
24,5000,191222151789510.34,200,187,191222151789510.34,0.0,0.0,0.0,8.929483708998305
25,5200,194154050524752.47,200,182,194154050524752.47,0.0,0.0,0.0,9.314458917000593
26,5400,192955731447959.84,200,179,192955731447959.84,0.0,0.0,0.0,8.60475666700222
27,5600,192369378847625.16,200,179,192369378847625.16,0.0,0.0,0.0,9.079312415997265
28,5800,191890353610499.3,200,185,191890353610499.3,0.0,0.0,0.0,10.186308624997764
29,6000,193284197793954.03,200,176,193284197793954.03,0.0,0.0,0.0,9.151479082996957
30,6200,193676473136785.06,200,177,193676473136785.06,0.0,0.0,0.0,9.104663624999375
31,6400,194869141653556.6,200,179,194869141653556.6,0.0,0.0,0.0,7.556432958001096
32,6600,196499848851086.2,200,184,196499848851086.2,0.0,0.0,0.0,8.831435374999273
33,6800,196385449438994.34,200,181,196385449438994.34,0.0,0.0,0.0,8.520717542000057
34,7000,196173267163591.44,200,183,196173267163591.44,0.0,0.0,0.0,8.08295333299975
35,7200,195732550551116.22,200,183,195732550551116.22,0.0,0.0,0.0,8.26869895800337
36,7400,195004484715461.12,200,182,195004484715461.12,0.0,0.0,0.0,8.207276290999289
37,7600,194075140264103.94,200,188,194075140264103.94,0.0,0.0,0.0,9.40399887500098
38,7800,193834296644894.56,200,191,193834296644894.56,0.0,0.0,0.0,8.548661917000572
39,8000,195175412901219.53,200,174,195175412901219.53,0.0,0.0,0.0,8.76396795799883
40,8200,193536184680561.1,200,178,193536184680561.1,0.0,0.0,0.0,8.370180791000166
41,8400,193320943801127.06,200,184,193320943801127.06,0.0,0.0,0.0,9.342083790998004
42,8600,195081676633313.84,200,186,195081676633313.84,0.0,0.0,0.0,8.558629915998608
43,8800,193917965743501.4,200,180,193917965743501.4,0.0,0.0,0.0,8.737590541000827
44,9000,194105772309532.12,200,187,194105772309532.12,0.0,0.0,0.0,8.197247332998813
45,9200,194259141947395.28,200,183,194259141947395.28,0.0,0.0,0.0,8.837859957999171
46,9400,195343021030185.28,200,180,195343021030185.28,0.0,0.0,0.0,9.09573766700123
47,9600,193685684903456.56,200,175,193685684903456.56,0.0,0.0,0.0,9.599026375002722
48,9800,199583113280903.62,200,180,199583113280903.62,0.0,0.0,0.0,8.586607000001095
49,10000,199052876925436.44,200,175,199052876925436.44,0.0,0.0,0.0,9.263258917002531
50,10200,199797993840076.7,200,179,199797993840076.7,0.0,0.0,0.0,8.86169470799723
