n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,102590332928749.47,1,1,23881399716464.73,0.0,194.37674968243,1794.2052209539463,0.14711441700637806
1,400,99980375129835.94,2,2,23882325861325.76,0.0,174.5807163660592,379.0368529388395,0.7739077909936896
2,600,112777178178513.86,4,4,29159900422561.887,0.0,153.26186297424312,374.9561874362891,0.7494883750041481
3,800,104293024910695.12,10,10,98164657461247.78,0.0,126.3303817467167,366.17084249856936,0.7623650419991463
4,1000,131653029669944.7,17,17,111768719148810.03,0.0,356.49089420529765,18448.615948603787,0.7484905419987626
5,1200,126582823262155.66,35,32,112173358581984.14,0.0,115.0170173571377,2615.1417428369987,0.758081249994575
6,1400,138061602103167.97,75,53,134104948038424.12,0.0,83.05065532309301,365.27373688286116,0.7643922499992186
7,1600,139528312966036.58,115,82,137692459065154.05,0.0,32.17465140280358,370.7751664142024,0.8780918749980628
8,1800,142311404020326.5,164,123,142143820744059.28,0.0,10.703664924930358,277.34679217735834,0.9951603749941569
9,2000,148136780533997.22,200,148,148136780533997.22,0.0,0.0,0.0,1.774088042002404
10,2200,149577826095148.84,200,164,149577826095148.84,0.0,0.0,0.0,7.8816062080004485
11,2400,168983768162380.0,200,162,168983768162380.0,0.0,0.0,0.0,9.859735916004865
12,2600,150615763909487.66,200,161,150615763909487.66,0.0,0.0,0.0,10.22390404199541
13,2800,156227050533993.6,200,155,156227050533993.6,0.0,0.0,0.0,10.13647925000987
14,3000,154616407100773.53,200,161,154616407100773.53,0.0,0.0,0.0,11.769149209008901
15,3200,166634783904385.94,200,155,166634783904385.94,0.0,0.0,0.0,397.1969923340075
16,3400,167351503684013.66,200,169,167351503684013.66,0.0,0.0,0.0,1824.0286317919963
17,3600,168193445225187.8,200,172,168193445225187.8,0.0,0.0,0.0,2780.8201383340056
18,3800,167758554668400.75,200,166,167758554668400.75,0.0,0.0,0.0,3411.751859540993
19,4000,169276897583512.47,200,167,169276897583512.47,0.0,0.0,0.0,3694.814753833998
20,4200,169744977373085.4,200,168,169744977373085.4,0.0,0.0,0.0,3595.562433125
