n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,109382289144673.72,3,3,43403489370902.164,0.0,129.22411849024897,326.1959206959624,0.2384979999915231
1,400,100486711925034.69,5,5,44109522376008.47,0.0,127.15052466448425,329.23223679352884,0.7912553339992883
2,600,97305328518540.16,11,7,45035962417131.8,0.0,128.70837588353402,327.8139915060789,0.805763249998563
3,800,89727951272305.47,16,11,53077063820438.25,0.0,100.95914277000506,324.52820990962334,0.7660504999948898
4,1000,143442694274401.06,30,21,96747651635129.67,0.0,86.35061212218716,330.75673771028687,0.7680634170101257
5,1200,121885994699580.11,63,42,97617962720363.53,0.0,78.08667722701917,317.47706124234446,0.7732103329908568
6,1400,101967039044742.7,117,67,101059062069674.5,0.0,54.936521364192465,330.68806953983346,1.2763382910052314
7,1600,149675694827507.9,162,89,149361105427831.78,0.0,32.446179590974644,328.84808806217427,3.4614855840045493
8,1800,149228374950095.3,179,105,149197124704520.0,0.0,9.878543249529805,301.634172353028,3.2985957500059158
9,2000,149556965999665.22,198,100,149556965999665.22,0.0,0.001602220766215423,0.19084601281188707,5.0143013749911916
10,2200,163461239674774.06,200,110,163461239674774.06,0.0,0.0,0.0,6.468484041994088
11,2400,167081058450150.28,200,127,167081058450150.28,0.0,0.0,0.0,7.538621540996246
12,2600,167905394335920.56,200,138,167905394335920.56,0.0,0.0,0.0,9.217300457996316
13,2800,168520683608026.53,200,160,168520683608026.53,0.0,0.0,0.0,8.289104333001887
14,3000,166138430056114.06,200,162,166138430056114.06,0.0,0.0,0.0,7.804419165986474
15,3200,166774350374423.44,200,163,166774350374423.44,0.0,0.0,0.0,9.396202292002272
16,3400,167079792787739.47,200,160,167079792787739.47,0.0,0.0,0.0,533.2081107920094
17,3600,165471396638285.6,200,160,165471396638285.6,0.0,0.0,0.0,1545.657541624998
18,3800,167983467505994.6,200,154,167983467505994.6,0.0,0.0,0.0,1709.6928070840077
19,4000,166938008277787.16,200,157,166938008277787.16,0.0,0.0,0.0,2011.8381363340013
20,4200,167609883912077.2,200,164,167609883912077.2,0.0,0.0,0.0,2169.037408208009
