n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,120007037276165.03,1,1,3928039375721.185,0.0,202.89891935455043,379.87557736505244,1.1603426670189947
1,400,122407941226606.39,3,3,15499891861125.582,0.0,153.24157717368848,377.741371572365,0.8575038749841042
2,600,153679875763215.6,6,5,18186600403268.23,0.0,144.20118707949078,381.17233436082455,0.8497987079899758
3,800,141758295799775.8,18,15,47569325180920.914,0.0,137.45422695617168,378.49842621293743,0.8459927079966292
4,1000,142441782141904.6,38,28,88823188346708.66,0.0,102.59866199226413,383.86762611119894,0.8675735830329359
5,1200,136189671517651.64,72,47,121522336370770.88,0.0,79.47010521762415,380.45375182675326,0.8716310409945436
6,1400,139888994421689.23,97,66,122830906659537.69,0.0,64.4466921865274,382.42111043779886,0.8732204170082696
7,1600,153694739721084.7,135,105,153692802461064.12,0.0,44.766541091405514,365.541278010192,0.9377796250046231
8,1800,157966131277159.72,182,133,157966011588641.12,0.0,7.037778236666283,377.59971426041903,1.109271333029028
9,2000,159879016068161.5,200,167,159879016068161.5,0.0,0.0,0.0,3.582223041972611
10,2200,159860214928361.1,200,171,159860214928361.1,0.0,0.0,0.0,8.422999291971792
11,2400,160081819735109.62,200,155,160081819735109.62,0.0,0.0,0.0,8.931262540980242
12,2600,160343264989939.03,200,178,160343264989939.03,0.0,0.0,0.0,11.590419707994442
13,2800,163472862464913.53,200,170,163472862464913.53,0.0,0.0,0.0,511.0102895839955
14,3000,163087046485915.97,200,172,163087046485915.97,0.0,0.0,0.0,955.380814959004
15,3200,163950028919086.25,200,167,163950028919086.25,0.0,0.0,0.0,1855.2393841249868
16,3400,167647140897385.5,200,185,167647140897385.5,0.0,0.0,0.0,1991.5724267500336
17,3600,167440505298380.94,200,181,167440505298380.94,0.0,0.0,0.0,2373.3525171660003
18,3800,168759880361180.8,200,172,168759880361180.8,0.0,0.0,0.0,3369.1820729169995
19,4000,168039399871662.22,200,172,168039399871662.22,0.0,0.0,0.0,3189.485485333018
20,4200,170017554775330.62,200,174,170017554775330.62,0.0,0.0,0.0,3316.017048834008
