n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,125869443860174.05,2,2,52452780312612.37,0.0,194.0316813351328,383.82001140958675,0.182257333999587
1,400,120948432810490.98,2,2,52452780312612.37,0.0,181.38300942758397,382.9585974933386,7.744149375001143
2,600,130428707306605.36,4,4,76611687283905.05,0.0,193.83036389664812,382.9585974933386,10.208334791001107
3,800,148939049144998.03,9,9,96919387927913.69,0.0,166.8189665551974,382.3392681960983,5.682372708000912
4,1000,146706254963946.94,20,19,97419184174148.55,0.0,124.56151800641874,382.00725530270887,7.165027250001003
5,1200,139650306673968.44,39,33,133660662833991.16,0.0,115.70806298629381,374.14051910951275,2.0900474170011876
6,1400,137581134446002.97,71,55,134368529964079.11,0.0,93.45790959988672,378.2821672279239,2.0523857089974626
7,1600,136532120957355.05,132,87,136527347376155.52,0.0,29.61765620678736,365.78737922552193,7.342469832998177
8,1800,151290516517197.34,169,115,138675168966464.11,0.0,17.897577860516773,231.67152462992357,6.429579167001066
9,2000,138069334286946.78,177,126,137590378622630.81,0.0,7.821722424469145,268.4293996109485,6.981828957999824
10,2200,137610811832602.34,200,147,137610811832602.34,0.0,0.0,0.0,7.850958666000224
11,2400,139579007048797.61,200,154,139579007048797.61,0.0,0.0,0.0,9.802656875002867
12,2600,156660406510734.66,200,164,156660406510734.66,0.0,0.0,0.0,9.80595991699738
13,2800,153394527071558.78,200,170,153394527071558.78,0.0,0.0,0.0,9.462694583002303
14,3000,152768137746078.6,200,168,152768137746078.6,0.0,0.0,0.0,9.401636375001544
15,3200,170515418596064.9,200,162,170515418596064.9,0.0,0.0,0.0,7.857849957999861
16,3400,170396543129346.9,200,167,170396543129346.9,0.0,0.0,0.0,8.662434541998664
17,3600,159565658291428.62,200,157,159565658291428.62,0.0,0.0,0.0,8.78292508300001
18,3800,159193594448638.16,200,169,159193594448638.16,0.0,0.0,0.0,8.432870250002452
19,4000,163698339762313.03,200,177,163698339762313.03,0.0,0.0,0.0,9.034042082999804
20,4200,164121768414160.7,200,166,164121768414160.7,0.0,0.0,0.0,9.423162999999477
21,4400,165665565117654.2,200,179,165665565117654.2,0.0,0.0,0.0,9.35468787499849
22,4600,167753111518673.25,200,174,167753111518673.25,0.0,0.0,0.0,9.128301165997982
23,4800,170426043638500.7,200,168,170426043638500.7,0.0,0.0,0.0,9.180889334002131
24,5000,170647401401603.72,200,174,170647401401603.72,0.0,0.0,0.0,9.069191624999803
25,5200,169209203045459.44,200,175,169209203045459.44,0.0,0.0,0.0,9.640623375002178
26,5400,177348971284507.4,200,173,177348971284507.4,0.0,0.0,0.0,8.966589249997924
27,5600,181923462524046.28,200,182,181923462524046.28,0.0,0.0,0.0,8.270458582999709
28,5800,184613776495742.38,200,192,184613776495742.38,0.0,0.0,0.0,9.354614707997825
29,6000,184643487568337.38,200,181,184643487568337.38,0.0,0.0,0.0,7.411406167000678
30,6200,189582695882309.66,200,178,189582695882309.66,0.0,0.0,0.0,9.01182187500308
31,6400,191667678789370.28,200,179,191667678789370.28,0.0,0.0,0.0,8.079462916997727
32,6600,192320266342005.28,200,180,192320266342005.28,0.0,0.0,0.0,9.18862954100041
33,6800,192730439695148.28,200,185,192730439695148.28,0.0,0.0,0.0,9.06654379199972
34,7000,194695654390465.94,200,177,194695654390465.94,0.0,0.0,0.0,9.68657445899953
35,7200,199937753460935.1,200,176,199937753460935.1,0.0,0.0,0.0,7.747549625000829
36,7400,199511752763184.3,200,175,199511752763184.3,0.0,0.0,0.0,8.369433833002404
37,7600,200498959375284.8,200,183,200498959375284.8,0.0,0.0,0.0,9.040944000000309
38,7800,200352135796711.44,200,178,200352135796711.44,0.0,0.0,0.0,8.30763420799849
39,8000,202005407775269.0,200,173,202005407775269.0,0.0,0.0,0.0,8.557737334002013
40,8200,200349986225251.47,200,162,200349986225251.47,0.0,0.0,0.0,8.767342749997624
41,8400,201595783403730.6,200,180,201595783403730.6,0.0,0.0,0.0,9.3850593749994
42,8600,201113008769131.16,200,173,201113008769131.16,0.0,0.0,0.0,8.67364008399818
43,8800,201040800450493.28,200,181,201040800450493.28,0.0,0.0,0.0,8.7701910830001
44,9000,202116400298501.16,200,188,202116400298501.16,0.0,0.0,0.0,8.457266207999055
45,9200,202170745925803.3,200,179,202170745925803.3,0.0,0.0,0.0,8.299215541999729
46,9400,201000339939473.53,200,177,201000339939473.53,0.0,0.0,0.0,9.098360874999344
47,9600,201148646172710.6,200,180,201148646172710.6,0.0,0.0,0.0,8.151066207999975
48,9800,201297347305113.84,200,180,201297347305113.84,0.0,0.0,0.0,7.403182708003442
49,10000,200904635102437.44,200,184,200904635102437.44,0.0,0.0,0.0,8.961886458000663
50,10200,201320554940533.9,200,185,201320554940533.9,0.0,0.0,0.0,8.67372529199929
