n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,118463218958878.34,1,1,8801513544139.438,0.0,181.46677174313194,382.5679319116725,1.27912633298547
1,400,110722003124703.61,1,1,8801513544139.438,0.0,162.51288395046305,383.38459391406644,0.7733409170177765
2,600,109686529190138.97,6,6,73096848112836.55,0.0,146.8235621845803,386.5757835102318,0.7855869170161895
3,800,107489154038878.11,14,14,76369291636226.9,0.0,108.31985862318491,382.27961694952705,0.7741905419970863
4,1000,106294292603360.34,24,22,92845082373057.9,0.0,104.15528658382146,380.2212412482459,0.7986975419917144
5,1200,124129742083946.4,44,35,92859426702280.39,0.0,72.2460230857201,376.63016538937404,0.7863650000072084
6,1400,122291439876697.64,83,53,111409345118922.12,0.0,45.80352746700223,384.54609916725894,0.7775864170107525
7,1600,125894596284637.38,124,83,115977427046297.95,0.0,19.53122117204704,280.4014520981614,0.7914161669905297
8,1800,127910116164370.25,159,113,127744864896356.61,0.0,10.02060008247799,361.0992525254985,1.4040852919861209
9,2000,166923714955314.44,191,125,164971687233153.28,0.0,0.711669105283422,53.585151301021845,2.437612084002467
10,2200,165961189734099.3,200,130,165961189734099.3,0.0,0.0,0.0,6.776630749984179
11,2400,158290567861430.0,200,131,158290567861430.0,0.0,0.0,0.0,9.584635124978377
12,2600,158414486411828.22,200,156,158414486411828.22,0.0,0.0,0.0,9.389209166984074
13,2800,159567930510404.62,200,155,159567930510404.62,0.0,0.0,0.0,9.931480790983187
14,3000,165401294594909.1,200,158,165401294594909.1,0.0,0.0,0.0,11.0023661669984
15,3200,165764700551392.66,200,161,165764700551392.66,0.0,0.0,0.0,11.16399224998895
16,3400,169969991042220.2,200,163,169969991042220.2,0.0,0.0,0.0,829.2988392499974
17,3600,170426928930166.53,200,171,170426928930166.53,0.0,0.0,0.0,1372.9603389169788
18,3800,170951898045511.62,200,168,170951898045511.62,0.0,0.0,0.0,2570.430699459015
19,4000,170876111961706.16,200,161,170876111961706.16,0.0,0.0,0.0,3601.9234179580235
20,4200,171057254382031.34,200,171,171057254382031.34,0.0,0.0,0.0,3671.107452666998
