n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,127162527759361.69,1,1,14224971019343.402,0.0,227.69791181469373,9850.005022485531,0.9389818340005149
1,400,113812412643292.1,6,6,59431780336448.734,0.0,169.9490729639166,354.37127930840563,0.756797333000577
2,600,133016054107063.73,13,13,85178696110038.05,0.0,162.9372387588659,363.6544090856263,0.7484510410013172
3,800,142807318056032.56,34,31,96547645337676.95,0.0,147.34660703748614,365.7617326059761,0.7606808330001513
4,1000,112234273937226.0,58,41,97208970806556.25,0.0,94.60093400768318,365.61926130733724,0.7612658329999249
5,1200,127218535597066.23,95,70,124898294188346.1,0.0,56.65017350164906,364.5436946079351,0.7908830000014859
6,1400,127083581066071.92,166,101,127034867995063.3,0.0,18.738103866933145,376.2560995729424,0.7856002080006874
7,1600,128900009914601.75,200,130,128900009914601.75,0.0,0.0,0.0,3.373598000000129
8,1800,132964429846087.88,200,129,132964429846087.88,0.0,0.0,0.0,4.078431709000142
9,2000,149637037787170.47,200,140,149637037787170.47,0.0,0.0,0.0,7.5480289999995875
10,2200,153613563144440.97,200,131,153613563144440.97,0.0,0.0,0.0,7.228605583999524
11,2400,166653101034277.88,200,137,166653101034277.88,0.0,0.0,0.0,8.799583334001
12,2600,166923478627937.84,200,135,166923478627937.84,0.0,0.0,0.0,11.048366708000685
13,2800,148658402406980.94,200,146,148658402406980.94,0.0,0.0,0.0,11.08933154099941
14,3000,151378472227003.53,200,156,151378472227003.53,0.0,0.0,0.0,11.846528000000035
15,3200,152043763858340.66,200,156,152043763858340.66,0.0,0.0,0.0,460.81389041700095
16,3400,154907974305032.25,200,162,154907974305032.25,0.0,0.0,0.0,1345.2155655410006
17,3600,155023223418489.72,200,168,155023223418489.72,0.0,0.0,0.0,3074.311431541999
18,3800,159944564815263.8,200,161,159944564815263.8,0.0,0.0,0.0,3321.1077938749986
19,4000,160777176725248.12,200,158,160777176725248.12,0.0,0.0,0.0,3136.353310208
20,4200,159298719596091.8,200,153,159298719596091.8,0.0,0.0,0.0,3057.7612782920005
