n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,125438253448073.69,1,1,3987965542657.119,0.0,195.90736824380846,381.59351480670966,0.1615430420206394
1,400,135996605094132.27,2,2,4590978241428.759,0.0,175.42602516371807,380.69262014340205,0.8010104999993928
2,600,122750588782226.28,4,4,6520634599554.333,0.0,146.3164265842088,380.1725145271717,0.7903492079931311
3,800,137035570875835.38,7,7,77784179123919.97,0.0,147.32999384028727,381.9719369496901,0.7724525420053396
4,1000,132935394532013.0,11,10,78415833193162.81,0.0,126.37364825770743,381.97820026309324,0.7929847089981195
5,1200,137110085331173.98,15,11,78444788178818.3,0.0,119.21665345077992,378.25619194867346,0.7898888330091722
6,1400,116603613687033.5,21,16,82401470054308.78,0.0,97.67501774459983,380.4615059049822,0.7996513329853769
7,1600,131508892748227.53,41,31,82712768970150.45,0.0,76.84830884216267,383.8086405657386,0.7801285420136992
8,1800,105693087702933.47,86,58,87980567947886.92,0.0,44.79921420404198,362.8584806805664,0.793722375005018
9,2000,153405451000129.12,132,87,135082181287202.98,0.0,24.506537137111124,351.84707009399,2.645553459005896
10,2200,137888159375706.27,180,125,137888146673744.16,0.0,12.829834250452585,342.72740594813206,4.551594291988295
11,2400,137492742165651.64,200,145,137492742165651.64,0.0,0.0,0.0,5.1453530410071835
12,2600,121194293189316.9,200,152,121194293189316.9,0.0,0.0,0.0,9.931637499976205
13,2800,147229265603348.7,200,155,147229265603348.7,0.0,0.0,0.0,8.910571167012677
14,3000,167556155841385.78,200,162,167556155841385.78,0.0,0.0,0.0,10.975073167006485
15,3200,167878495838273.34,200,166,167878495838273.34,0.0,0.0,0.0,11.568749208003283
16,3400,168780541341125.7,200,179,168780541341125.7,0.0,0.0,0.0,11.448614959022962
17,3600,168706719720797.75,200,181,168706719720797.75,0.0,0.0,0.0,338.6111225410132
18,3800,168898472041489.1,200,179,168898472041489.1,0.0,0.0,0.0,1862.126131041994
19,4000,168214962204744.94,200,174,168214962204744.94,0.0,0.0,0.0,2938.327124832984
20,4200,169347796173718.9,200,173,169347796173718.9,0.0,0.0,0.0,2671.8258144999854
