n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,121869570631189.36,1,1,34095248771836.6,0.0,190.46539561414,382.00224690180073,1.7649822079692967
1,400,136828995647915.67,1,1,34095248771836.6,0.0,179.27846871495842,381.04678623406454,0.8565826250123791
2,600,152666195316691.4,3,3,129655149484589.48,0.0,172.49539839870587,383.31961844233655,0.8569625829695724
3,800,161929415039216.88,5,5,134833055153330.16,0.0,160.69924214104017,381.39382978687627,0.8617974579683505
4,1000,160886905884292.62,10,10,134852544422819.73,0.0,153.0377563999544,383.11198114874793,0.850092249980662
5,1200,145444722362066.12,19,17,135123550236452.94,0.0,127.7002014520489,378.91425934678057,0.8208553330041468
6,1400,144813861709010.2,38,33,136254539345526.6,0.0,90.97047166831673,378.4813622543804,0.8384701670147479
7,1600,145528324451574.44,67,53,141248275443812.22,0.0,58.73284216807233,383.4595210079917,0.8594456249848008
8,1800,152516565419971.38,116,84,145919659713253.4,0.0,23.9394935942345,329.9008293628602,0.8352977500180714
9,2000,146548909200372.47,191,123,146547926406046.38,0.0,0.6394702603071042,96.48253662774171,1.1213252909947187
10,2200,162546266246441.2,200,147,162546266246441.2,0.0,0.0,0.0,6.281090959033463
11,2400,165202260673146.12,200,148,165202260673146.12,0.0,0.0,0.0,8.067305208009202
12,2600,174811105952432.16,200,166,174811105952432.16,0.0,0.0,0.0,9.597344999958295
13,2800,174314208200981.25,200,167,174314208200981.25,0.0,0.0,0.0,11.338216333009768
14,3000,178794363487926.0,200,169,178794363487926.0,0.0,0.0,0.0,11.471937084046658
15,3200,178852067948206.88,200,167,178852067948206.88,0.0,0.0,0.0,119.39552666601958
16,3400,180501190924210.53,200,158,180501190924210.53,0.0,0.0,0.0,704.3531150419731
17,3600,180256059975285.88,200,162,180256059975285.88,0.0,0.0,0.0,2570.0331481249887
18,3800,178645528154947.56,200,170,178645528154947.56,0.0,0.0,0.0,3359.9059159169556
19,4000,190496801723209.8,200,173,190496801723209.8,0.0,0.0,0.0,3235.92249091703
20,4200,187429903721260.9,200,177,187429903721260.9,0.0,0.0,0.0,3464.0146980829886
