n_Gen,n_Eval,g_HV,g_R2,g_IGD+,g_e+,g_Dp,n_valid,v_HV,v_R2,v_IGD+,v_e+,v_Dp,min_CV,mean_CV,max_CV,time
0,20,0.04826695437094228,6023183.596130741,42.36880480346947,52.50392697652569,624872.8892891115,0,-,-,-,-,-,3.392688224396288,132.68640860171305,327.6328023884313,0.1392366989985021
