SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,VolFracViolation,C,la,lp,lo,ln,lz,Lh,Rp,Rn,Rcell,efp,efo,efn,mat,Ns,Np
-24732.96450855865,2.1190139215287775,0.006207788023546634,5547.6648291956535,-0.30999131736318475,-1.1900086826368153,-0.814908506010594,0.2873382727206427,2.7632820813770735e-05,5.1261582650723576e-05,4.308771292525899e-05,7.388891091487379e-05,1.228935739141559e-05,0.06377623410602007,3.9025076904010735e-06,4.709774079238908e-05,0.006783896628476704,0.022592418789139118,0.08225994318470706,0.010239132015559899,LFP,4,62
-9139.361344464513,2.5072177043655133,0.006564619031026037,923.9071482221542,-0.09683244340918407,-1.403167556590816,-0.2743545542176985,0.24180948180151293,2.1165288510292447e-05,9.377388689894453e-05,2.8727086039349607e-05,4.766626143839315e-05,1.6523069231169518e-05,0.07670497964154319,6.236586524463373e-07,2.349727402932212e-06,0.004097378125216183,0.42724614882157375,0.19669009701305779,0.031709199947669964,LCO,4,27
-229414.18288546236,2.7950628992639848,1.684213551832712,3445.850593011324,-0.8074902439538114,-0.6925097560461886,-0.5872491796488708,0.2901230624805589,2.3959266910561733e-05,0.00016328718371502114,3.8652816614395064e-05,4.6544351696179226e-05,1.619249977705605e-05,0.07018935984768943,1.1664982865006648e-05,4.292129414382034e-05,0.023348821359962007,0.08189280259690847,0.11887053382456732,0.14198748392965346,LCO,4,3
-223148.70941837397,2.091472116177236,0.03757770805567089,12313.20678014634,-0.32533622066276635,-1.1746637793372336,-0.7585517309000049,0.25175977578030906,2.3976068559948055e-05,6.319811602624112e-05,1.3533918030756314e-05,0.0001384280199459386,2.9896557014236486e-05,0.0767901559805566,4.291093380508799e-06,4.879942074467471e-05,0.020261432163349375,0.05960325946417106,0.07722424436001672,0.03462076527580739,LFP,4,13
-142461.38788637044,2.492909691955774,0.22572502719038967,5792.831784480272,-0.41864508576313497,-1.081354914236865,-0.47717633262894205,0.2865267142964776,2.035532662291226e-05,0.00024997686606808184,4.1995262666887244e-05,0.00013965139955573444,1.3621234945188517e-05,0.07394035266575344,1.8616899907192207e-05,4.8822039331866704e-05,0.02058042643940006,0.17307028524048443,0.03898788421037213,0.24076549792020144,LCO,4,6
-408934.09861640853,2.2032169694254757,0.007145966386373269,68508.02053632728,-0.3139481803817059,-1.186051819618294,-0.6448023905848943,0.2924270155859429,1.705314604126462e-05,0.00013725387475597658,5.96646947834627e-05,0.00011769998938459403,1.342537481845488e-05,0.08055534045970805,1.3944249424479286e-06,4.8786922170592516e-05,0.024588258421732817,0.05523372760275638,0.05320950884503247,0.17675437296731694,LCO,4,44
-3873.514497233095,2.0716239639700826,0.0026862271257378904,1526.4911451272276,-0.2533603796877255,-1.2466396203122745,-0.24930137954391507,0.20524531167796367,2.608329409992387e-05,4.0005459101833685e-05,7.433831526106144e-05,7.874474172676913e-05,2.8773028098597244e-05,0.041890171289780544,5.800039253991412e-06,4.6130899175663615e-05,0.004103394992244403,0.5027005741994094,0.15632445919241297,0.021673587064262628,LFP,4,88
-327932.2836626809,2.2306203820854256,0.006103315091090486,64966.920938521966,-0.3036458710228338,-1.1963541289771662,-0.24317295065843336,0.42595934050100864,1.7818421018612966e-05,0.00011125967548501956,1.2517746216308682e-05,0.0001423301187365977,1.206729948606312e-05,0.06252473513332629,3.7874652487333767e-06,2.3355472536147773e-05,0.02356146975524941,0.14428594939157427,0.0308413486389793,0.5116997513110131,LCO,4,68
-186407.36612036038,2.538715349393094,0.005120136554948427,23678.448156306647,-0.3831791307678767,-1.1168208692321233,-0.7701861978581864,0.20177252143472368,1.5084025401061044e-05,0.00021249498043064507,2.310572953504081e-05,4.534080242799122e-05,1.364751182878179e-05,0.09921148226615778,1.8704413816176452e-06,4.771176379057401e-05,0.0115542815700742,0.033193760928364915,0.08680133814892302,0.0398187030645257,LFP,4,54
-26090.29897734264,2.3263306975511204,0.008580895805257371,5382.721661884933,-0.31281199924380587,-1.1871880007561941,-0.6786424797595496,0.2584219328232285,2.588276725887659e-05,0.00022256651627259666,1.3911404898551402e-05,0.0001305453023935208,1.5365933930697236e-05,0.058220164457359384,1.4389180143969506e-06,4.7687420993851446e-05,0.007333027688474854,0.117999561413813,0.024594398345933112,0.10876356048070437,LFP,4,54
-78164.62439514679,2.551498774776476,0.008743536618535209,10321.665446419318,-0.4056071746818368,-1.0943928253181632,-0.07970085196064325,0.215069798464295,1.862479442190079e-05,0.00020378076987190657,1.7100574612453934e-05,5.081633345486379e-05,1.2897613827087843e-05,0.0777408304609071,5.293890976234748e-07,9.760627053764224e-06,0.012382603301515704,0.5430634218090797,0.28030619976200943,0.02692952646826763,LCO,4,32
-296867.36132347555,2.234326412520467,0.0033865107082139277,85719.9449021875,-0.3115868495953631,-1.188413150404637,-0.04448492034900686,0.28374241531780087,1.893880058956619e-05,0.00011481465787741418,1.057637097463586e-05,0.00014620318461633253,1.9230672763121027e-05,0.09919985868131946,3.5959240267987587e-06,2.3018365215711367e-05,0.02084863512311107,0.2376601628732065,0.5430656657706084,0.10478925100717823,LCO,4,80
-41734.59831263007,2.110236003102035,0.002528787763945593,10023.304499851914,-0.22537550191164257,-1.2746244980883574,-0.4537409686061889,0.20259087084875613,1.9904238447816123e-05,5.1221268751777285e-05,3.4959134996828036e-05,7.383957724099002e-05,2.0435224261295125e-05,0.09961855312936597,1.971059177587514e-05,4.711389039929548e-05,0.006499659756691844,0.012312820912847704,0.2844285272029118,0.17951768327805168,LFP,4,88
-446200.8221501545,2.1042996121036874,0.03407035607334304,21300.293759594173,-0.3305115434667787,-1.1694884565332213,-0.7378276509223072,0.32887294235806663,1.393055947761161e-05,4.837612366626459e-05,1.595470476576871e-05,7.861816350609175e-05,1.5309665121267662e-05,0.09875737160197297,2.2410379931020127e-06,3.98403031687726e-05,0.022397576464585806,0.011305376357207339,0.014371158699548303,0.1664958140209372,LFP,4,14
