n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,108359769886272.88,2,2,46395600826992.84,0.0,180.22758705029074,1629.4335626418992,0.4919704999992973
1,400,147365979839783.5,4,4,49682571647032.24,0.0,183.52949510452498,361.9501538141063,19.13954583300074
2,600,125835887624541.66,10,8,61109697278718.516,0.0,193.2708555826856,371.23279956605603,24.417213458000333
3,800,109147907757416.1,24,20,75872828360620.0,0.0,245.06995928398996,16336.526649771651,14.880104875002871
4,1000,112326564652163.14,40,30,76040953167431.98,0.0,169.4321514360681,9040.203646585833,11.718109916997491
5,1200,106158390797786.66,70,41,77004885636213.48,0.0,79.41802558908302,380.53045525556945,8.215728833005414
6,1400,139605325941387.78,111,81,110481263419661.86,0.0,47.10952399362097,369.9662508871354,2.0258708750043297
7,1600,113435566216195.44,158,102,113403149479424.88,0.0,13.798037071497674,358.8944319927057,2.180270541997743
8,1800,114640458489476.06,200,128,114640458489476.06,0.0,0.0,0.0,3.5742043330028537
9,2000,123537409703578.33,200,140,123537409703578.33,0.0,0.0,0.0,7.523271332996956
10,2200,123880404015104.45,200,148,123880404015104.45,0.0,0.0,0.0,8.581155665997358
11,2400,140789304445738.1,200,155,140789304445738.1,0.0,0.0,0.0,6.958687792001001
12,2600,141139476121767.3,200,158,141139476121767.3,0.0,0.0,0.0,6.58051062499726
13,2800,142391972076849.8,200,158,142391972076849.8,0.0,0.0,0.0,7.761078042000008
14,3000,142450661660787.1,200,159,142450661660787.1,0.0,0.0,0.0,7.269619042002887
15,3200,142485523362913.9,200,163,142485523362913.9,0.0,0.0,0.0,7.548618916000123
16,3400,141960183188591.25,200,165,141960183188591.25,0.0,0.0,0.0,8.94343395800388
17,3600,164764890437152.4,200,177,164764890437152.4,0.0,0.0,0.0,9.810663542004477
18,3800,164487633589901.97,200,168,164487633589901.97,0.0,0.0,0.0,10.02562358299474
19,4000,164080402763170.2,200,167,164080402763170.2,0.0,0.0,0.0,9.149733666999964
20,4200,172690357347159.22,200,169,172690357347159.22,0.0,0.0,0.0,7.763630582994665
21,4400,165287499897642.97,200,171,165287499897642.97,0.0,0.0,0.0,9.603611625003396
22,4600,165514749108102.22,200,172,165514749108102.22,0.0,0.0,0.0,9.26052837500174
23,4800,166028200029735.66,200,174,166028200029735.66,0.0,0.0,0.0,9.862047750000784
24,5000,167238987163362.56,200,174,167238987163362.56,0.0,0.0,0.0,8.853658624997479
25,5200,167524649103738.34,200,173,167524649103738.34,0.0,0.0,0.0,8.162971416997607
26,5400,167393797037851.0,200,181,167393797037851.0,0.0,0.0,0.0,9.068577042002289
27,5600,167274106380068.22,200,175,167274106380068.22,0.0,0.0,0.0,9.834647042000142
28,5800,174976521511016.56,200,171,174976521511016.56,0.0,0.0,0.0,8.673010667000199
29,6000,175631010113100.97,200,180,175631010113100.97,0.0,0.0,0.0,8.638526458002161
30,6200,175364410506725.0,200,173,175364410506725.0,0.0,0.0,0.0,6.912270749999152
31,6400,175844178329150.75,200,185,175844178329150.75,0.0,0.0,0.0,9.225422999996226
32,6600,176413363749650.12,200,179,176413363749650.12,0.0,0.0,0.0,8.288594708006713
33,6800,176251296776705.34,200,176,176251296776705.34,0.0,0.0,0.0,8.14758920899476
34,7000,176485377343339.2,200,173,176485377343339.2,0.0,0.0,0.0,9.540454709000187
35,7200,176291444886658.06,200,181,176291444886658.06,0.0,0.0,0.0,9.506230375001905
36,7400,176108751235319.97,200,175,176108751235319.97,0.0,0.0,0.0,9.065770458997576
37,7600,176777868155270.16,200,170,176777868155270.16,0.0,0.0,0.0,10.110069415997714
38,7800,176571575402763.7,200,170,176571575402763.7,0.0,0.0,0.0,9.5723177079999
39,8000,176407549724915.97,200,171,176407549724915.97,0.0,0.0,0.0,8.574064833002922
40,8200,176722462731680.72,200,172,176722462731680.72,0.0,0.0,0.0,15.682155083006364
41,8400,175900774676126.44,200,155,175900774676126.44,0.0,0.0,0.0,9.293345999998564
42,8600,176212105124510.53,200,165,176212105124510.53,0.0,0.0,0.0,9.765092458001163
43,8800,177000175685035.94,200,181,177000175685035.94,0.0,0.0,0.0,9.181046542005788
44,9000,177097610276425.2,200,181,177097610276425.2,0.0,0.0,0.0,8.147808250003436
45,9200,176897744510132.75,200,175,176897744510132.75,0.0,0.0,0.0,9.39244533299643
46,9400,176060933069773.94,200,177,176060933069773.94,0.0,0.0,0.0,8.918058750001364
47,9600,175235298572335.2,200,170,175235298572335.2,0.0,0.0,0.0,8.282472458005941
48,9800,176512977831101.1,200,166,176512977831101.1,0.0,0.0,0.0,8.46803212499799
49,10000,176552951849196.97,200,171,176552951849196.97,0.0,0.0,0.0,9.713691750002909
50,10200,176016156804872.9,200,175,176016156804872.9,0.0,0.0,0.0,8.448454124998534
