n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,121038891321931.52,1,1,44684566109347.33,0.0,191.9509899212428,382.4007151990325,0.16005908300576266
1,400,126780116292417.81,3,3,44783440635927.1,0.0,149.5239138559292,382.4007151990325,0.7957168329885462
2,600,122799356344663.81,4,4,44784427434667.05,0.0,127.01269149440226,374.51160116466673,0.785540332988603
3,800,150321527842505.56,6,5,44784567470193.57,0.0,114.82766283398487,378.76588353497095,0.7788072919938713
4,1000,150602020610914.0,11,10,96180223746901.5,0.0,110.75913700337755,377.283026905415,0.780209582997486
5,1200,139864010836801.0,15,14,96684389157965.34,0.0,84.72783620400782,381.46815452653135,0.7648838749882998
6,1400,151338196169164.5,30,26,102620766927521.34,0.0,57.396972047467806,369.5952256602644,0.7806841669953428
7,1600,172253140809937.28,52,42,136099537921197.67,0.0,39.97051962488279,347.1601870817843,0.7926807920011925
8,1800,137433302589265.36,104,69,136196838007340.42,0.0,19.0206633876842,193.057305159513,0.8169540829985635
9,2000,136499437350121.75,145,103,136444529491691.2,0.0,15.984436691789043,237.85306286133843,0.9018865830003051
10,2200,136183647684551.25,176,127,136183637929972.31,0.0,10.949424808780869,320.458684927167,1.0165360839891946
11,2400,152168796744987.47,200,145,152168796744987.47,0.0,0.0,0.0,2.4886892920039827
12,2600,152233054214846.44,200,162,152233054214846.44,0.0,0.0,0.0,6.707818166993093
13,2800,155776066415593.72,200,167,155776066415593.72,0.0,0.0,0.0,9.294610166994971
14,3000,156690338581707.6,200,169,156690338581707.6,0.0,0.0,0.0,11.09442979200685
15,3200,159113449758351.4,200,178,159113449758351.4,0.0,0.0,0.0,12.467843207996339
16,3400,163050846378048.03,200,170,163050846378048.03,0.0,0.0,0.0,316.98051558301086
17,3600,163098903405720.62,200,166,163098903405720.62,0.0,0.0,0.0,941.6554799169971
18,3800,171482531398250.38,200,179,171482531398250.38,0.0,0.0,0.0,2207.1504978750017
19,4000,171979948680890.88,200,171,171979948680890.88,0.0,0.0,0.0,3568.4970711669885
20,4200,172060371037304.53,200,187,172060371037304.53,0.0,0.0,0.0,3895.2952380829956
