n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,94281631480066.25,1,1,36857410721003.055,0.0,327.02785913640605,13506.415799451117,0.1466944580024574
1,400,106503908393902.62,2,2,36893776813649.96,0.0,347.3357893582925,13506.415799451117,0.7761297499819193
2,600,116574496374447.84,2,2,36893776813649.96,0.0,210.91412629613254,673.1703170325558,0.7496574169781525
3,800,134588005224856.69,5,5,58381143198735.27,0.0,170.97493159553545,369.92137500218587,0.7526896669878624
4,1000,133749508952188.12,9,8,61658168866578.06,0.0,130.62326032171603,364.5378367795531,0.7716393749869894
5,1200,107038945046999.72,16,12,62637407070174.81,0.0,161.63003394904837,9791.715771837371,0.7555025419860613
6,1400,149819792793860.16,31,21,104528027741701.44,0.0,422.3825554349059,57296.72640721606,0.7863676249980927
7,1600,129312239822904.69,62,36,105297039584205.94,0.0,91.35472382681293,539.6041331180807,0.7867246670066379
8,1800,131462615132605.72,94,61,127737367175338.6,0.0,72.76449540764241,364.3617896132996,0.835362540994538
9,2000,146492834677988.3,109,84,143650234413380.78,0.0,63.89048535569616,363.97535032967636,1.2891081249981653
10,2200,144607970063798.75,139,101,143807290703479.25,0.0,45.45298363282684,1987.9474988889629,5.056772790994728
11,2400,150236050696463.94,194,109,150236050696463.94,0.0,0.5914720844254726,37.8888575772687,4.722332875011489
12,2600,154666445365703.56,200,129,154666445365703.56,0.0,0.0,0.0,5.847883375012316
13,2800,171175619869055.78,200,139,171175619869055.78,0.0,0.0,0.0,7.1454683339979965
14,3000,173580403576142.7,200,154,173580403576142.7,0.0,0.0,0.0,6.4888637920084875
15,3200,173597805260832.38,200,152,173597805260832.38,0.0,0.0,0.0,7.786735208006576
16,3400,173875436067785.22,200,158,173875436067785.22,0.0,0.0,0.0,8.458589458023198
17,3600,176348930201256.66,200,155,176348930201256.66,0.0,0.0,0.0,286.73705133399926
18,3800,173461264779129.56,200,159,173461264779129.56,0.0,0.0,0.0,502.65032879199134
19,4000,174799039668036.8,200,158,174799039668036.8,0.0,0.0,0.0,611.0073416249943
20,4200,175001296172247.47,200,155,175001296172247.47,0.0,0.0,0.0,1208.1404879589973
