n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,111783787415691.88,0,0,-,3.8372324990270177,186.36547927601663,382.4819277323126,0.18096037499344675
1,400,119745328474207.02,1,1,16347246417924.166,0.0,185.27495967133015,382.4819277323126,3.677450499999395
2,600,119249424179489.27,7,6,47408227873203.94,0.0,168.73870696234968,382.91116780650026,6.779610541998409
3,800,136221639683464.89,17,14,133791522806893.36,0.0,160.68441486624457,383.71692611189786,13.454711167003552
4,1000,144384811112395.56,36,28,135726221536543.17,0.0,130.04620504920106,382.3595007802113,18.10611737500585
5,1200,160909006380282.16,67,46,136914437636654.78,0.0,91.78912984506147,382.72511744241405,12.872094124999421
6,1400,143626094935968.75,127,90,141710288881969.06,0.0,54.079867562266834,382.6714685599059,12.179654125000525
7,1600,152794719340456.06,171,117,152793993003038.0,0.0,24.6729895289734,385.1074710494446,9.96124033399974
8,1800,162526452823781.44,182,126,162522557917428.7,0.0,8.11513569458481,390.24624388681843,10.172120791998168
9,2000,161573403894046.16,200,151,161573403894046.16,0.0,0.0,0.0,8.835474040999543
10,2200,161293897426034.84,200,162,161293897426034.84,0.0,0.0,0.0,9.350185667004553
11,2400,162890954024387.94,200,166,162890954024387.94,0.0,0.0,0.0,8.073005874997762
12,2600,163832737083649.72,200,176,163832737083649.72,0.0,0.0,0.0,9.01502095899923
13,2800,163670399234765.97,200,172,163670399234765.97,0.0,0.0,0.0,8.149020165998081
14,3000,172865324931790.03,200,173,172865324931790.03,0.0,0.0,0.0,9.132367916005023
15,3200,173339385047948.0,200,157,173339385047948.0,0.0,0.0,0.0,9.344215459001134
16,3400,173247143884670.2,200,180,173247143884670.2,0.0,0.0,0.0,9.927770165995753
17,3600,173076069009025.5,200,177,173076069009025.5,0.0,0.0,0.0,9.363529750000453
18,3800,173613112816221.3,200,180,173613112816221.3,0.0,0.0,0.0,8.939468958997168
19,4000,172808300633121.66,200,183,172808300633121.66,0.0,0.0,0.0,9.422888082997815
20,4200,170648176315380.22,200,185,170648176315380.22,0.0,0.0,0.0,9.423829792001925
21,4400,171169413785232.03,200,182,171169413785232.03,0.0,0.0,0.0,9.723091583000496
22,4600,172201266886999.2,200,182,172201266886999.2,0.0,0.0,0.0,8.923882666997088
23,4800,172024704303692.22,200,170,172024704303692.22,0.0,0.0,0.0,8.688319332999527
24,5000,172938988897009.62,200,182,172938988897009.62,0.0,0.0,0.0,8.164254582996364
25,5200,172406392192189.3,200,180,172406392192189.3,0.0,0.0,0.0,8.364638291997835
26,5400,176132344169994.16,200,184,176132344169994.16,0.0,0.0,0.0,9.026181624998571
27,5600,176530149196261.28,200,178,176530149196261.28,0.0,0.0,0.0,7.199967332999222
28,5800,176785292425579.12,200,185,176785292425579.12,0.0,0.0,0.0,6.828493375003745
29,6000,176604637052589.38,200,174,176604637052589.38,0.0,0.0,0.0,8.109748707996914
30,6200,176406996911628.66,200,176,176406996911628.66,0.0,0.0,0.0,9.393871291998948
31,6400,178650975161687.88,200,183,178650975161687.88,0.0,0.0,0.0,9.664354499996989
32,6600,178281241089178.06,200,175,178281241089178.06,0.0,0.0,0.0,8.24311179099459
33,6800,177704970640851.2,200,184,177704970640851.2,0.0,0.0,0.0,8.728948999996646
34,7000,177970389695516.06,200,172,177970389695516.06,0.0,0.0,0.0,9.304282249999233
35,7200,178324590624611.1,200,182,178324590624611.1,0.0,0.0,0.0,9.67675104099908
36,7400,179667250374963.9,200,178,179667250374963.9,0.0,0.0,0.0,9.107351082995592
37,7600,179156772453165.62,200,181,179156772453165.62,0.0,0.0,0.0,9.296668291004607
38,7800,177904739448464.47,200,180,177904739448464.47,0.0,0.0,0.0,9.996769042001688
39,8000,177817560485186.47,200,176,177817560485186.47,0.0,0.0,0.0,9.469195291996584
40,8200,178344983421017.7,200,180,178344983421017.7,0.0,0.0,0.0,8.921523124998203
41,8400,178130670531673.88,200,185,178130670531673.88,0.0,0.0,0.0,9.737764999998035
42,8600,178854879384480.0,200,189,178854879384480.0,0.0,0.0,0.0,8.65101549999963
43,8800,179997375489919.34,200,180,179997375489919.34,0.0,0.0,0.0,8.768395375002001
44,9000,177820122954534.8,200,181,177820122954534.8,0.0,0.0,0.0,10.05271829200501
45,9200,178764324900912.5,200,186,178764324900912.5,0.0,0.0,0.0,8.982086875003006
46,9400,178868419155104.5,200,175,178868419155104.5,0.0,0.0,0.0,9.484830667002825
47,9600,179635779100375.66,200,183,179635779100375.66,0.0,0.0,0.0,8.48322087500128
48,9800,180193025656401.22,200,181,180193025656401.22,0.0,0.0,0.0,8.847336750004615
49,10000,189133362864087.38,200,166,189133362864087.38,0.0,0.0,0.0,7.924318582998239
50,10200,188812617950686.53,200,176,188812617950686.53,0.0,0.0,0.0,9.31336050000391
