n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,117198726930881.11,1,1,2828213449796.163,0.0,126.25244280523182,321.0919701056948,0.8838003749842755
1,400,110598097012212.88,3,3,82170699288462.89,0.0,127.71436774047085,328.30918103538727,0.7984921660099644
2,600,112099915043686.17,4,4,84691675731790.1,0.0,145.99228316126673,326.64963320627965,0.7673807080136612
3,800,113571291796866.38,5,4,86459499091030.3,0.0,143.2002525778413,324.19639088569124,0.7723774579935707
4,1000,116639669579888.6,11,7,93608162845512.34,0.0,126.44663875173174,331.0293692263389,0.768766583991237
5,1200,131606053731181.6,23,16,110312929709699.58,0.0,102.12972573310235,328.5386478551293,0.7734894590103067
6,1400,112676667925757.6,42,22,111283964294036.84,0.0,79.67329400299403,328.40553656955956,0.7867588749795686
7,1600,131341281538805.44,77,45,125525782960483.66,0.0,57.102319093730365,327.07463136664364,0.8084508329920936
8,1800,128296474632568.62,118,62,125655849230270.19,0.0,31.63267906628108,324.9435683873804,0.8307826659874991
9,2000,98659110851237.3,180,102,98647724069285.84,0.0,11.979753481979444,330.0401530662939,0.8809453749854583
10,2200,114661950911584.2,200,124,114661950911584.2,0.0,0.0,0.0,3.6553090839879587
11,2400,120895435981016.5,200,140,120895435981016.5,0.0,0.0,0.0,6.64745466702152
12,2600,128766115827357.14,200,144,128766115827357.14,0.0,0.0,0.0,9.068917332973797
13,2800,125736815739565.05,200,142,125736815739565.05,0.0,0.0,0.0,9.22439841699088
14,3000,122464070087909.78,200,146,122464070087909.78,0.0,0.0,0.0,9.570713624998461
15,3200,123170337999904.62,200,155,123170337999904.62,0.0,0.0,0.0,10.85805920799612
16,3400,153289854593780.56,200,165,153289854593780.56,0.0,0.0,0.0,315.414540208003
17,3600,155166482350330.66,200,159,155166482350330.66,0.0,0.0,0.0,1509.8467248750094
18,3800,155032799764929.53,200,159,155032799764929.53,0.0,0.0,0.0,1870.1491244580247
19,4000,156293992366971.12,200,160,156293992366971.12,0.0,0.0,0.0,1599.9418241659878
20,4200,156521951455793.12,200,154,156521951455793.12,0.0,0.0,0.0,2709.4755870829977
