n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,105002911961570.31,2,2,37243739937438.04,0.0,144.56155264773636,328.06514568444237,0.2384779999993043
1,400,105461330710091.78,3,3,63256978889012.82,0.0,125.75858815862306,325.652740220193,0.7926612500014016
2,600,121161413090858.45,4,4,97099607901027.48,0.0,127.87650096959413,332.6344077764812,0.7654369579977356
3,800,104042401258237.61,7,7,100965301845344.31,0.0,120.28941834652218,332.10925889338796,0.7825802079896675
4,1000,131135221457386.44,24,23,128639299842012.8,0.0,96.71700162695939,330.06380607821325,0.7811794169974746
5,1200,135719529625479.12,43,37,132303261175508.16,0.0,81.31598815370201,323.539297853878,0.7850624999991851
6,1400,150810248744967.66,84,56,133279161406864.39,0.0,49.973309154870115,326.0030631854587,0.8104893749987241
7,1600,135890483858278.72,141,88,134431123841601.47,0.0,13.664312905927789,307.40557022329256,0.8234381670044968
8,1800,134809231315801.77,200,119,134809231315801.77,0.0,0.0,0.0,1.6999049589940114
9,2000,139153352128301.38,200,130,139153352128301.38,0.0,0.0,0.0,6.053688541986048
10,2200,142121002280763.38,200,134,142121002280763.38,0.0,0.0,0.0,7.058435250000912
11,2400,142992573728027.3,200,156,142992573728027.3,0.0,0.0,0.0,8.77249012500397
12,2600,143638997373700.8,200,167,143638997373700.8,0.0,0.0,0.0,9.090417333005462
13,2800,150665846738452.97,200,169,150665846738452.97,0.0,0.0,0.0,9.049334333001752
14,3000,152308339897225.8,200,158,152308339897225.8,0.0,0.0,0.0,9.683487208007136
15,3200,169282661443399.62,200,166,169282661443399.62,0.0,0.0,0.0,34.659239000000525
16,3400,169033586460133.38,200,154,169033586460133.38,0.0,0.0,0.0,293.3367829589988
17,3600,168913380233277.94,200,161,168913380233277.94,0.0,0.0,0.0,1915.3832177919976
18,3800,168780076898532.53,200,162,168780076898532.53,0.0,0.0,0.0,2322.504804958997
19,4000,168476377024914.34,200,163,168476377024914.34,0.0,0.0,0.0,2909.006553667001
20,4200,168957535108541.3,200,154,168957535108541.3,0.0,0.0,0.0,2595.0872977089894
