n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,103622345757839.4,1,1,0.0,0.0,135.9975578122578,332.2516457216019,0.25689716700071585
1,400,98205625135033.89,2,2,36074666740547.016,0.0,135.48080116969612,332.2516457216019,8.124736792000476
2,600,93133348424457.23,2,2,36074666740547.016,0.0,130.17787440459423,332.79403848131346,32.02172966699982
3,800,112706907156696.1,6,6,49049511929088.375,0.0,136.65742863957038,332.79403848131346,24.637143500000093
4,1000,93949973750079.81,6,6,49049511929088.375,0.0,142.4750319820545,328.81696053468863,14.568807082998319
5,1200,95641637794508.89,9,9,50817631800780.625,0.0,143.7650064495463,327.34953597039384,5.936222833999636
6,1400,104541643771129.97,24,18,72895075803174.2,0.0,114.29209466195374,322.6354199831077,7.566361749999487
7,1600,115123073853137.08,44,27,97557823004762.4,0.0,93.68558354436273,331.42015653604426,9.279971042000398
8,1800,111715716163326.64,88,45,104898970525370.05,0.0,55.30337906443781,327.97018926043495,2.114512124999237
9,2000,111606323119423.81,135,75,109076277739887.81,0.0,22.460628818734406,325.5781626397985,2.163437499999418
10,2200,116536179480386.56,191,108,116531760911994.9,0.0,0.7424094230859538,36.90030645998431,2.4986602909993962
11,2400,121266662486141.11,200,127,121266662486141.11,0.0,0.0,0.0,2.8877140000004147
12,2600,127192019604711.3,200,132,127192019604711.3,0.0,0.0,0.0,6.43756916699931
13,2800,152142997977541.06,200,134,152142997977541.06,0.0,0.0,0.0,7.725113208998664
14,3000,134565296637333.44,200,159,134565296637333.44,0.0,0.0,0.0,7.823402917001658
15,3200,122912842094375.1,200,164,122912842094375.1,0.0,0.0,0.0,8.491310583000086
16,3400,154170804560844.1,200,163,154170804560844.1,0.0,0.0,0.0,9.734371041999111
17,3600,153810577153609.84,200,139,153810577153609.84,0.0,0.0,0.0,8.78415112500079
18,3800,154864905653755.3,200,151,154864905653755.3,0.0,0.0,0.0,8.753778290998525
19,4000,155168908821397.88,200,155,155168908821397.88,0.0,0.0,0.0,7.896656750001057
20,4200,152495284178135.25,200,166,152495284178135.25,0.0,0.0,0.0,8.720913208000638
21,4400,154727344407987.16,200,168,154727344407987.16,0.0,0.0,0.0,8.282454542000778
22,4600,154740781778914.9,200,164,154740781778914.9,0.0,0.0,0.0,9.649992417000249
23,4800,151783179558126.34,200,169,151783179558126.34,0.0,0.0,0.0,8.593322167000224
24,5000,152010969677062.9,200,174,152010969677062.9,0.0,0.0,0.0,8.837200916999791
25,5200,146660419379671.1,200,178,146660419379671.1,0.0,0.0,0.0,9.021924624999883
26,5400,149066181276743.5,200,177,149066181276743.5,0.0,0.0,0.0,9.772791416999098
27,5600,150206753355566.5,200,170,150206753355566.5,0.0,0.0,0.0,10.515508374999627
28,5800,149882979537575.28,200,179,149882979537575.28,0.0,0.0,0.0,9.528597999998965
29,6000,150972964966611.44,200,176,150972964966611.44,0.0,0.0,0.0,9.174196541000128
30,6200,150934885169482.9,200,184,150934885169482.9,0.0,0.0,0.0,8.844743542000288
31,6400,150681166314845.25,200,184,150681166314845.25,0.0,0.0,0.0,8.797053709000465
32,6600,153694440399350.16,200,178,153694440399350.16,0.0,0.0,0.0,8.657873750000363
33,6800,153855356996565.75,200,179,153855356996565.75,0.0,0.0,0.0,8.314507375000176
34,7000,163390475597483.7,200,184,163390475597483.7,0.0,0.0,0.0,9.449878958999761
35,7200,151832031203668.28,200,174,151832031203668.28,0.0,0.0,0.0,8.008401166998738
36,7400,151935080062777.3,200,170,151935080062777.3,0.0,0.0,0.0,8.28183083300064
37,7600,152300154355206.06,200,171,152300154355206.06,0.0,0.0,0.0,8.411742750000485
38,7800,152287775248518.66,200,164,152287775248518.66,0.0,0.0,0.0,8.473676666999381
39,8000,152763716665730.8,200,174,152763716665730.8,0.0,0.0,0.0,8.770204250000461
40,8200,153071282906157.5,200,176,153071282906157.5,0.0,0.0,0.0,7.466698542000813
41,8400,161067710191161.2,200,179,161067710191161.2,0.0,0.0,0.0,7.662421832999826
42,8600,155090209078680.16,200,177,155090209078680.16,0.0,0.0,0.0,9.37483308300034
43,8800,159746390552179.6,200,171,159746390552179.6,0.0,0.0,0.0,8.959214624999731
44,9000,161346018732607.4,200,173,161346018732607.4,0.0,0.0,0.0,9.084892916998797
45,9200,161799979577500.1,200,183,161799979577500.1,0.0,0.0,0.0,9.194808000000194
46,9400,156093443579139.16,200,170,156093443579139.16,0.0,0.0,0.0,8.600380666999627
47,9600,161132507492245.06,200,180,161132507492245.06,0.0,0.0,0.0,9.470701125001142
48,9800,160943574088400.22,200,179,160943574088400.22,0.0,0.0,0.0,8.749249583001074
49,10000,162187002790195.25,200,170,162187002790195.25,0.0,0.0,0.0,6.969524834001277
50,10200,164216660642476.06,200,182,164216660642476.06,0.0,0.0,0.0,8.56235683399973
