n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,149105371185733.0,0,0,-,0.07792499999999991,197.2489610742093,382.6888927311783,0.18173516699607717
1,400,123608855180373.1,2,2,25083122511567.95,0.0,202.83110222398642,381.3775149969109,8.188008917000843
2,600,123744570229164.1,6,4,25094546090817.32,0.0,170.53794186619743,382.3710755598588,2.1309012080018874
3,800,140311769587603.1,10,8,37816354178396.08,0.0,134.82366083337274,381.6618816260529,5.34616216699942
4,1000,127108931260798.53,18,15,82414226637158.88,0.0,133.84368667685314,378.8098178944711,2.436498750001192
5,1200,102990367733196.2,27,20,82440488671677.47,0.0,121.70228021895379,378.86954923627013,2.761901082994882
6,1400,127434429864934.97,53,38,82978515153566.0,0.0,95.8527542745586,377.8354127246407,2.177381166999112
7,1600,132526443032082.38,99,63,130993854152804.83,0.0,51.07342521604127,355.20014062881233,4.098815874996944
8,1800,132271843701691.78,163,107,132261764021387.45,0.0,18.72791537256559,377.77675710435807,2.179833583002619
9,2000,146726220781701.84,197,140,146726220781701.84,0.0,0.11568299603199807,15.412214034693,16.39896916699945
10,2200,148184932400253.6,200,147,148184932400253.6,0.0,0.0,0.0,8.399278292003146
11,2400,175669042063745.28,200,162,175669042063745.28,0.0,0.0,0.0,7.4309800830014865
12,2600,176417847269855.38,200,155,176417847269855.38,0.0,0.0,0.0,7.0596987919998355
13,2800,157642700646507.2,200,163,157642700646507.2,0.0,0.0,0.0,8.013064458005829
14,3000,157261429781857.44,200,162,157261429781857.44,0.0,0.0,0.0,8.212897915997019
15,3200,157522416162469.22,200,164,157522416162469.22,0.0,0.0,0.0,8.550021291004668
16,3400,173466533271416.3,200,172,173466533271416.3,0.0,0.0,0.0,9.727094750000106
17,3600,174384364340786.44,200,167,174384364340786.44,0.0,0.0,0.0,8.768148542003473
18,3800,174462094362591.62,200,181,174462094362591.62,0.0,0.0,0.0,8.01997079099965
19,4000,174023948677592.7,200,181,174023948677592.7,0.0,0.0,0.0,9.476234916000976
20,4200,174001277992092.25,200,180,174001277992092.25,0.0,0.0,0.0,9.496678084004088
21,4400,174295727708611.9,200,177,174295727708611.9,0.0,0.0,0.0,9.155039541998121
22,4600,174369427269819.28,200,174,174369427269819.28,0.0,0.0,0.0,9.168223915999988
23,4800,174674945461459.94,200,182,174674945461459.94,0.0,0.0,0.0,8.885547083002166
24,5000,175627150771953.44,200,185,175627150771953.44,0.0,0.0,0.0,9.477026749998913
25,5200,177599908425001.62,200,176,177599908425001.62,0.0,0.0,0.0,9.1790540410002
26,5400,177566968788792.8,200,168,177566968788792.8,0.0,0.0,0.0,9.130487666996487
27,5600,177082754641595.34,200,174,177082754641595.34,0.0,0.0,0.0,9.085366375002195
28,5800,185811193256457.12,200,184,185811193256457.12,0.0,0.0,0.0,9.145961959002307
29,6000,186164904389650.3,200,176,186164904389650.3,0.0,0.0,0.0,9.472686000000976
30,6200,185963687914760.44,200,179,185963687914760.44,0.0,0.0,0.0,8.903953417000594
31,6400,185825767337587.8,200,183,185825767337587.8,0.0,0.0,0.0,8.16761233300349
32,6600,185711065500847.03,200,181,185711065500847.03,0.0,0.0,0.0,8.974926791001053
33,6800,191038631154512.06,200,187,191038631154512.06,0.0,0.0,0.0,8.94017054199503
34,7000,190186347910401.66,200,177,190186347910401.66,0.0,0.0,0.0,9.882533208998211
35,7200,190897622749224.56,200,178,190897622749224.56,0.0,0.0,0.0,9.711303915995813
36,7400,191197203245496.12,200,182,191197203245496.12,0.0,0.0,0.0,9.12145808400237
37,7600,190267304472475.94,200,177,190267304472475.94,0.0,0.0,0.0,9.57160925000062
38,7800,190384300307487.22,200,183,190384300307487.22,0.0,0.0,0.0,8.462889916998392
39,8000,181996821882975.34,200,174,181996821882975.34,0.0,0.0,0.0,9.135052333003841
40,8200,182110865186814.44,200,176,182110865186814.44,0.0,0.0,0.0,9.518146916998376
41,8400,182007299638241.75,200,182,182007299638241.75,0.0,0.0,0.0,8.095714750001207
42,8600,180982951996861.9,200,178,180982951996861.9,0.0,0.0,0.0,10.912843582998903
43,8800,181467618897089.1,200,178,181467618897089.1,0.0,0.0,0.0,8.43967016699753
44,9000,181059424330711.78,200,174,181059424330711.78,0.0,0.0,0.0,8.796977208003227
45,9200,187964857447412.28,200,176,187964857447412.28,0.0,0.0,0.0,8.74061687500216
46,9400,187649079628306.4,200,179,187649079628306.4,0.0,0.0,0.0,7.747975334001239
47,9600,185482930725825.44,200,181,185482930725825.44,0.0,0.0,0.0,8.622317207999004
48,9800,186791350420298.4,200,185,186791350420298.4,0.0,0.0,0.0,8.31041408299643
49,10000,184016472996200.84,200,183,184016472996200.84,0.0,0.0,0.0,9.1018481659994
50,10200,182978237944724.62,200,187,182978237944724.62,0.0,0.0,0.0,9.043196915998124
