n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,102609388260962.78,2,2,11973963230520.312,0.0,217.86068760983252,8201.731829249624,0.14763741701608524
1,400,127153590942686.38,6,6,82483984195055.42,0.0,189.0790936744656,4096.6963110427105,0.7993447080079932
2,600,129735161440252.42,9,8,98813675667167.14,0.0,185.0293544440331,3604.2764176097876,0.7664041249954607
3,800,120540087750949.44,11,9,100215886248453.53,0.0,148.69318774087017,369.8917852681784,0.7766651250130963
4,1000,133676201466795.53,20,18,102431520163611.69,0.0,159.74535369734554,369.47348678872856,0.7636765829811338
5,1200,142406568581127.34,34,26,110835171664911.27,0.0,136.36336819121888,2269.161177209867,0.7642098749929573
6,1400,156219996056564.12,73,45,150738910931037.12,0.0,77.41275981698568,442.64524552687215,0.7669815420231316
7,1600,155306838091862.3,138,79,153435126907961.7,0.0,19.718246757033945,351.0761162881355,0.7711912500089966
8,1800,157423705544889.9,195,107,157423688864363.3,0.0,0.1650744895875731,18.798515572899717,0.9410007910046261
9,2000,159194158126990.25,200,138,159194158126990.25,0.0,0.0,0.0,3.3600162919901777
10,2200,162570182228471.4,200,154,162570182228471.4,0.0,0.0,0.0,8.90061208300176
11,2400,161995140212992.66,200,149,161995140212992.66,0.0,0.0,0.0,6.021667374996468
12,2600,161558176699233.47,200,144,161558176699233.47,0.0,0.0,0.0,8.660255124996183
13,2800,162909414298462.28,200,144,162909414298462.28,0.0,0.0,0.0,10.32122829099535
14,3000,162150677728879.88,200,150,162150677728879.88,0.0,0.0,0.0,10.522159208980156
15,3200,162875327461021.16,200,156,162875327461021.16,0.0,0.0,0.0,12.259881125006359
16,3400,162982551791925.06,200,153,162982551791925.06,0.0,0.0,0.0,185.99251487498987
17,3600,169528015175094.56,200,160,169528015175094.56,0.0,0.0,0.0,860.1805331670039
18,3800,170979056187402.38,200,168,170979056187402.38,0.0,0.0,0.0,1722.5813449159905
19,4000,171667031061737.3,200,160,171667031061737.3,0.0,0.0,0.0,2986.438454999996
20,4200,172195296758206.4,200,150,172195296758206.4,0.0,0.0,0.0,2562.8688586250064
