n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,98273084480495.94,0,0,-,0.40537499999999993,175.72610097714477,382.00105524706123,0.5051944170008937
1,400,101968691513142.0,2,2,22156773853002.88,0.0,153.76172830080907,382.00105524706123,10.903622041001654
2,600,106345847053844.17,4,4,22246245858151.613,0.0,152.56104423853148,382.48200871034413,31.841632707997633
3,800,112830552728913.84,9,9,50389834361949.945,0.0,152.79728249703743,382.965831815075,24.551798083000904
4,1000,128855364469664.31,17,15,50392209235711.05,0.0,144.37153613022303,385.4584131640686,10.326017249997676
5,1200,113573032081118.81,44,33,59430379311639.59,0.0,102.09184063976683,377.8393155394269,3.6831734160005
6,1400,118991071769456.92,82,69,97038030316512.61,0.0,54.28229904491926,378.5218335959825,7.861296292001498
7,1600,99888294280669.52,125,89,97556130217481.28,0.0,22.737799645045833,364.768323291323,2.1141761250000854
8,1800,108177391159500.17,175,129,108176901571008.52,0.0,4.924868343580204,119.56797420352707,2.4415068330017675
9,2000,161154206498116.88,197,140,161154206498116.88,0.0,0.5198957399347524,61.576548815795014,2.819177999997919
10,2200,138334472659303.94,200,160,138334472659303.94,0.0,0.0,0.0,6.517088458000217
11,2400,143098911490371.56,200,156,143098911490371.56,0.0,0.0,0.0,7.313578624998627
12,2600,143167827670123.38,200,171,143167827670123.38,0.0,0.0,0.0,7.217360124999686
13,2800,171861161393532.9,200,174,171861161393532.9,0.0,0.0,0.0,9.56975729199985
14,3000,174368974370259.7,200,178,174368974370259.7,0.0,0.0,0.0,9.79546441599814
15,3200,174337611691833.9,200,174,174337611691833.9,0.0,0.0,0.0,9.625975499999186
16,3400,174636496851587.34,200,174,174636496851587.34,0.0,0.0,0.0,8.241219249997812
17,3600,174875025925769.53,200,174,174875025925769.53,0.0,0.0,0.0,8.967586791997746
18,3800,175101259384055.72,200,168,175101259384055.72,0.0,0.0,0.0,9.316186999996717
19,4000,187021972459859.47,200,173,187021972459859.47,0.0,0.0,0.0,8.84452204199988
20,4200,187929261971881.8,200,171,187929261971881.8,0.0,0.0,0.0,8.674533792000148
21,4400,188325958698565.9,200,180,188325958698565.9,0.0,0.0,0.0,9.079398166002647
22,4600,195794523030858.3,200,171,195794523030858.3,0.0,0.0,0.0,9.669010000001435
23,4800,198215152871359.25,200,176,198215152871359.25,0.0,0.0,0.0,8.581906416999118
24,5000,198103655076492.6,200,181,198103655076492.6,0.0,0.0,0.0,9.534237957999721
25,5200,189688192482541.4,200,187,189688192482541.4,0.0,0.0,0.0,8.178277708000678
26,5400,189428366538102.75,200,185,189428366538102.75,0.0,0.0,0.0,9.42571391599995
27,5600,189650241642279.53,200,185,189650241642279.53,0.0,0.0,0.0,9.780839792001643
28,5800,190198250182760.6,200,181,190198250182760.6,0.0,0.0,0.0,9.580191458000627
29,6000,189787011123918.28,200,178,189787011123918.28,0.0,0.0,0.0,9.110748833998514
30,6200,188936065704890.8,200,170,188936065704890.8,0.0,0.0,0.0,9.786703665999084
31,6400,189951220591527.75,200,173,189951220591527.75,0.0,0.0,0.0,9.765744500000437
32,6600,190844626546500.34,200,184,190844626546500.34,0.0,0.0,0.0,9.367391167001188
33,6800,194458962659181.47,200,172,194458962659181.47,0.0,0.0,0.0,8.92588041700219
34,7000,193543994184630.06,200,178,193543994184630.06,0.0,0.0,0.0,8.955451416997676
35,7200,194711106978103.53,200,168,194711106978103.53,0.0,0.0,0.0,8.344838042001356
36,7400,195258625267736.47,200,182,195258625267736.47,0.0,0.0,0.0,9.411834624999756
37,7600,193635843691790.72,200,183,193635843691790.72,0.0,0.0,0.0,8.771349540998926
38,7800,194083658043599.84,200,185,194083658043599.84,0.0,0.0,0.0,8.00639025000055
39,8000,193149997901103.53,200,186,193149997901103.53,0.0,0.0,0.0,8.97392491699793
40,8200,197808140991349.9,200,179,197808140991349.9,0.0,0.0,0.0,9.514097416998993
41,8400,198584800033140.4,200,177,198584800033140.4,0.0,0.0,0.0,9.292016416999104
42,8600,198511513158076.44,200,190,198511513158076.44,0.0,0.0,0.0,10.143005292000453
43,8800,201192541899294.9,200,180,201192541899294.9,0.0,0.0,0.0,8.92264279200026
44,9000,201981947204887.16,200,185,201981947204887.16,0.0,0.0,0.0,8.776674957996875
45,9200,200448475304686.53,200,185,200448475304686.53,0.0,0.0,0.0,8.498361833000672
46,9400,200527521017229.38,200,179,200527521017229.38,0.0,0.0,0.0,10.46544283300318
47,9600,201162381898689.12,200,178,201162381898689.12,0.0,0.0,0.0,8.206647083999997
48,9800,201831447821434.34,200,184,201831447821434.34,0.0,0.0,0.0,8.83735812499799
49,10000,200794797810458.8,200,185,200794797810458.8,0.0,0.0,0.0,9.286632250001276
50,10200,202110136378717.0,200,179,202110136378717.0,0.0,0.0,0.0,9.269265082999482
