n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,122439355395536.75,1,1,1398132739390.3096,0.0,206.7434762416785,4920.2810863065715,0.14614558299945202
1,400,139358599732597.34,2,2,10850057657699.447,0.0,163.5644192568198,367.5188848701783,0.8388605829968583
2,600,126745442930839.31,7,7,58854112144202.15,0.0,466.1161493791624,60495.3364625263,0.8004780419942108
3,800,108324471697434.75,15,12,77586751725429.67,0.0,175.14616418268983,646.6273422101444,0.7752225000003818
4,1000,113338549345448.56,27,22,100970102001028.53,0.0,156.77302256944853,367.66335982270516,0.7920386660043732
5,1200,107011096114690.33,44,35,102065862169137.34,0.0,150.13881708776543,1562.8786887956187,0.7562925000020186
6,1400,127623323010776.19,67,55,125301932148785.05,0.0,124.89350931964913,367.82351920980307,1.1034863339955336
7,1600,150985265348829.88,86,62,148637230701214.44,0.0,86.19291897181152,370.5823451742077,2.1669133749965113
8,1800,153034768691114.6,137,83,152384143221632.84,0.0,34.39423389423361,370.4705279013714,3.445236500003375
9,2000,156584866652316.1,177,111,156090783861825.28,0.0,10.207137138845972,336.85399705147665,5.091618041995389
10,2200,162235210321830.88,200,133,162235210321830.88,0.0,0.0,0.0,8.906317708002462
11,2400,162810268890557.84,200,142,162810268890557.84,0.0,0.0,0.0,8.77541399999609
12,2600,158419280227067.3,200,145,158419280227067.3,0.0,0.0,0.0,10.350391833002504
13,2800,157318753687899.6,200,148,157318753687899.6,0.0,0.0,0.0,10.223008082997694
14,3000,158825400425924.1,200,146,158825400425924.1,0.0,0.0,0.0,55.755284999999276
15,3200,160297790262711.94,200,140,160297790262711.94,0.0,0.0,0.0,313.887454417003
16,3400,160708503922039.2,200,164,160708503922039.2,0.0,0.0,0.0,354.66394545799994
17,3600,161394344389921.53,200,160,161394344389921.53,0.0,0.0,0.0,574.7817264170008
18,3800,161808629939812.62,200,135,161808629939812.62,0.0,0.0,0.0,1582.1227230000004
19,4000,162472026821337.16,200,148,162472026821337.16,0.0,0.0,0.0,1622.9395073749984
20,4200,171962491574592.4,200,153,171962491574592.4,0.0,0.0,0.0,3105.2285489169954
