n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,102449277104440.22,1,1,33512898051241.375,0.0,148.2947761219452,327.0686569182777,0.26034979099995326
1,400,109791387551092.94,4,4,61212280751703.24,0.0,155.20304962764965,328.1807784341954,2.4687343329999294
2,600,117137138205341.98,11,9,63621628557296.33,0.0,141.07286840009678,329.8958615824822,8.397801917000038
3,800,84063334116091.28,19,14,64035110100340.49,0.0,129.120650840696,332.7381221927782,2.3716570840000486
4,1000,111373781378941.88,33,22,65009750098408.92,0.0,91.04630634104531,333.01641611973525,7.332289625000044
5,1200,123349789580652.22,59,37,86468469251663.86,0.0,73.61043113678853,328.7115907651888,2.688883707999935
6,1400,108740103541083.28,111,48,88051948230675.9,0.0,29.70068792129109,329.2802973118979,11.171765209
7,1600,151638304673716.8,156,75,117108171151092.22,0.0,11.836427921464932,327.444672384913,3.297880209000027
8,1800,136354911637237.78,200,110,136354911637237.78,0.0,0.0,0.0,2.1853921659999287
9,2000,136894631181461.03,200,136,136894631181461.03,0.0,0.0,0.0,6.180778124999961
10,2200,154160484302314.75,200,154,154160484302314.75,0.0,0.0,0.0,8.99332824999999
11,2400,155611123612415.44,200,149,155611123612415.44,0.0,0.0,0.0,8.618127582999932
12,2600,154393010757009.2,200,148,154393010757009.2,0.0,0.0,0.0,8.094241832999955
13,2800,139189569045584.94,200,147,139189569045584.94,0.0,0.0,0.0,8.312015541999926
14,3000,138677309963808.47,200,139,138677309963808.47,0.0,0.0,0.0,7.139393416000075
15,3200,137882122382134.66,200,163,137882122382134.66,0.0,0.0,0.0,8.378271499999983
16,3400,141698249296473.8,200,164,141698249296473.8,0.0,0.0,0.0,9.436218332999943
17,3600,152990435311890.62,200,179,152990435311890.62,0.0,0.0,0.0,9.3954725829999
18,3800,150967191535525.7,200,172,150967191535525.7,0.0,0.0,0.0,7.090948792000063
19,4000,156030048038450.3,200,174,156030048038450.3,0.0,0.0,0.0,8.15549666600009
20,4200,156425287188324.06,200,171,156425287188324.06,0.0,0.0,0.0,7.725377458000139
21,4400,148380211959317.5,200,177,148380211959317.5,0.0,0.0,0.0,9.425732583999888
22,4600,150108188629463.9,200,164,150108188629463.9,0.0,0.0,0.0,9.169991917000061
23,4800,149599446937076.8,200,167,149599446937076.8,0.0,0.0,0.0,9.253373999999894
24,5000,149555714881381.5,200,165,149555714881381.5,0.0,0.0,0.0,8.774602250000044
25,5200,148148729332066.9,200,182,148148729332066.9,0.0,0.0,0.0,9.701071333000073
26,5400,145787263612368.0,200,181,145787263612368.0,0.0,0.0,0.0,10.310763041999962
27,5600,147770268649697.8,200,171,147770268649697.8,0.0,0.0,0.0,9.298726957999861
28,5800,146134487588065.4,200,180,146134487588065.4,0.0,0.0,0.0,9.598826292000012
29,6000,145261242918632.5,200,172,145261242918632.5,0.0,0.0,0.0,8.380903582999963
30,6200,140372588389846.83,200,167,140372588389846.83,0.0,0.0,0.0,7.984956916999863
31,6400,156836112642097.47,200,173,156836112642097.47,0.0,0.0,0.0,7.5382400829998915
32,6600,163903589767851.16,200,179,163903589767851.16,0.0,0.0,0.0,8.394642707999992
33,6800,138998553511478.47,200,173,138998553511478.47,0.0,0.0,0.0,9.604438791999883
34,7000,141688254692104.75,200,173,141688254692104.75,0.0,0.0,0.0,7.592018041999836
35,7200,138770133014540.44,200,179,138770133014540.44,0.0,0.0,0.0,8.103076958999964
36,7400,161571652320523.7,200,175,161571652320523.7,0.0,0.0,0.0,9.648926957999947
37,7600,161310958781748.53,200,179,161310958781748.53,0.0,0.0,0.0,8.927241416000015
38,7800,161622340881742.2,200,177,161622340881742.2,0.0,0.0,0.0,9.126101374999962
39,8000,160495411531614.9,200,167,160495411531614.9,0.0,0.0,0.0,9.66845204099991
40,8200,160671723221503.06,200,166,160671723221503.06,0.0,0.0,0.0,8.279429209
41,8400,160687876073924.7,200,161,160687876073924.7,0.0,0.0,0.0,7.814197333000038
42,8600,163040123185210.47,200,160,163040123185210.47,0.0,0.0,0.0,9.625289916999918
43,8800,162841315155603.7,200,149,162841315155603.7,0.0,0.0,0.0,7.704179291999935
44,9000,164445974152517.4,200,170,164445974152517.4,0.0,0.0,0.0,8.186911916999861
45,9200,164508742579407.9,200,158,164508742579407.9,0.0,0.0,0.0,8.092254125000181
46,9400,158781601059374.44,200,161,158781601059374.44,0.0,0.0,0.0,8.909649290999823
47,9600,158316854788851.12,200,172,158316854788851.12,0.0,0.0,0.0,8.677230999999892
48,9800,157050548950734.5,200,183,157050548950734.5,0.0,0.0,0.0,8.561817417000157
49,10000,149779062732234.6,200,175,149779062732234.6,0.0,0.0,0.0,9.692938624999897
50,10200,154710353830506.44,200,175,154710353830506.44,0.0,0.0,0.0,8.44756804099984
