n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,97641835933249.38,1,1,45412507971340.07,0.0,138.7000546271119,331.3661319200151,0.23849341599270701
1,400,85111976019035.9,4,3,70470716237777.97,0.0,138.199251559491,319.9343888672032,0.7901492920063902
2,600,95630547139989.89,11,10,76723645094747.36,0.0,129.2993739131096,312.99426716435903,0.7639219999837223
3,800,91867598861809.92,11,10,76723645094747.36,0.0,123.76630501519787,332.45137745009254,0.7761977080081124
4,1000,98263325653117.92,25,22,77267165752781.28,0.0,122.05071796180178,328.5510851965656,0.7808215410041157
5,1200,103567952466000.0,40,31,89719794120971.42,0.0,99.45385665528197,325.3912474793417,0.7984069579979405
6,1400,97338734357317.62,79,49,90166670357852.77,0.0,63.64134838588967,327.2810075926791,0.8004842499794904
7,1600,99179478134212.36,102,62,91034584201142.6,0.0,52.16834553300584,315.68842963716986,0.8264727499918081
8,1800,136388110713046.0,155,83,136028708168483.53,0.0,20.786639910829713,319.6789594253438,0.8715229580120649
9,2000,136749972234183.38,196,115,136749972069797.66,0.0,0.16580253084471455,20.165139395608,3.5853314580162987
10,2200,137828657163071.52,200,130,137828657163071.52,0.0,0.0,0.0,4.391113082994707
11,2400,146359238790639.03,200,151,146359238790639.03,0.0,0.0,0.0,6.556020957999863
12,2600,153595641554957.3,200,151,153595641554957.3,0.0,0.0,0.0,6.70077641698299
13,2800,154051640689284.2,200,161,154051640689284.2,0.0,0.0,0.0,9.132421957998304
14,3000,153905602717751.9,200,140,153905602717751.9,0.0,0.0,0.0,9.753491042007226
15,3200,165280288467173.0,200,149,165280288467173.0,0.0,0.0,0.0,11.181210666982224
16,3400,166011315943335.16,200,160,166011315943335.16,0.0,0.0,0.0,11.107843625009991
17,3600,165682574077340.78,200,170,165682574077340.78,0.0,0.0,0.0,422.12229758300236
18,3800,165930431054525.62,200,171,165930431054525.62,0.0,0.0,0.0,1084.8543652920052
19,4000,165422056870341.3,200,162,165422056870341.3,0.0,0.0,0.0,1069.4834397920058
20,4200,165089769567072.7,200,169,165089769567072.7,0.0,0.0,0.0,3026.1425340829883
