n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,137645057618528.5,0,0,-,0.1575749999999999,201.54967186693244,642.4118833505781,0.166690333000588
1,400,141731133898653.88,3,3,39683853495415.66,0.0,198.2600308049329,374.0863691491998,5.361490917000992
2,600,101809951975871.56,4,4,39698961451913.2,0.0,234.05002301782085,8004.398526917335,13.132971957998961
3,800,112491720859565.73,9,9,68954806623582.234,0.0,230.0084551634343,4161.961633104414,7.433284417000323
4,1000,95630479245635.64,11,11,69026927527171.85,0.0,177.18511851183277,370.6046707109765,15.870795083001212
5,1200,108559443895344.34,20,17,69224268459764.914,0.0,170.82320736199898,372.3934208712521,10.070677499999874
6,1400,145651291149805.38,31,25,95335637888935.8,0.0,143.67398385280086,372.9202100700799,8.98838862500088
7,1600,135661543425328.03,53,36,102802175031827.05,0.0,84.94004590960895,373.85622026045087,7.781103375000384
8,1800,141508060158158.38,90,61,114869699233772.02,0.0,72.88671886737193,372.4060973023509,3.46052895899993
9,2000,137160729922201.9,132,89,136870027239920.34,0.0,34.68977472982968,356.5798060851112,2.664744875000906
10,2200,137403589149043.05,172,119,137401890935150.23,0.0,5.398998335198497,368.78757654348226,2.5188874159994157
11,2400,150367968081284.25,200,127,150367968081284.25,0.0,0.0,0.0,6.906958999999915
12,2600,150535999734956.97,200,151,150535999734956.97,0.0,0.0,0.0,8.182111707999866
13,2800,154953035597456.28,200,153,154953035597456.28,0.0,0.0,0.0,7.856700708000062
14,3000,161814321427857.53,200,159,161814321427857.53,0.0,0.0,0.0,7.7805083750008635
15,3200,161154392039463.0,200,156,161154392039463.0,0.0,0.0,0.0,8.281098457999178
16,3400,161373350178886.12,200,160,161373350178886.12,0.0,0.0,0.0,8.967232208000496
17,3600,171987680950199.34,200,155,171987680950199.34,0.0,0.0,0.0,6.671733082999708
18,3800,171965731368114.8,200,157,171965731368114.8,0.0,0.0,0.0,12.2612471249995
19,4000,172051188088588.25,200,161,172051188088588.25,0.0,0.0,0.0,8.305117083998994
20,4200,172345184890771.66,200,158,172345184890771.66,0.0,0.0,0.0,6.842497249999724
21,4400,171673350946197.56,200,167,171673350946197.56,0.0,0.0,0.0,8.75775375000012
22,4600,171221550235810.0,200,149,171221550235810.0,0.0,0.0,0.0,9.941870458000267
23,4800,171107022156593.38,200,159,171107022156593.38,0.0,0.0,0.0,6.834940083001129
24,5000,171770658085828.78,200,170,171770658085828.78,0.0,0.0,0.0,8.84075708400087
25,5200,171538770845232.25,200,174,171538770845232.25,0.0,0.0,0.0,9.338072833001206
26,5400,171332162939482.38,200,169,171332162939482.38,0.0,0.0,0.0,10.648760833999404
27,5600,172072327339185.06,200,163,172072327339185.06,0.0,0.0,0.0,9.403707707999274
28,5800,172807195282190.72,200,179,172807195282190.72,0.0,0.0,0.0,9.116053791000013
29,6000,172832555288598.9,200,182,172832555288598.9,0.0,0.0,0.0,8.687047749999692
30,6200,173371748635011.4,200,177,173371748635011.4,0.0,0.0,0.0,9.461508874999708
31,6400,173570472027675.97,200,163,173570472027675.97,0.0,0.0,0.0,8.3893843750011
32,6600,173022611467167.4,200,179,173022611467167.4,0.0,0.0,0.0,8.568512249999912
33,6800,174159009499464.56,200,179,174159009499464.56,0.0,0.0,0.0,8.83071820800069
34,7000,174327823548832.8,200,177,174327823548832.8,0.0,0.0,0.0,9.287704042000769
35,7200,173846407888904.7,200,180,173846407888904.7,0.0,0.0,0.0,9.484123124999314
36,7400,172217840739735.12,200,185,172217840739735.12,0.0,0.0,0.0,7.892141083999377
37,7600,173002418097292.62,200,176,173002418097292.62,0.0,0.0,0.0,8.88041075000001
38,7800,175603002047850.8,200,178,175603002047850.8,0.0,0.0,0.0,7.71616025000003
39,8000,175238798954750.75,200,178,175238798954750.75,0.0,0.0,0.0,9.224370457999612
40,8200,175979770419609.9,200,164,175979770419609.9,0.0,0.0,0.0,8.289862374998847
41,8400,175251945716599.75,200,165,175251945716599.75,0.0,0.0,0.0,9.600058165999144
42,8600,177270062073125.16,200,167,177270062073125.16,0.0,0.0,0.0,10.139801874998739
43,8800,177371412859478.94,200,164,177371412859478.94,0.0,0.0,0.0,9.601660333000837
44,9000,177847452557519.22,200,173,177847452557519.22,0.0,0.0,0.0,7.990718167000523
45,9200,177539853850640.44,200,179,177539853850640.44,0.0,0.0,0.0,9.153613417000088
46,9400,177408668306085.38,200,167,177408668306085.38,0.0,0.0,0.0,7.328266583001096
47,9600,176973422018998.72,200,171,176973422018998.72,0.0,0.0,0.0,8.29729904099986
48,9800,177090936853201.66,200,178,177090936853201.66,0.0,0.0,0.0,7.683575959001246
49,10000,176818240953687.66,200,176,176818240953687.66,0.0,0.0,0.0,8.20024204100082
50,10200,176941762029638.6,200,181,176941762029638.6,0.0,0.0,0.0,9.585591582999768
