n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,121395796627279.78,2,1,70282061236344.72,0.0,226.9211173950076,7710.566319747047,0.1677562080003554
1,400,110733488496353.19,3,2,71223570291217.72,0.0,161.13076665623686,379.68686699902474,5.167346333000751
2,600,135634378887719.4,6,5,76145048769691.5,0.0,151.00983742920616,379.68686699902474,6.319432707998203
3,800,114321197499141.69,14,11,76180033658913.69,0.0,146.32479827571814,371.8664533365585,2.341159374998824
4,1000,117657314599389.0,27,24,97681739924937.05,0.0,106.60323526340106,361.7364961483723,2.082447165998019
5,1200,142191529017276.16,41,35,112017399440089.75,0.0,87.86458232448565,361.0462270120132,9.727077457999258
6,1400,147330025237456.75,78,54,145858449665430.56,0.0,56.32805502402405,367.45694721189165,10.174632832997304
7,1600,148368157850904.12,122,74,147617775774676.62,0.0,34.90516107590032,369.2568964371497,5.796594208000897
8,1800,149494369273161.12,165,118,149491880670059.44,0.0,17.2534603609228,334.08256195247634,8.044823833999544
9,2000,150108469187033.88,190,137,150106568734694.25,0.0,4.463210259650937,237.0537063765284,8.207755208997696
10,2200,150934560447547.97,200,148,150934560447547.97,0.0,0.0,0.0,8.554756749999797
11,2400,150738600102057.66,200,157,150738600102057.66,0.0,0.0,0.0,7.52641570799824
12,2600,151821189036262.44,200,163,151821189036262.44,0.0,0.0,0.0,7.3169843340001535
13,2800,151618346538377.34,200,168,151618346538377.34,0.0,0.0,0.0,9.558868874999462
14,3000,155404258834275.94,200,168,155404258834275.94,0.0,0.0,0.0,8.426436875000945
15,3200,157930929181439.9,200,158,157930929181439.9,0.0,0.0,0.0,8.784836292001273
16,3400,159906002176220.5,200,173,159906002176220.5,0.0,0.0,0.0,8.987116000000242
17,3600,161166474448263.16,200,170,161166474448263.16,0.0,0.0,0.0,7.906232415996783
18,3800,166175699576306.03,200,175,166175699576306.03,0.0,0.0,0.0,8.237362542000483
19,4000,165777888183391.06,200,176,165777888183391.06,0.0,0.0,0.0,9.23001312499764
20,4200,172540603071634.66,200,176,172540603071634.66,0.0,0.0,0.0,9.694830958000239
21,4400,173125812714563.1,200,177,173125812714563.1,0.0,0.0,0.0,9.073618499998702
22,4600,167209219927550.12,200,169,167209219927550.12,0.0,0.0,0.0,8.712742249997973
23,4800,167521164736825.4,200,177,167521164736825.4,0.0,0.0,0.0,8.481972082998254
24,5000,167943038317608.03,200,174,167943038317608.03,0.0,0.0,0.0,8.92653020799844
25,5200,168240759530289.06,200,173,168240759530289.06,0.0,0.0,0.0,8.546280958998977
26,5400,169939404225257.28,200,174,169939404225257.28,0.0,0.0,0.0,9.204519167000399
27,5600,169651270412550.75,200,182,169651270412550.75,0.0,0.0,0.0,9.951782500000263
28,5800,169432535563876.97,200,182,169432535563876.97,0.0,0.0,0.0,9.273818040997867
29,6000,168988327487625.94,200,174,168988327487625.94,0.0,0.0,0.0,8.475792708999506
30,6200,167978483532447.84,200,173,167978483532447.84,0.0,0.0,0.0,9.717162750002899
31,6400,166375563949294.22,200,178,166375563949294.22,0.0,0.0,0.0,9.055058666999685
32,6600,165858179513195.66,200,184,165858179513195.66,0.0,0.0,0.0,8.902321333000145
33,6800,166569617697717.28,200,183,166569617697717.28,0.0,0.0,0.0,9.472718791999796
34,7000,166868004837413.6,200,182,166868004837413.6,0.0,0.0,0.0,7.69246604199725
35,7200,167087957657862.94,200,177,167087957657862.94,0.0,0.0,0.0,9.655999583999801
36,7400,167292514304764.94,200,175,167292514304764.94,0.0,0.0,0.0,8.329962957999669
37,7600,167637884007964.8,200,176,167637884007964.8,0.0,0.0,0.0,8.400556500000675
38,7800,171141448780691.4,200,176,171141448780691.4,0.0,0.0,0.0,8.735086541000783
39,8000,171100998750351.78,200,184,171100998750351.78,0.0,0.0,0.0,9.120406041998649
40,8200,171251327335982.12,200,174,171251327335982.12,0.0,0.0,0.0,9.431723292000243
41,8400,172064175658613.12,200,170,172064175658613.12,0.0,0.0,0.0,8.557833542003209
42,8600,171164429599223.6,200,168,171164429599223.6,0.0,0.0,0.0,9.343036582999048
43,8800,171346221685013.44,200,180,171346221685013.44,0.0,0.0,0.0,9.27765016599733
44,9000,170636723188693.78,200,184,170636723188693.78,0.0,0.0,0.0,9.551643541002704
45,9200,170068217733010.66,200,183,170068217733010.66,0.0,0.0,0.0,9.281155041000602
46,9400,170691250155227.8,200,176,170691250155227.8,0.0,0.0,0.0,8.26115850000133
47,9600,176078041420829.38,200,181,176078041420829.38,0.0,0.0,0.0,8.247621333997813
48,9800,176414370718425.0,200,145,176414370718425.0,0.0,0.0,0.0,8.495125624998764
49,10000,176137812473742.8,200,149,176137812473742.8,0.0,0.0,0.0,7.055703417001496
50,10200,176282792192418.12,200,171,176282792192418.12,0.0,0.0,0.0,7.727623582999513
