n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,127207328834770.5,1,1,8670225511751.568,0.0,181.87213231102868,378.8454761155671,0.1606895829900168
1,400,127805222309328.9,3,3,88172658239236.11,0.0,152.6049466044852,377.5652272023656,0.7999809159955475
2,600,143579805723310.44,10,9,88434095275499.39,0.0,123.9755781744156,375.67973000450206,0.7801405839854851
3,800,151502677463567.3,18,16,92403538719495.28,0.0,87.41605428882077,370.93664674527645,0.7934408750152215
4,1000,103203278738485.97,38,34,98287239886228.25,0.0,85.33795374479891,365.7371412457122,0.7811300839821342
5,1200,120246460670165.8,73,58,115595490254110.7,0.0,71.71079055952063,382.1281919784024,0.7983538330008741
6,1400,136040485333382.56,127,101,124589957478864.2,0.0,44.37375450780606,370.33242063840737,0.817621499998495
7,1600,143762446525627.7,184,119,125336995981953.0,0.0,15.452260137692953,382.74807602385897,0.8962797909916844
8,1800,155855605150921.25,200,126,155855605150921.25,0.0,0.0,0.0,4.61398883300717
9,2000,165785162106663.34,200,140,165785162106663.34,0.0,0.0,0.0,5.734504665975692
10,2200,166008105323399.47,200,141,166008105323399.47,0.0,0.0,0.0,8.376253791997442
11,2400,166386882591141.22,200,151,166386882591141.22,0.0,0.0,0.0,9.388537666003685
12,2600,165696653627381.8,200,169,165696653627381.8,0.0,0.0,0.0,10.388988542021252
13,2800,168589455851669.9,200,171,168589455851669.9,0.0,0.0,0.0,11.853521666984307
14,3000,168567519227234.75,200,169,168567519227234.75,0.0,0.0,0.0,12.276285416010069
15,3200,168993683125325.25,200,171,168993683125325.25,0.0,0.0,0.0,832.6558166250179
16,3400,170218445065050.03,200,170,170218445065050.03,0.0,0.0,0.0,2362.493030542013
17,3600,172346148084051.47,200,163,172346148084051.47,0.0,0.0,0.0,2297.6145257920143
18,3800,172382693242400.06,200,175,172382693242400.06,0.0,0.0,0.0,2784.1623894159857
19,4000,172662071662382.66,200,170,172662071662382.66,0.0,0.0,0.0,2983.6830301249865
20,4200,178692649580938.6,200,175,178692649580938.6,0.0,0.0,0.0,3401.142999915988
