n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,113494865902981.3,1,1,10525613843141.197,0.0,188.99049032691008,378.7842399248381,0.16168975000618957
1,400,141156734249446.1,2,2,128725168576965.9,0.0,170.92251126485877,377.73822057472984,0.7998681669996586
2,600,151346793810889.3,4,4,129711011972541.05,0.0,157.34531449439427,381.2886609053272,0.7821539580181707
3,800,142165018021140.53,10,10,132500131043102.66,0.0,140.98698436034195,379.7241442715349,0.7726082090230193
4,1000,146241816101869.75,23,22,132919314608590.02,0.0,162.74714170980903,379.7786182639211,0.7739690830057953
5,1200,156569704670466.2,34,32,133133930222516.75,0.0,130.919882739558,382.5860694037329,0.7988685829914175
6,1400,149673922971663.0,60,51,133247394229047.48,0.0,99.47176656139632,378.62747328572385,0.8069976250117179
7,1600,139721650658284.22,99,82,134048030777469.97,0.0,82.84693294463518,369.8794732779282,0.7978200420038775
8,1800,138327558056838.9,134,100,138325160022497.73,0.0,51.51561305521241,369.37186682795635,2.17774341700715
9,2000,143467070747594.5,160,125,143466086232824.7,0.0,19.496924468298634,346.970622410304,2.758530624996638
10,2200,158149706550007.47,191,133,158149705772884.3,0.0,3.823639878069227,149.50436532786526,5.2545667919912376
11,2400,162078698074107.44,200,130,162078698074107.44,0.0,0.0,0.0,8.037792499992065
12,2600,162130362589179.25,200,147,162130362589179.25,0.0,0.0,0.0,9.842322750017047
13,2800,161250427254365.53,200,166,161250427254365.53,0.0,0.0,0.0,9.809196125017479
14,3000,161080347107049.94,200,166,161080347107049.94,0.0,0.0,0.0,11.082965874986257
15,3200,169152437364527.2,200,169,169152437364527.2,0.0,0.0,0.0,12.844526083004894
16,3400,169297994319451.38,200,173,169297994319451.38,0.0,0.0,0.0,13.010427417000756
17,3600,189076521221701.28,200,182,189076521221701.28,0.0,0.0,0.0,1052.7056503749918
18,3800,190957404480499.94,200,162,190957404480499.94,0.0,0.0,0.0,2874.735828249977
19,4000,190319874532480.06,200,167,190319874532480.06,0.0,0.0,0.0,2588.0034374169772
20,4200,189369391237217.28,200,177,189369391237217.28,0.0,0.0,0.0,3612.3049367909844
