n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,133642527874630.62,2,2,52676614313298.94,0.0,179.37103298592464,382.9395545995003,0.16392933299999957
1,400,118502702329612.25,4,3,53789621362281.1,0.0,161.53590838758745,369.68016856577145,0.8487329170000004
2,600,141288392059842.7,7,6,63552641242716.6,0.0,144.57217822360366,370.2903541988923,0.8393568340000002
3,800,115785775578753.4,14,13,73879622448836.02,0.0,143.47978614797879,382.3773981966959,0.8421326249999996
4,1000,117682672963240.08,30,25,106695880733747.3,0.0,96.93605741691819,380.1737951127612,0.8546268749999992
5,1200,136693797696520.06,60,46,113343049012291.22,0.0,47.794971529563874,366.63973210030565,0.8699121250000008
6,1400,123702311188201.78,104,64,115918649870198.28,0.0,29.302304808438315,379.6594392897235,0.9113648340000005
7,1600,147040346579061.6,140,84,147015864919674.72,0.0,12.586150946775097,359.22043108070756,1.0884245420000003
8,1800,147724014613282.62,196,121,147724014613282.62,0.0,0.07675670347152835,3.8479653641140312,1.2605883329999994
9,2000,147782299434538.5,200,124,147782299434538.5,0.0,0.0,0.0,6.134527542000001
10,2200,148053074354959.75,200,135,148053074354959.75,0.0,0.0,0.0,9.341828125
11,2400,147908157749690.3,200,154,147908157749690.3,0.0,0.0,0.0,9.169388165999997
12,2600,153277728363101.28,200,157,153277728363101.28,0.0,0.0,0.0,11.077699375000002
13,2800,153338684190138.62,200,170,153338684190138.62,0.0,0.0,0.0,10.553843584000006
14,3000,153369026859714.3,200,175,153369026859714.3,0.0,0.0,0.0,12.617400042
15,3200,154879176986525.72,200,167,154879176986525.72,0.0,0.0,0.0,13.445132165999999
16,3400,161685976362504.34,200,168,161685976362504.34,0.0,0.0,0.0,2856.4282456670003
17,3600,159265785867890.16,200,170,159265785867890.16,0.0,0.0,0.0,3856.3864429170003
18,3800,171785324303627.8,200,173,171785324303627.8,0.0,0.0,0.0,3946.186883167001
19,4000,171531454016167.1,200,173,171531454016167.1,0.0,0.0,0.0,3805.0020187499995
20,4200,172252090142905.6,200,183,172252090142905.6,0.0,0.0,0.0,3985.6747357919994
