n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,129131751065277.03,2,2,27265825554023.742,0.0,187.81818021859507,382.56673145050536,0.1475190840428695
1,400,137522472278703.34,3,3,27269019179632.082,0.0,189.8173505738103,383.8751415851642,0.8603318329551257
2,600,139717493878378.22,4,4,27269980803499.016,0.0,199.74995235317408,381.67337881980075,0.8476459999801591
3,800,115993060770846.38,6,6,27410531954341.7,0.0,192.54268470539523,383.6172618112865,0.8489914170349948
4,1000,116648229119723.06,12,12,49617170378872.55,0.0,158.07303811005488,380.76478854936926,0.8495728339767084
5,1200,121864341089534.81,23,20,87972917098547.36,0.0,123.68227715321001,381.81421464319385,0.8666108750039712
6,1400,96085735606388.75,45,38,93089162490327.72,0.0,97.9576526184147,379.59759905168676,0.8613698750268668
7,1600,113397576302635.62,88,63,112152022714564.78,0.0,72.23097576955178,383.0711034492224,0.8774830000475049
8,1800,123225094999658.33,121,94,114089388092780.19,0.0,43.3594898798966,375.9404695987191,1.300174958014395
9,2000,173894966739630.88,146,113,135926754859493.8,0.0,19.87485105397093,321.91358466462344,2.490161583002191
10,2200,135580688944211.98,181,139,135580583665732.81,0.0,3.1782608285521285,161.94623927363085,3.1636780830449425
11,2400,136423576941936.73,200,146,136423576941936.73,0.0,0.0,0.0,8.289186874986626
12,2600,155356427664415.22,200,158,155356427664415.22,0.0,0.0,0.0,10.043945999990683
13,2800,166039834328568.88,200,157,166039834328568.88,0.0,0.0,0.0,11.75406133395154
14,3000,167679892811054.88,200,168,167679892811054.88,0.0,0.0,0.0,11.478346625051927
15,3200,167866761381566.62,200,174,167866761381566.62,0.0,0.0,0.0,1246.3327172499849
16,3400,166468904161692.16,200,169,166468904161692.16,0.0,0.0,0.0,1712.9100559159997
17,3600,167777126234312.7,200,169,167777126234312.7,0.0,0.0,0.0,2530.7699212089647
18,3800,171405845224051.3,200,176,171405845224051.3,0.0,0.0,0.0,2847.5866320420173
19,4000,182330362474236.94,200,181,182330362474236.94,0.0,0.0,0.0,3093.8655507920193
20,4200,183451530040318.6,200,172,183451530040318.6,0.0,0.0,0.0,3083.9137790839886
