n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,119024932847712.77,1,1,34330131900727.695,0.0,195.4348096478929,383.4888565653862,0.5070143330085557
1,400,103533728774735.03,3,3,34985600351103.113,0.0,184.95694416579192,383.4888565653862,0.8797999579983298
2,600,124652947807752.22,4,4,38242842642376.49,0.0,163.0427777998608,382.1308116621496,0.8541165000060573
3,800,149034634017494.8,6,6,48573347788562.836,0.0,132.9760915767557,382.54380702190053,0.8656372090044897
4,1000,138683795063456.44,10,10,49112798878411.31,0.0,99.86740929014005,382.1417571142285,0.8502004160254728
5,1200,157210119294462.75,14,13,83885511394789.31,0.0,86.6481799818408,373.90509308681555,0.8713841249991674
6,1400,155262059468117.84,26,22,106750933945194.52,0.0,78.48099740561833,366.9572291450577,0.8432600419910159
7,1600,161826393807833.8,51,34,119256714253074.34,0.0,55.147902219354506,381.9631991221794,0.8476161659928039
8,1800,152613010031323.03,98,63,126471675703097.77,0.0,31.618742699255854,276.67343017644816,1.0361949170182925
9,2000,148298602545102.8,130,82,127430457923907.95,0.0,14.931103408575602,192.81476529021987,4.5042423749982845
10,2200,164926316168647.5,177,119,164926219287959.9,0.0,2.5395765372849772,123.73164875510531,4.244808916002512
11,2400,160293327428759.4,200,151,160293327428759.4,0.0,0.0,0.0,6.130535584001336
12,2600,160834544190038.12,200,152,160834544190038.12,0.0,0.0,0.0,8.644333875010489
13,2800,161667732107418.53,200,159,161667732107418.53,0.0,0.0,0.0,8.684414167015348
14,3000,162184126251587.75,200,166,162184126251587.75,0.0,0.0,0.0,9.37390508298995
15,3200,166512605029634.97,200,161,166512605029634.97,0.0,0.0,0.0,31.74486083301599
16,3400,166932309137177.25,200,176,166932309137177.25,0.0,0.0,0.0,508.87635079197935
17,3600,166840628470683.53,200,180,166840628470683.53,0.0,0.0,0.0,1398.817840209027
18,3800,165946217428099.97,200,175,165946217428099.97,0.0,0.0,0.0,1650.2090247079905
19,4000,168863139043669.88,200,182,168863139043669.88,0.0,0.0,0.0,2517.6946564589744
20,4200,187053528360081.8,200,177,187053528360081.8,0.0,0.0,0.0,2969.5375217919936
