n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,112546224245870.2,2,2,11560282821422.54,0.0,151.6735604179943,326.7554877496989,0.23932204200536944
1,400,112922954689364.84,2,2,11560282821422.54,0.0,141.75886956638,328.7616615034581,0.8021179999923334
2,600,116748272106790.42,3,3,12005488553548.324,0.0,130.82540460695705,328.80301933365627,0.8138924590020906
3,800,142329282540854.8,6,6,19945447727946.832,0.0,122.45894825014187,323.66026104703974,0.7934985420142766
4,1000,141403167160259.12,8,8,37744418279227.28,0.0,131.4605341108468,329.2088056867847,0.7773346249887254
5,1200,134598463314953.28,15,14,38586297929562.04,0.0,110.11764599472203,324.9798735207538,0.7796597919950727
6,1400,109066469802241.88,31,26,43773369092125.016,0.0,108.48102091895556,325.8566925653588,0.776345875026891
7,1600,135725156200049.83,59,40,95818218043435.92,0.0,101.05214827241711,329.57750123698077,0.8487889169773553
8,1800,107136691234767.05,86,66,106251844090954.25,0.0,85.49423398842693,328.5938577083466,0.8397016669914592
9,2000,111819157389243.02,120,84,111755847247700.16,0.0,37.35805994536175,326.91806809550326,0.8903817080135923
10,2200,113463419345327.77,182,97,113226343797767.78,0.0,7.146454411128576,326.9521178118531,0.9339854579884559
11,2400,135487477471486.14,200,123,135487477471486.14,0.0,0.0,0.0,1.8858389579982031
12,2600,135652616686743.58,200,137,135652616686743.58,0.0,0.0,0.0,5.406982667016564
13,2800,147857786855822.53,200,139,147857786855822.53,0.0,0.0,0.0,6.505716917017708
14,3000,148190504033712.22,200,142,148190504033712.22,0.0,0.0,0.0,6.993469666020246
15,3200,149400211667911.5,200,158,149400211667911.5,0.0,0.0,0.0,8.398784916993463
16,3400,149713042679246.3,200,165,149713042679246.3,0.0,0.0,0.0,10.846866958017927
17,3600,149828088119928.75,200,163,149828088119928.75,0.0,0.0,0.0,11.136236791993724
18,3800,153575303574787.94,200,155,153575303574787.94,0.0,0.0,0.0,98.00205316700158
19,4000,153013805015076.66,200,151,153013805015076.66,0.0,0.0,0.0,920.5788472089916
20,4200,153797812536328.34,200,167,153797812536328.34,0.0,0.0,0.0,2138.3869408750033
