n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,115721640166940.64,2,2,38317345347635.47,0.0,180.88665991607036,383.0857121512947,0.18291458399835392
1,400,129494143327607.06,3,3,38323847278181.92,0.0,175.77038421694502,393.9571729557836,6.900578457998563
2,600,127917440328867.34,5,4,54172084256724.37,0.0,185.36902862339764,376.60942209005503,6.794723375000103
3,800,159756952663159.2,8,7,54427555951471.34,0.0,169.4143865617878,377.9537612031998,7.787707583000156
4,1000,162509258295336.8,12,10,54436409994585.4,0.0,175.07457943676746,382.10584458963706,2.0517637499997363
5,1200,167170806376340.0,22,20,112862845002092.55,0.0,160.93849549330017,382.29945815750875,9.157002832998842
6,1400,140573152032946.44,32,27,116371304140098.48,0.0,116.49032572090496,376.1175175772508,2.4740891249984998
7,1600,140464071348499.25,58,47,119865024666127.64,0.0,82.8854864878229,381.4611957788617,2.1337822919995233
8,1800,143458299268826.56,113,78,131530992244654.75,0.0,28.11308047921545,370.52100023312164,3.1335455829994316
9,2000,163543827481402.47,177,111,160650698131258.12,0.0,7.47964626869491,382.5504297692257,2.3310198340004717
10,2200,161671232767431.1,200,136,161671232767431.1,0.0,0.0,0.0,5.391744749998907
11,2400,162678883124417.12,200,167,162678883124417.12,0.0,0.0,0.0,7.373202458999003
12,2600,163068241651356.2,200,162,163068241651356.2,0.0,0.0,0.0,8.383133625000482
13,2800,168860683122382.97,200,163,168860683122382.97,0.0,0.0,0.0,7.921358290999706
14,3000,169776344732772.88,200,159,169776344732772.88,0.0,0.0,0.0,7.407334042000002
15,3200,178548421435842.72,200,171,178548421435842.72,0.0,0.0,0.0,8.032597749999695
16,3400,181417103901939.2,200,180,181417103901939.2,0.0,0.0,0.0,8.970654792001369
17,3600,188155807092768.97,200,182,188155807092768.97,0.0,0.0,0.0,8.548843208000108
18,3800,199695585536079.72,200,163,199695585536079.72,0.0,0.0,0.0,18.593752916000085
19,4000,200274235147870.28,200,169,200274235147870.28,0.0,0.0,0.0,14.233039333999841
20,4200,200074529580096.1,200,184,200074529580096.1,0.0,0.0,0.0,9.678320166998674
21,4400,199469636902283.44,200,184,199469636902283.44,0.0,0.0,0.0,9.579200584001228
22,4600,200191666145779.78,200,183,200191666145779.78,0.0,0.0,0.0,9.369309624999005
23,4800,199757809500917.6,200,183,199757809500917.6,0.0,0.0,0.0,8.953844833999028
24,5000,201968708959504.5,200,184,201968708959504.5,0.0,0.0,0.0,9.949160957999993
25,5200,201426921676390.4,200,176,201426921676390.4,0.0,0.0,0.0,9.907836791999216
26,5400,200840751238190.66,200,174,200840751238190.66,0.0,0.0,0.0,7.9284632919989235
27,5600,200819755689418.66,200,179,200819755689418.66,0.0,0.0,0.0,9.169027792000634
28,5800,199923609350432.34,200,178,199923609350432.34,0.0,0.0,0.0,9.553323959000409
29,6000,201430477035812.06,200,188,201430477035812.06,0.0,0.0,0.0,9.900821707999057
30,6200,201988263410676.3,200,186,201988263410676.3,0.0,0.0,0.0,9.696003166998707
31,6400,202169093923380.2,200,183,202169093923380.2,0.0,0.0,0.0,9.450816500000656
32,6600,193798747151981.0,200,176,193798747151981.0,0.0,0.0,0.0,9.901669667000533
33,6800,193248521129381.56,200,185,193248521129381.56,0.0,0.0,0.0,9.389442834000874
34,7000,194043881707847.84,200,185,194043881707847.84,0.0,0.0,0.0,9.486642415999086
35,7200,190185807057567.62,200,188,190185807057567.62,0.0,0.0,0.0,9.491344583000682
36,7400,190667871477794.84,200,180,190667871477794.84,0.0,0.0,0.0,8.471559040999637
37,7600,190828277630912.6,200,177,190828277630912.6,0.0,0.0,0.0,9.047095249999984
38,7800,190677821245802.72,200,186,190677821245802.72,0.0,0.0,0.0,9.061643416000152
39,8000,190296841033065.5,200,183,190296841033065.5,0.0,0.0,0.0,8.7141059580008
40,8200,189049665596082.3,200,176,189049665596082.3,0.0,0.0,0.0,8.160046917000727
41,8400,188868741642774.8,200,187,188868741642774.8,0.0,0.0,0.0,8.784128375000364
42,8600,189120835394951.72,200,187,189120835394951.72,0.0,0.0,0.0,9.894778166999458
43,8800,189948249116549.88,200,173,189948249116549.88,0.0,0.0,0.0,7.907123583001521
44,9000,190167693872920.47,200,171,190167693872920.47,0.0,0.0,0.0,9.323890083000151
45,9200,198153984449145.9,200,181,198153984449145.9,0.0,0.0,0.0,9.809425707999253
46,9400,198975375298120.1,200,170,198975375298120.1,0.0,0.0,0.0,11.575911333999102
47,9600,199234728553847.0,200,175,199234728553847.0,0.0,0.0,0.0,8.306344624999838
48,9800,198884081885856.06,200,181,198884081885856.06,0.0,0.0,0.0,8.761837458001537
49,10000,198917132120776.0,200,181,198917132120776.0,0.0,0.0,0.0,9.597585125000478
50,10200,197943910563616.88,200,181,197943910563616.88,0.0,0.0,0.0,8.34847470800014
