n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,118525861951752.66,1,1,17978821452427.824,0.0,188.73926075417438,381.44195126526824,0.15992591599933803
1,400,135454241358331.02,2,2,125938931285175.92,0.0,192.73235632526806,382.0072014078998,0.793435583000246
2,600,145752377970346.84,6,6,127321844080115.78,0.0,164.56178963572594,381.44423551855476,0.7639731669987668
3,800,141266369746428.16,7,7,127321993607178.11,0.0,159.3962382537154,382.7968445034945,0.7813088340044487
4,1000,143461497709054.53,9,8,127328728685221.03,0.0,140.74477442480213,382.7265668665599,0.781618166998669
5,1200,145427010554579.16,13,10,127437479370680.25,0.0,116.22913564340132,381.7990584335997,0.7688177090021782
6,1400,153732579828990.28,26,19,130437752404077.88,0.0,119.78973113536445,382.787323565796,0.8123358329976327
7,1600,143870266188258.7,53,39,133829118306401.67,0.0,112.13982685847448,378.9266585949538,0.7739524580028956
8,1800,136676240349916.56,75,56,135945648194885.47,0.0,70.80819017745635,378.9072129073419,0.7854895419950481
9,2000,177480464350867.88,109,80,177189871464530.25,0.0,39.792486049483884,351.68791990799906,0.8539266670049983
10,2200,177276304434240.47,146,106,176921768828256.7,0.0,17.719724834487224,357.6908652372414,0.9061321249973844
11,2400,177944044909057.38,191,143,177944039605148.8,0.0,3.4569783080410046,373.8601236524694,2.5629666250024457
12,2600,181281945221137.06,200,149,181281945221137.06,0.0,0.0,0.0,7.672762374997546
13,2800,182411651539750.6,200,156,182411651539750.6,0.0,0.0,0.0,6.973029790999135
14,3000,184016876727301.66,200,159,184016876727301.66,0.0,0.0,0.0,7.884980999995605
15,3200,182933036103566.44,200,162,182933036103566.44,0.0,0.0,0.0,10.456606667001324
16,3400,185133285793308.62,200,160,185133285793308.62,0.0,0.0,0.0,400.4471213750003
17,3600,186278621447834.47,200,164,186278621447834.47,0.0,0.0,0.0,675.138723541997
18,3800,186307778547914.0,200,168,186307778547914.0,0.0,0.0,0.0,1379.955131833005
19,4000,186896577692641.25,200,170,186896577692641.25,0.0,0.0,0.0,1955.5921073339996
20,4200,186573311762443.34,200,171,186573311762443.34,0.0,0.0,0.0,3021.6536540840025
