n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,121217195815168.47,2,2,35024256501801.273,0.0,285.7181624618962,13475.285252134569,0.17060483399927762
1,400,138045525869267.66,4,4,37233572148466.25,0.0,256.8284418472328,13475.285252134569,29.392111124999246
2,600,141680196030675.5,6,6,42892560509566.484,0.0,180.12892462944157,366.0693580421874,8.708403250000629
3,800,140160041182511.22,8,8,43150882001974.54,0.0,175.51311482780437,370.24716141567677,2.131096332999732
4,1000,108564594832330.75,16,15,75096317766469.77,0.0,156.50850615006658,370.1697664980756,10.394144124999912
5,1200,117391309001102.2,30,25,85903473858677.67,0.0,139.57825641415943,368.22191898173827,28.38319720799973
6,1400,121138155789573.34,56,46,87912005553657.75,0.0,120.18729421948841,401.88370885213556,6.307118084000649
7,1600,144048797402150.16,85,64,112451562961643.58,0.0,101.88565576130397,3806.359292330728,2.562765667000349
8,1800,132353598615355.5,125,81,131971916102950.9,0.0,40.10100027494916,360.49471777414635,4.144252916999903
9,2000,136105720705522.34,163,115,136054996575382.45,0.0,26.437564026957244,353.77638429852124,10.978338166999492
10,2200,137025892189658.03,200,141,137025892189658.03,0.0,0.0,0.0,6.86309408300076
11,2400,162305531980013.56,200,137,162305531980013.56,0.0,0.0,0.0,5.558972332999474
12,2600,163076585434574.25,200,155,163076585434574.25,0.0,0.0,0.0,7.28061041699948
13,2800,161959452490636.8,200,160,161959452490636.8,0.0,0.0,0.0,7.703638334000061
14,3000,162017062643025.28,200,161,162017062643025.28,0.0,0.0,0.0,8.62731495800017
15,3200,165537080818231.2,200,157,165537080818231.2,0.0,0.0,0.0,8.74053987499974
16,3400,167748313146240.38,200,162,167748313146240.38,0.0,0.0,0.0,8.022071417000006
17,3600,168766020355994.25,200,172,168766020355994.25,0.0,0.0,0.0,7.973447125000348
18,3800,167537469638995.53,200,169,167537469638995.53,0.0,0.0,0.0,8.641977749999569
19,4000,167602328594602.2,200,166,167602328594602.2,0.0,0.0,0.0,9.099892457999886
20,4200,168561209984279.94,200,174,168561209984279.94,0.0,0.0,0.0,9.046373124999263
21,4400,168063259674016.84,200,159,168063259674016.84,0.0,0.0,0.0,8.493294249999963
22,4600,167539751487429.88,200,179,167539751487429.88,0.0,0.0,0.0,8.522361124999406
23,4800,168227612394661.72,200,175,168227612394661.72,0.0,0.0,0.0,9.926706499999455
24,5000,169301651207206.7,200,171,169301651207206.7,0.0,0.0,0.0,7.059698249999201
25,5200,169229346629566.9,200,170,169229346629566.9,0.0,0.0,0.0,7.515032208000775
26,5400,174044695773986.62,200,180,174044695773986.62,0.0,0.0,0.0,9.69843554199997
27,5600,173704858263292.0,200,176,173704858263292.0,0.0,0.0,0.0,9.846310249999988
28,5800,174609542896285.9,200,179,174609542896285.9,0.0,0.0,0.0,9.129146749999563
29,6000,174033628894599.78,200,179,174033628894599.78,0.0,0.0,0.0,9.45048583299922
30,6200,174515363692772.2,200,178,174515363692772.2,0.0,0.0,0.0,8.696014666999872
31,6400,175276077762033.44,200,179,175276077762033.44,0.0,0.0,0.0,8.112218000000212
32,6600,173617858862686.6,200,180,173617858862686.6,0.0,0.0,0.0,8.85440004100019
33,6800,173542596205467.12,200,174,173542596205467.12,0.0,0.0,0.0,8.3969872079997
34,7000,174528601523772.34,200,173,174528601523772.34,0.0,0.0,0.0,7.212469041999611
35,7200,173518255366016.44,200,178,173518255366016.44,0.0,0.0,0.0,9.017628167000112
36,7400,173859592006763.1,200,177,173859592006763.1,0.0,0.0,0.0,8.455003000000033
37,7600,173023513114166.72,200,182,173023513114166.72,0.0,0.0,0.0,8.285126125000716
38,7800,174012657312235.16,200,176,174012657312235.16,0.0,0.0,0.0,8.538620500000434
39,8000,177259344478122.0,200,172,177259344478122.0,0.0,0.0,0.0,10.01047254200057
40,8200,176556339682080.25,200,173,176556339682080.25,0.0,0.0,0.0,8.700272874999428
41,8400,177314651017280.47,200,181,177314651017280.47,0.0,0.0,0.0,8.029436875000101
42,8600,177734052040252.97,200,179,177734052040252.97,0.0,0.0,0.0,10.217963500000224
43,8800,177507163986566.12,200,170,177507163986566.12,0.0,0.0,0.0,8.303484832999857
44,9000,177208265117824.78,200,167,177208265117824.78,0.0,0.0,0.0,9.058660749999945
45,9200,177210876089539.9,200,162,177210876089539.9,0.0,0.0,0.0,8.060897917000148
46,9400,177416779112708.34,200,169,177416779112708.34,0.0,0.0,0.0,9.131528375000016
47,9600,177693578157308.56,200,177,177693578157308.56,0.0,0.0,0.0,8.892322167000202
48,9800,177342165640678.22,200,165,177342165640678.22,0.0,0.0,0.0,8.55836570899919
49,10000,177177414360118.66,200,180,177177414360118.66,0.0,0.0,0.0,7.959670375000314
50,10200,177531843524592.53,200,178,177531843524592.53,0.0,0.0,0.0,7.906789499999832
