n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,121774322508755.44,1,1,13495775872278.377,0.0,344.019352771454,20257.65323511968,0.16787791699971422
1,400,106660026024374.06,5,5,78798041724822.86,0.0,245.53548416970006,14625.35704204125,3.0715521669990267
2,600,110321144482247.12,13,13,80655643638216.97,0.0,188.13397074520063,372.2922507753963,3.3409807909993106
3,800,111069930989800.02,27,24,105606919032750.52,0.0,171.17160479864012,373.97869103282466,2.7970425419989624
4,1000,118607750566947.75,40,33,108352891617934.11,0.0,165.91645969504762,367.67220025351935,5.908791000001656
5,1200,150034213146828.06,76,63,109256628852365.97,0.0,106.84191499878536,368.1394853588656,5.201122249996843
6,1400,116945366803556.22,111,70,116213206364366.25,0.0,61.20209122462393,366.28762797181884,2.6242715000007593
7,1600,116559442101382.08,160,100,116432338322093.5,0.0,16.821562956079095,357.15693449634676,2.147755040998163
8,1800,116428712953048.94,198,132,116428712953048.94,0.0,0.050115286332224125,6.566174632953539,11.549299375001283
9,2000,144083688900243.88,200,150,144083688900243.88,0.0,0.0,0.0,8.834598457997345
10,2200,164658559547303.56,200,147,164658559547303.56,0.0,0.0,0.0,7.293159749999177
11,2400,165617842368013.62,200,148,165617842368013.62,0.0,0.0,0.0,8.03715658299916
12,2600,166169389940639.88,200,149,166169389940639.88,0.0,0.0,0.0,7.430147707997094
13,2800,166956512177642.28,200,152,166956512177642.28,0.0,0.0,0.0,8.067467291999492
14,3000,156689514038265.88,200,157,156689514038265.88,0.0,0.0,0.0,8.23318408400155
15,3200,161945769662946.06,200,161,161945769662946.06,0.0,0.0,0.0,9.407609417001368
16,3400,169722840945934.53,200,168,169722840945934.53,0.0,0.0,0.0,8.661076166001294
17,3600,170054126805196.12,200,164,170054126805196.12,0.0,0.0,0.0,8.580193625002721
18,3800,170021794031786.22,200,174,170021794031786.22,0.0,0.0,0.0,7.685458874999313
19,4000,173844144291787.03,200,164,173844144291787.03,0.0,0.0,0.0,7.974923249999847
20,4200,173212971860343.34,200,175,173212971860343.34,0.0,0.0,0.0,8.06768354200176
21,4400,172816817966281.06,200,174,172816817966281.06,0.0,0.0,0.0,9.289478167000198
22,4600,173656105682860.53,200,174,173656105682860.53,0.0,0.0,0.0,9.003947334000259
23,4800,173672157618971.8,200,168,173672157618971.8,0.0,0.0,0.0,8.4659239169996
24,5000,174194350559042.84,200,179,174194350559042.84,0.0,0.0,0.0,8.725954875000753
25,5200,174077632403479.84,200,170,174077632403479.84,0.0,0.0,0.0,8.504817250002816
26,5400,174277322385078.12,200,167,174277322385078.12,0.0,0.0,0.0,8.874806790998264
27,5600,174016209983662.4,200,165,174016209983662.4,0.0,0.0,0.0,8.914322541997535
28,5800,173712868711448.38,200,177,173712868711448.38,0.0,0.0,0.0,8.563250125000195
29,6000,175375430230228.97,200,169,175375430230228.97,0.0,0.0,0.0,9.0677962080008
30,6200,174309996465069.75,200,178,174309996465069.75,0.0,0.0,0.0,7.336675374997867
31,6400,174293878590424.6,200,167,174293878590424.6,0.0,0.0,0.0,8.684106874999998
32,6600,172701357920249.1,200,165,172701357920249.1,0.0,0.0,0.0,8.759148541001196
33,6800,172775384176201.22,200,170,172775384176201.22,0.0,0.0,0.0,9.222579834000499
34,7000,172695109384055.62,200,172,172695109384055.62,0.0,0.0,0.0,7.363390124999569
35,7200,172679777592504.9,200,174,172679777592504.9,0.0,0.0,0.0,8.07702404200245
36,7400,173189819340796.25,200,159,173189819340796.25,0.0,0.0,0.0,8.540129500001058
37,7600,173561181306493.78,200,170,173561181306493.78,0.0,0.0,0.0,7.647817625002062
38,7800,173889477772596.0,200,169,173889477772596.0,0.0,0.0,0.0,7.482792167000298
39,8000,172971471227210.88,200,174,172971471227210.88,0.0,0.0,0.0,7.6415965840024
40,8200,176844383336750.25,200,180,176844383336750.25,0.0,0.0,0.0,9.19158083399816
41,8400,175979685495128.03,200,183,175979685495128.03,0.0,0.0,0.0,9.799843375003547
42,8600,175617026252913.28,200,177,175617026252913.28,0.0,0.0,0.0,9.241551916002209
43,8800,176140380784454.03,200,166,176140380784454.03,0.0,0.0,0.0,9.14366133400108
44,9000,175943904213926.38,200,170,175943904213926.38,0.0,0.0,0.0,8.15090337500078
45,9200,177545432868176.94,200,166,177545432868176.94,0.0,0.0,0.0,6.796001833001355
46,9400,177888817460927.72,200,172,177888817460927.72,0.0,0.0,0.0,8.815220083000895
47,9600,177650425591888.3,200,180,177650425591888.3,0.0,0.0,0.0,8.864928499999223
48,9800,177523397692787.0,200,177,177523397692787.0,0.0,0.0,0.0,8.294629708001594
49,10000,178153357269116.97,200,179,178153357269116.97,0.0,0.0,0.0,9.087165457996889
50,10200,177596848155320.1,200,177,177596848155320.1,0.0,0.0,0.0,8.32858062500236
