n_Gen,n_Eval,g_HV,n_valid,n_nds,v_HV,min_CV,mean_CV,max_CV,time
0,200,99622982690867.17,1,1,85457101977958.1,0.0,138.65682397679865,328.5963532222304,0.2375422090117354
1,400,100547733303767.92,2,2,87087589223143.83,0.0,121.02927195224959,331.4584034945698,0.7965329160215333
2,600,105489408195092.69,7,6,94224485685417.7,0.0,111.86945127783714,331.4584034945698,0.7827581249875948
3,800,108371005078490.03,12,8,96012821844780.05,0.0,102.08528660684239,327.1529413840368,0.7724291670019738
4,1000,107041855129867.8,19,15,99681674558749.4,0.0,98.31799437382284,324.0385955398498,0.7769471250066999
5,1200,146668152352214.06,27,22,140717500355431.23,0.0,80.54380544530395,324.1713966210664,0.7764351250079926
6,1400,147085176974067.75,50,35,142840450940355.94,0.0,56.65203817892852,328.1610466382135,0.7898177080205642
7,1600,147127772288261.38,85,60,143491998128945.22,0.0,42.27169265499551,321.43211979825617,0.7864377499790862
8,1800,146228831179179.12,150,104,145268047887737.2,0.0,16.549557313253555,323.9596631673204,0.8025333329860587
9,2000,146963799476687.97,198,131,146962189538818.84,0.0,0.056692293301113424,8.003961296455756,1.0120399169973098
10,2200,147439434571979.94,200,137,147439434571979.94,0.0,0.0,0.0,5.660283667006297
11,2400,147893568532670.88,200,125,147893568532670.88,0.0,0.0,0.0,5.6726888330013026
12,2600,149769727497472.38,200,135,149769727497472.38,0.0,0.0,0.0,8.18276200001128
13,2800,153659371802982.2,200,156,153659371802982.2,0.0,0.0,0.0,11.265502791997278
14,3000,154898449935945.66,200,135,154898449935945.66,0.0,0.0,0.0,11.154530291998526
15,3200,156809149912897.22,200,143,156809149912897.22,0.0,0.0,0.0,8.732478084013565
16,3400,157190541442273.12,200,138,157190541442273.12,0.0,0.0,0.0,11.283886416000314
17,3600,159664367549302.03,200,145,159664367549302.03,0.0,0.0,0.0,9.869905667001149
18,3800,159496992188209.12,200,145,159496992188209.12,0.0,0.0,0.0,333.2283644580166
19,4000,159927165061256.0,200,149,159927165061256.0,0.0,0.0,0.0,845.0494059160119
20,4200,160499685226146.84,200,152,160499685226146.84,0.0,0.0,0.0,1374.2004352920048
