2,200,0.09901430178523798,2,0.029247682478708698,0.0,2397.3223555524482,363842.66005514946,32457.104765625
3,400,0.07646565197292858,3,0.02934218312947826,0.0,39.10418658126177,111.10594750746722,32603.514714625002
4,600,0.06469159771630371,3,0.03319483065955438,0.0,11.772200636539285,38.076209578271985,25150.261244917005
5,800,0.06872576866136627,5,0.03885745709194451,0.0,2.7814962799908285,6.950926757313938,19942.609244249994
6,1000,0.07550727323956431,7,0.038788993226266326,0.0,2.4033945244448454,3.0,9240.379726959
7,1200,0.07562715770939075,12,0.03921234508903585,0.0,2.099222014961337,3.0,11392.792980875005
8,1400,0.0757945117157687,13,0.0407104004461233,0.0,1.6283331523089557,3.0,15475.683498667015
9,1600,0.07859951654612758,20,0.0564571256987926,0.0,0.7832291307556619,2.7372860425999495,20749.338779250014
10,1800,0.07074582974969303,23,0.05902260686596073,0.0,0.12484996008503195,0.5620215844470585,32912.845423208
11,2000,0.08496731040270544,22,0.07324367194335793,0.0,0.017161497502568866,0.14049734491374333,38777.17025924998
12,2200,0.09482729457223864,22,0.0945880095877953,0.0,0.0,0.0,47069.14877083301
13,2400,0.11835374540218366,18,0.11744849036691277,0.0,0.0,0.0,58295.29760475003
