2,200,0.11303829446612296,2,0.01927173451198953,0.0,133.78400609223766,335.5239282139046,27776.712028208
3,400,0.1135900758578535,3,0.019360372051562765,0.0,43.46865786599764,128.70683896736156,26767.030101667002
4,600,0.11211751650139781,5,0.02916561915959825,0.0,12.061728347481765,34.33766387570905,24019.788989666995
5,800,0.10907178274451036,7,0.029173848896839456,0.0,3.680327750574686,10.249606153516758,22081.453339916
6,1000,0.13680860328776703,11,0.03006930348797516,0.0,2.481385139637741,3.0,16154.532765917
7,1200,0.13692958534686495,11,0.0301586016076762,0.0,2.2653996686980715,3.0,7479.211388666998
8,1400,0.14101921011204663,17,0.03233868293502637,0.0,1.8122679784513125,3.0,9597.617105958008
9,1600,0.16119183178012725,18,0.05718746453143105,0.0,1.1261648109073819,3.0,14137.339897958009
10,1800,0.06070556625713905,19,0.05912347473380005,0.0,0.4473987975125837,1.6686580016557784,21768.276484292
11,2000,0.06191836092217126,18,0.0608586267497271,0.0,0.11364967587662296,0.509355896022953,26370.520034000016
12,2200,0.07621927518429798,20,0.07377482632427512,0.0,0.014461683362302342,0.12429211193023726,35326.75967250002
13,2400,0.11464897950658345,14,0.1126039295120666,0.0,0.0,0.0,39838.758305875
14,2600,0.11566214416978354,15,0.11190208373362262,0.0,0.0,0.0,43548.891973791004
15,2800,0.12170123456240141,19,0.11891991481221459,0.0,0.0,0.0,47966.66550920799
