2,50,0.11205434272786309,2,0.009218047344143863,0.0,105.73864810344054,295.0840359062552,9531.716878833
3,100,0.0524649845226848,4,0.009243419369838515,0.0,29.139985283172845,115.08153613842424,9072.995760833
4,150,0.04789629932971088,5,0.012838027987431215,0.0,5.311269490152977,18.763101989635654,10036.853706999998
5,200,0.04661448418250947,5,0.012838027987431215,0.0,2.117795474395498,3.0,10088.853021375002
6,250,0.046866823959811926,6,0.02715836392962086,0.0,1.547687395033443,3.0,6280.414918957998
7,300,0.04709423799030621,6,0.03288001753293828,0.0,0.9399951155285727,3.0,10075.217044000005
8,350,0.045122063762903696,7,0.04184720998182602,0.0,0.11808483554088876,1.044566512233128,13098.086235459006
9,400,0.05115258369398644,7,0.05058853709521398,0.0,0.0,0.0,21054.889815500006
10,450,0.07071348943233412,7,0.06947673264821211,0.0,0.0,0.0,23419.89198395901
11,500,0.0707842035361561,8,0.07007196509659346,0.0,0.0,0.0,23075.963043666008
12,550,0.07520343666283018,8,0.0701979184044821,0.0,0.0,0.0,21534.91746729199
13,600,0.07601613080922953,11,0.07134716817438547,0.0,0.0,0.0,19590.28375933401
14,650,0.07760236454441126,10,0.07211538992038904,0.0,0.0,0.0,22443.751808333007
15,700,0.09258992095880922,11,0.09083136646483915,0.0,0.0,0.0,20242.000865209004
16,750,0.1259874699783651,9,0.12353124660275455,0.0,0.0,0.0,18565.574303834
17,800,0.12714619810540131,10,0.12344780667793179,0.0,0.0,0.0,18740.77354949998
18,850,0.12711897659997481,11,0.12393362056085701,0.0,0.0,0.0,18891.304738875013
19,900,0.12757962862356106,10,0.11146847357911638,0.0,0.0,0.0,17150.347348915995
20,950,0.12847907877411932,10,0.12257898506056548,0.0,0.0,0.0,16518.83356154198
21,1000,0.12868938460617554,11,0.12459686462570162,0.0,0.0,0.0,17736.59948783304
22,1050,0.1292222104941436,12,0.12462193189823216,0.0,0.0,0.0,15622.549057999975
23,1100,0.13158034293331355,15,0.12795927153177378,0.0,0.0,0.0,15356.341497874993
24,1150,0.13255649518443646,14,0.1264025710730262,0.0,0.0,0.0,18718.508482665988
25,1200,0.15478029294464915,15,0.15260828532351006,0.0,0.0,0.0,18353.623786625045
