2,200,5.637890820647694,3,0.03256615403591906,0.0,14408.031313191244,2659950.920072248,32605.234298042
3,400,0.12290190909263014,3,0.03256615403591906,0.0,39.75430536132413,110.92050579619541,33817.00909937499
4,600,0.09214147894148317,4,0.040916511718392876,0.0,9.438790265244165,30.508849602629347,24590.304478749997
5,800,0.054664996427525314,7,0.04298472935731973,0.0,2.732902119226316,4.575567467819271,18405.37779262499
6,1000,0.057181034295550374,10,0.04427957559297449,0.0,2.4841639059114944,3.0,9242.024712125
7,1200,0.05745462694896009,13,0.04422145188729387,0.0,2.222552990610414,3.0,7656.554956540989
8,1400,0.05871049660545028,18,0.051907738793525005,0.0,1.8997628047983761,3.0,9671.823353124986
9,1600,0.10012456949583516,19,0.09152772940310475,0.0,1.339093565579629,3.0,14923.981076124997
10,1800,0.10042166808199714,23,0.09212744918997082,0.0,0.46497445379602426,2.0886401516018296,21152.070253832993
11,2000,0.10365268023412152,25,0.09635295741078495,0.0,0.09560670532430049,0.44810759497729435,24513.980008499988
12,2200,0.10311216561290605,29,0.10035938904849848,0.0,0.0054111795972907675,0.05845336577584703,27361.78777645799
13,2400,0.10435236774396842,31,0.10301862921327012,0.0,0.0,0.0,26625.512113500008
14,2600,0.10745535596803606,33,0.10612298003881844,0.0,0.0,0.0,27453.320163624972
15,2800,0.11044417380632128,42,0.11005085194716736,0.0,0.0,0.0,29261.94336545799
16,3000,0.11090336847256006,37,0.10983253191496459,0.0,0.0,0.0,30653.02521279105
17,3200,0.11113788099431426,45,0.11048936565987078,0.0,0.0,0.0,30345.63931316702
18,3400,0.17420102237155402,41,0.17281306617331693,0.0,0.0,0.0,28296.319852708024
