C,la,lp,lo,ln,lz,Lh,Rcell,Rp,Rn,efp,efo,efn,mat,Ns,Np,SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,VolFracViolation
3.4919699467114738,1.5381657383628402e-05,0.00017116948151857774,6.78902450153963e-05,0.0001768396006999289,1.7979066646346677e-05,0.07001078104809402,0.02216015139152259,1.4939218906711331e-05,1.5284720191043254e-05,0.277974546463517,0.27693709523998966,0.36847198590375946,LCO,16,3,-1363.6329399999777,1.395012995620571e-15,1.514966700209114,10598.491536685007,-3.142343299829406,-1.6576567001706053,-0.006616372392733827
0.30532613325237157,2.314679353832092e-05,7.913132446819112e-05,8.849740628471058e-05,0.00020570054609255915,2.995796164930917e-05,0.07870388134330882,0.023096058789169004,1.2788394282443947e-05,3.907060539494231e-05,0.12326345335929251,0.1676184588527639,0.3521820014964909,LCO,13,73,-127682.33724340214,2.0762968118975817e-15,0.01698717680531254,273049.29593980993,-0.2150667889192306,-4.584933211080781,-0.28693608629145273
0.625771063458898,1.3641923162846475e-05,0.00018807995245588108,8.173523636137355e-05,0.00018797263088406974,1.798468561621338e-05,0.08202738527799039,0.012527352188332543,4.043948960162161e-06,3.703657565028299e-05,0.2382370875702819,0.05063934569081713,0.13850533396283102,LFP,12,71,-64659.72910120177,2.24617304854709e-15,0.04573429902475197,84907.91820468534,-4.254126606875296,-0.5458733931247153,-0.50261823277607
3.4919699467114738,1.5381657383628402e-05,0.00017116948151857774,6.78902450153963e-05,0.0001780985506702673,1.4836007526850418e-05,0.07001078104809402,0.014581429465720755,1.4928736341736225e-05,7.467712127430176e-06,0.277974546463517,0.27693709523998966,0.3624986001163346,LCO,16,3,-600.3551890061887,1.3964510516611687e-15,1.527064129727956,4619.617559325664,-3.136643367149098,-1.6633566328509133,-0.012589758180158728
3.6629733995217006,1.612353878937931e-05,5.0615847460872124e-05,1.3769276629070382e-05,0.0001303007566531825,2.212231141404698e-05,0.05725871136270659,0.0075762677941488225,9.529843386100574e-06,2.5761388434573785e-05,0.43780295421719967,0.1511409652887996,0.17247414371144265,LFP,14,12,-7148.875728873645,2.054196466786457e-15,6.950456094075211,3465.310693504835,-1.0474338600464321,-3.7525661399535792,-0.16858193678255806
0.5502759892355868,2.0032430597196988e-05,0.00015956148817685786,2.569286927042696e-05,4.816521070980939e-05,2.584413230646324e-05,0.08621978124222054,0.011322175938934958,4.325446766986274e-06,1.66498032761688e-05,0.24119038035565918,0.09208961420221781,0.4824756738918271,LCO,12,84,-131440.33077826016,2.6809580500822936e-15,0.025811045786316628,70158.08100129041,-4.452016885711124,-0.34798311428888695,-0.11424433155029601
2.9766517544918307,2.144285883939944e-05,0.00014630784741086458,2.9947148816336037e-05,0.0001382008182213705,1.9817466803592515e-05,0.0640472285025357,0.009016646542850434,3.711858073068751e-06,1.1965833130797052e-05,0.0866784612953086,0.1575699320315383,0.0897387313576812,LCO,13,26,-12841.612467871224,2.588121838405922e-15,1.4455212484269446,13535.749379121778,-0.19445520256193305,-4.605544797438078,-0.596012875315472
0.39317369240713274,1.5247321818788132e-05,0.0001889672517130795,6.77282025904601e-05,0.0002161226389244934,1.917194408978638e-05,0.0842125682679362,0.015343205601135492,4.2406317699594995e-06,4.4706260895309156e-05,0.2723879288384019,0.44238772723217473,0.2030041704012226,LCO,12,15,-93465.0756877282,2.320468906277474e-15,0.23157467777211171,23023.843024299196,-4.719789506419353,-0.08021049358065824,-0.012220173528200706
0.30532613325237157,2.314679353832092e-05,7.913132446819112e-05,8.849740628471058e-05,0.00020570054609255915,2.995796164930917e-05,0.07870388134330882,0.02334976852743558,1.2788394282443947e-05,3.907060539494231e-05,0.23181476170981744,0.1676184588527639,0.34398173825565337,LCO,13,75,-115865.49240819228,2.066132011382199e-15,0.0164888485347423,276323.4918433782,-0.21070304153782615,-4.589296958462185,-0.18658504118176533
0.5502759892355868,1.6651953287062783e-05,0.00015956148817685786,2.4555949017967524e-05,4.816521070980939e-05,2.5884252690553257e-05,0.08621978124222054,0.010689960336029888,4.6768523187706375e-06,5.235318999478578e-06,0.24119038035565918,0.09208961420221781,0.4824756738918271,LFP,12,5,-45377.2078972269,3.4205114056226587e-15,1.2533962968284689,3661.643311196189,-4.226068600500511,-0.5739313994995001,-0.11424433155029601
