2,200,0.11753933498167368,0,0,0.3166654724733303,489.8670722550825,70346.40417220083,31166.949082375
3,400,0.10734740634523807,1,0.002234688899355567,0.0,31.94414761016198,105.7022635191253,29695.187237959
4,600,0.09958633057410173,3,0.00641231232201471,0.0,8.285430744544836,26.693225384334028,22949.339637874997
5,800,0.040221169758715494,7,0.03006913748419849,0.0,2.6721085481464026,3.0,15893.420450167003
6,1000,0.040419417316257825,7,0.030500308087051585,0.0,2.4991834516402553,3.0,4382.659986374987
7,1200,0.04105489570019279,9,0.03056893295804976,0.0,2.244995032593803,3.0,6030.598637250005
8,1400,0.05744250335895583,12,0.05241787573332879,0.0,1.742354521363152,3.0,6475.968779500006
9,1600,0.06340285770898786,22,0.06174098333397814,0.0,1.0072003720408638,3.0,10760.613293957998
10,1800,0.06321941465448157,20,0.06262997510269547,0.0,0.2681314095429725,1.0849461578651045,14961.455080583008
11,2000,0.1131008244433676,18,0.07594237019326346,0.0,0.0864866021550644,0.30978036300364187,22096.73544287501
12,2200,0.07642620005083325,23,0.07625726026145078,0.0,0.0078053304456018715,0.07623179623538723,24322.501125625015
13,2400,0.07754521700783816,25,0.07750786245927979,0.0,0.0,0.0,28617.80851837498
14,2600,0.07807987470921039,27,0.07727690505162896,0.0,0.0,0.0,32462.994300167018
15,2800,0.09329117953912074,28,0.09296071950341254,0.0,0.0,0.0,36331.17249966698
16,3000,0.14386246136588995,23,0.14195189338579337,0.0,0.0,0.0,42165.36203108396
17,3200,0.1443592448688395,30,0.14248592717726122,0.0,0.0,0.0,48243.742147792014
