ANN,DTR,RFR,SVR
3.2855631670299696,3.0012214900893373,2.4303171444453073,13.084097497815087
2.3558988074135505,2.886446203193846,1.9770408720675354,11.965578282891162
2.0507747983062163,3.0345698974665143,1.5543900343135189,8.549275671369081
2.4780453010777443,2.510741476137985,2.0746085097916107,9.306428999387904
2.549022504883364,2.8818574121290896,2.2034761151353677,11.893738792979212
2.063608019942728,2.62987727359185,1.8338636826204076,9.755589336531564
2.11580194242393,2.761705056475057,1.7882612085452034,10.185548746709266
2.0707933463681756,3.8390643626915053,1.6813079438677407,11.64655945192773
2.3385110534148663,3.123701293157795,2.1288957783435536,9.079184304445944
1.9430009868842704,2.52732319472883,1.791244785601581,11.029565611494665
