ANN,DTR,RFR,SVR
0.2680366357150426,0.23147023406548686,0.1498727895139292,0.31495736274206654
0.2615659153816623,0.20365604722694006,0.15717115281098268,0.32491337084846084
0.24474662542130138,0.19860377253191647,0.13869671179358783,0.31726563556996934
0.2515893301878715,0.19704874355537433,0.13279849314483588,0.2868245605290174
0.262487763666904,0.2524742947507641,0.17172278812604216,0.3273643271792127
0.22975059097920175,0.19136883108019417,0.14432641909091387,0.2896295892677511
0.254109830895834,0.21633209155620284,0.14510063451556404,0.31320837999322815
0.2524633836005002,0.2094836419142062,0.14430306266780754,0.3351703798825771
0.25178569437419035,0.21602997911402297,0.15551404034484448,0.3221840012608744
0.23946253924853045,0.21431826465534012,0.1359772239582061,0.3142364215693426
