SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,VolFracViolation,TotalTime,CompilationTime,SolvingTime,Failure,TimeSteps,LastVoltage,C,la,lp,lo,ln,lz,Lh,Rp,Rn,Rcell,efp,efo,efn,mat,Ns,Np
369270.9992451186,2.385276893990552e-15,0.003128094248158889,555746.537921436,69.36404488187367,-69.73404488187367,-0.79825745,713.9796724999906,0.02284854097524658,713.9568239590153,,7308530,2.6998861148805027,2.281051,2.5005990000000003e-05,0.00022324075000000002,5.0222350000000005e-05,7.728725e-05,2.726805e-05,0.0804751,1.486505e-06,4.8366252500000005e-05,0.021503815000000003,0.06804715,0.04519645,0.01849895,LFP,19,97
153253.1835737774,2.180884112995357e-15,0.02641939220329186,116871.38677411855,292.92929267567786,-293.29929267567786,0.08592834999999999,56.228241416974925,0.021632208954542875,56.20660920802038,,483400,2.6984612562869645,1.453905,2.039979e-05,0.00016868695,5.0918050000000006e-05,0.00013725485,2.879139e-05,0.053720500000000004,9.958529e-06,3.9407742500000005e-05,0.023221825,0.43954065,0.44276205,0.13362565,LFP,77,9
447638.38684469723,2.394492215262908e-15,0.004078248204678504,1253695.386828566,310.96527324005655,-311.33527324005655,-0.32690645000000007,173.92406245903112,0.024215959012508392,173.8998465000186,,1728780,2.699989132858468,2.2479150000000003,1.2481770000000001e-05,0.00021010945000000004,4.4953750000000006e-05,4.945395e-05,1.572177e-05,0.0867733,3.9750500000000004e-07,9.329562500000002e-06,0.024287785000000003,0.10906985,0.42279645000000005,0.07122724999999999,LCO,81,42
359447.13138330146,2.4790605176435076e-15,0.01601659144667314,1119387.5579561684,338.34089920466346,-338.71089920466346,-0.31430405000000006,159.50822179199895,0.01227204198949039,159.49594975000946,,1549550,2.6997872172807265,3.4487910000000004,1.282881e-05,0.00024873265000000005,6.569965000000001e-05,0.00012356755000000002,1.6885290000000002e-05,0.09116170000000001,1.6070195000000004e-05,2.3801877500000005e-05,0.023481805,0.23450975,0.24084045,0.14034575000000002,LCO,89,34
34375.06680010772,2.2528599629508806e-15,0.00246624054646238,172860.90301671845,320.4533969777146,-320.8233969777146,-0.010955549999999925,489.2510164999985,0.015461750037502497,489.235554749961,,4965140,2.6998407610562345,1.3550289999999998,2.179533e-05,0.00016175905000000002,4.208905e-05,0.00012613935,1.824231e-05,0.09822550000000002,1.7983271000000002e-05,2.6249157500000007e-05,0.0068886550000000005,0.30071955,0.15753245000000002,0.4607924500000001,LFP,84,72
118867.89032428461,2.285079101728376e-15,0.0020927148828214026,340192.58365399,150.51857771306535,-150.88857771306536,0.07435254999999985,469.9656664999784,0.02477083296980709,469.9408956670086,,4832890,2.6999623941040385,0.884817,1.474851e-05,0.00019826125,1.0764550000000002e-05,0.00014412545,1.448967e-05,0.0513787,1.5572621e-05,1.6533792500000004e-05,0.021698905,0.52523225,0.04942085000000001,0.42969945000000004,LCO,40,55
144783.85504964535,2.462044790107772e-15,0.0006808280159769596,108071.99826394055,50.041374435791816,-50.411374435791814,0.21448345000000002,1593.6762282919954,0.014516583003569394,1593.6617117089918,,16357760,2.6999776505145294,0.516141,2.664831e-05,0.00014899105000000003,3.3611050000000004e-05,8.220975e-05,1.2096390000000001e-05,0.0612733,6.358493000000001e-06,1.6923852500000002e-05,0.015279625000000002,0.29273685000000005,0.30970525000000004,0.5420413500000001,LCO,14,97
58250.34981423609,2.7028004298475656e-15,0.08933578057822342,9026.456139155505,45.61598728649334,-45.98598728649334,0.027618649999999967,29.972968000045512,0.01953895902261138,29.9534290410229,,194660,2.69605791807292,3.513961,1.344315e-05,0.00020350705,5.0683150000000006e-05,8.271465000000001e-05,2.3618190000000003e-05,0.0531241,1.8226217000000005e-05,1.3170267500000001e-05,0.014998225,0.54495005,0.21768885000000004,0.19497975000000003,LCO,13,9
12153.837638617078,2.0526557195862287e-15,0.008438015461065368,28942.753371318708,139.1863015383533,-139.5563015383533,-0.02584715000000004,63.25898225000128,0.008748665975872427,63.25023358402541,,578780,2.698755215917027,3.2772210000000004,1.9458390000000003e-05,4.8720250000000005e-05,2.7914050000000008e-05,0.00014769825,2.799867e-05,0.0885445,9.989417000000001e-06,3.69441275e-05,0.005354815000000001,0.09332864999999999,0.43721605,0.37360814999999997,LCO,37,52
418114.70365363435,2.607919732207864e-15,0.006041220624527741,412027.2765202544,218.18502929198544,-218.55502929198545,-0.005297449999999926,223.26549162500305,0.012621917005162686,223.2528697079979,,2235560,2.6996653261610764,1.440871,2.3259630000000002e-05,0.00013272025000000002,7.069105000000001e-05,7.968745e-05,2.4560850000000004e-05,0.06421510000000001,1.4610341000000002e-05,8.859312500000001e-06,0.024885865000000004,0.019973950000000004,0.41194635,0.49278225000000003,LFP,58,30
69852.36047323892,2.710570009934621e-15,0.6678226594983891,2016.8244530056027,62.91029760847436,-63.280297608474356,0.06928444999999994,14.94447708298685,0.023431000008713454,14.921046082978137,,69970,2.695561548540998,2.5597430000000005,2.9982090000000005e-05,0.00014730055000000003,7.077205000000001e-05,9.459575000000001e-05,2.057493e-05,0.044354500000000005,1.9914167000000003e-05,3.4847802500000006e-05,0.014821195000000002,0.25900065,0.14773845000000002,0.59254535,LFP,18,2
125350.54951592616,2.4112956862585104e-15,0.0011099348834171813,496999.9088718301,242.81039944304442,-243.18039944304442,-0.08765554999999992,729.6537729999982,0.009163666982203722,729.644609333016,,7636230,2.6999957954988774,0.571659,1.595163e-05,0.00010533415,2.5927750000000003e-05,0.00013936905000000002,2.162307e-05,0.07238050000000001,2.981999e-06,9.001872500000002e-06,0.015945955000000005,0.23985515000000004,0.24759005,0.35489925000000005,LCO,64,66
70657.5663357439,2.193133271883382e-15,0.0006250766687351891,52767.02814993472,54.07921235932322,-54.44921235932322,-0.13087894999999994,1508.8836999170016,0.03927166701760143,1508.844428249984,,14865700,2.6999472511746077,0.292929,1.538283e-05,0.00010503175000000002,6.560065000000001e-05,9.611595000000001e-05,2.6167710000000004e-05,0.0427501,9.728651e-06,3.50165975e-05,0.014603005000000002,0.16364485000000004,0.50016905,0.13530715000000001,LCO,15,60
