SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,VolFracViolation,TotalTime,CompilationTime,SolvingTime,Failure,TimeSteps,LastVoltage,C,la,lp,lo,ln,lz,Lh,Rp,Rn,Rcell,efp,efo,efn,mat,Ns,Np
126899.12074501325,2.6309366804377913e-15,0.005249751724100793,2625.0506464335185,-0.05339057508036049,-0.3166094249196396,-0.14067000000000018,365.18601029200363,0.02601633401354775,365.1599939579901,,3100510,2.6998834527597975,1.2906,1.7166e-05,0.00021997,3.745e-05,4.5610000000000005e-05,2.8686000000000003e-05,0.050140000000000004,1.74854e-05,2.0151500000000002e-05,0.015991000000000002,0.28907,0.44128999999999996,0.05897,LCO,1,31
36796.97589612002,2.0792123446802917e-15,0.0037668268079165826,1678.3343448126602,-0.01708429120793964,-0.35291570879206047,0.07408999999999988,124.18300333301886,0.012086500006262213,124.1709168330126,,1033710,2.6997203368898766,1.7162,2.4366000000000004e-05,6.625000000000001e-05,1.8370000000000002e-05,7.223e-05,2.4726e-05,0.0439,3.3860000000000003e-07,4.44065e-05,0.011035,0.45072999999999996,0.11560999999999999,0.43775,LFP,1,59
72300.20412756172,2.1670863496892402e-15,0.005845595545698288,5379.213300754805,-0.02091391412457355,-0.34908608587542655,-0.03447000000000011,145.10208991600666,0.038597791019128636,145.06349212498753,,1172720,2.6993979172145797,3.1298,1.9758000000000003e-05,0.00010531,2.395e-05,0.00013537,1.7202000000000002e-05,0.07246,1.3286e-06,2.11415e-05,0.013051,0.40589000000000003,0.047170000000000004,0.44247,LFP,1,71
14870.565873702903,2.6065628011258234e-15,0.006928405240993843,389.41630272910527,-0.04477887795536928,-0.32522112204463083,0.08235000000000003,215.4783738749975,0.012407957983668894,215.46596591701382,,1766590,2.6999966308919507,1.1538,2.5266e-05,0.00024097000000000002,3.637e-05,5.287e-05,2.4834e-05,0.06142,1.11494e-05,1.7775500000000003e-05,0.006667,0.55457,0.40825,0.049530000000000005,LCO,1,23
78643.31594980719,2.7099447981394313e-15,0.0264511171263983,663.9148244383413,-0.057243131386052415,-0.3127568686139477,0.11656999999999995,96.97657491601421,0.02930804100469686,96.94726687500952,,661350,2.6992793660100447,2.1418,2.883e-05,0.00024391,2.8270000000000005e-05,5.8590000000000007e-05,1.5798e-05,0.04558,7.7042e-06,1.64885e-05,0.014017000000000002,0.45899,0.16163,0.42594999999999994,LFP,1,13
49155.712222925686,2.5047270258354697e-15,0.010344647354327961,2236.2984460478438,-0.03981411826945935,-0.33018588173054075,-0.74719,186.83189108301303,0.025165458006085828,186.80672562500695,,1394760,2.699703434451183,2.2026000000000003,1.479e-05,0.00012799,9.631e-05,0.00014021,2.9478e-05,0.07978,8.5754e-06,1.0746500000000001e-05,0.010531,0.06251,0.09555,0.02475,LFP,1,31
169934.9288474458,2.033790540991735e-15,0.013152839779094682,3726.3837475210753,-0.020662314330524456,-0.34933768566947565,-0.013230000000000075,41.9363515409932,0.032702374999644235,41.903649165993556,,287060,2.6981547930403407,1.2146,2.5014e-05,5.407e-05,4.393e-05,0.00014659,1.5042000000000001e-05,0.08986000000000001,1.05158e-05,4.104050000000001e-05,0.023005,0.39881,0.35514999999999997,0.16281,LCO,1,13
178532.5433117649,2.2732693672602546e-15,0.003505454558073011,22108.468683867028,-0.02559209738257362,-0.3444079026174265,-0.3188500000000001,481.2076426249987,0.020763500011526048,481.1868791249872,,4014370,2.6999758340501994,2.4686,2.9514e-05,0.00017587,9.541000000000001e-05,0.00012129,2.8362e-05,0.0769,1.5505400000000002e-05,2.8863500000000002e-05,0.021031,0.28199,0.08728999999999999,0.24187,LFP,1,95
141405.52149713426,2.2309718288199912e-15,0.0019080391479676289,9895.886477384474,-0.022537038967324285,-0.3474629610326758,-0.23624999999999996,995.82744670799,0.02627887501148507,995.8011678329785,,7658200,2.6999247618134476,1.1614,1.8138e-05,0.00018259000000000003,2.4670000000000003e-05,0.00012811,2.2709999999999998e-05,0.05854,7.031e-06,3.4209500000000005e-05,0.017629,0.25367,0.26783,0.17225000000000001,LCO,1,79
120234.87760007755,2.3740933583903613e-15,0.0059843430702384275,6982.224252411185,-0.030680688815285517,-0.3393193111847146,0.30182999999999993,175.80114437500015,0.059486665995791554,175.74165770900436,,1425590,2.699764311765087,3.7834000000000003,1.7022e-05,0.00011245000000000002,6.229e-05,6.695e-05,2.7570000000000002e-05,0.09214,1.46738e-05,2.1339499999999998e-05,0.012883,0.32447000000000004,0.59941,0.30795,LCO,1,86
