SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,VolFracViolation,C,la,lp,lo,ln,lz,Lh,Rp,Rn,Rcell,efp,efo,efn,mat,Ns,Np
-20643.30433399349,2.0498656479374537e-15,1.7516654444533135,82206.55975639338,231.19555957683522,-235.99555957683523,0.04353281313197188,2.682832870320612,2.7117011219532507e-05,4.292668692942608e-05,1.7009385456193384e-05,0.00014180378995934083,1.6983864091984956e-05,0.08234698496521889,1.730046434804761e-05,4.6577712684033694e-05,0.010257249831323336,0.5649004164661064,0.17910412552472152,0.22952827114114394,LFP,77,22
-117972.71411464608,2.010898275147465e-15,0.008436716732409184,2678559.0526560433,305.25243613949533,-310.0524361394954,-0.008935413362077482,0.22280435381820285,2.9033804532455398e-05,5.696317370187992e-05,2.984630972601221e-05,0.00014646062083733635,2.986968554488127e-05,0.08748347299132454,1.8745626881934947e-05,4.5959056106754806e-05,0.024575662688597302,0.5913039849279033,0.02872659982103791,0.30103400188898144,LFP,92,97
-139879.23472586396,2.4673104998453807e-15,0.005630824734907284,1263558.5387501544,285.5894471611093,-290.3894471611094,-0.5066930596213879,0.23538228920021353,1.4989453768824231e-05,0.00024304885966418648,7.17368887123546e-05,0.00011668039285746737,2.375267028169513e-05,0.0993043312265993,1.154574951128512e-05,2.4107009589863325e-06,0.023297466602409146,0.027609118865431957,0.047863629642793976,0.3478341918703863,LCO,85,36
-695145.9416483876,3.5414332271172595e-15,1.7858049918545216,1008966.1012270692,317.5078529639899,-322.30785296398994,-0.22163602779664038,3.22861915139535,1.7609494758972473e-05,0.00020304513699662973,1.3185059668517763e-05,4.0915949788924264e-05,2.76226158324777e-05,0.08660472374836849,5.3512065596660104e-06,3.9455907460499e-05,0.02415268624191979,0.04801855308302585,0.25924860521379944,0.40109681390653446,LCO,99,31
-116944.98208552932,2.1161296964693296e-15,6.416549244549683,284854.1878577312,296.96596010677183,-301.7659601067718,-0.5541745304683142,3.6897413358338866,1.772077187657662e-05,5.866676878032008e-05,1.535020153917787e-05,9.085658479677238e-05,2.042582675203697e-05,0.080558961642683,2.565132151434304e-07,4.998091524761889e-05,0.022794288557096337,0.18812261053647503,0.03073377958995518,0.15696907940525565,LCO,95,10
-114673.16742735506,2.0394859297062723e-15,0.07657815109539491,1093823.660207779,315.55969311376157,-320.3596931137615,0.20381849880853065,0.8259079060353869,1.9034796289745047e-05,4.490399643362073e-05,1.5182581537531693e-05,0.00014710079269276876,2.9690361136307906e-05,0.09102801052295126,3.907313175247708e-06,3.1439440760001124e-05,0.022316016871916214,0.4938095138065748,0.04604293751979801,0.5939660474821578,LCO,95,47
-303397.6132145174,2.274070614332948e-15,5.790402044431914,249487.68581635604,295.42639255782285,-300.2263925578229,-0.5096384160003361,1.8653118710938965,1.9850101934808584e-05,5.8509147672700665e-05,1.0499551433969126e-05,7.200636842789093e-05,2.6921101370585556e-05,0.09859544145916499,1.2792293284241726e-05,4.970675329058632e-05,0.023546026721752253,0.2655949364211333,0.026557895599671356,0.1282087519788593,LCO,97,7
-163796.20282292567,2.0698297956393382e-15,0.38807536385417624,2595372.959966277,306.0313153225004,-310.8313153225005,-0.19765555203558494,3.8731556140748613,1.8905229221359148e-05,5.958224605352153e-05,1.470755384534392e-05,0.00013815462574278767,1.4237134917075507e-05,0.08528316697978855,1.656150933516001e-05,4.375028107798636e-05,0.024455971932157008,0.5655228724893909,0.09200584366271078,0.07481573181231335,LCO,95,81
-16704.392069479305,2.2822442846954668e-15,0.12166029866000524,88802.01696233693,312.21171358193567,-317.0117135819356,-0.16260963057805788,0.7391509490951674,1.4236974985535406e-05,8.997001989503135e-05,8.43188087332085e-05,6.266204541441777e-05,2.2028212855237854e-05,0.06700023838589372,1.3850054447753419e-05,4.30842561421633e-05,0.007366913329882393,0.5442212320182086,0.03305868121534307,0.19011045618839054,LFP,95,40
-802269.0690362018,2.8596605732743134e-15,0.33765675643814647,3825700.5574201453,308.14025412541423,-312.9402541254142,-0.48274240621832004,3.8185030881199538,1.7481531292468567e-05,0.0001636252094243723,2.948350680230266e-05,4.4650314312019406e-05,1.653751801097026e-05,0.09727904518815644,1.5993762257454877e-05,4.560638042699915e-05,0.023897505449023308,0.15178114859612815,0.22512041587954404,0.0703560293060078,LCO,95,98
-372841.4399204263,2.1851211275312504e-15,0.3148718948107642,3312170.012355347,306.6833582089307,-311.48335820893067,-0.12425631580649432,3.793694132224402,1.895813381713463e-05,6.57991034453821e-05,2.975435926749543e-05,7.767417045151017e-05,1.7478902464401163e-05,0.09720449302510722,1.656433661286845e-05,4.6436175350308276e-05,0.024715618616461585,0.4412858224448243,0.2875948122196844,0.076863049528997,LCO,95,94
-451691.34905998746,2.5803618503532555e-15,0.8446561103307172,1285722.0680451484,313.88964657327017,-318.6896465732701,-0.5903832487840265,3.989079364747086,1.3333310847849191e-05,7.410501875488198e-05,1.055973048360075e-05,7.362014179902293e-05,2.972745161725989e-05,0.06536957404248774,1.6930712213071636e-05,1.4498405746185784e-05,0.02443942312552712,0.05676718907326499,0.13017132502387316,0.15267823711883546,LFP,99,47
-52864.40656691324,2.0277698790174207e-15,0.06729837505107027,1053535.7178091526,345.88863832229936,-350.6886383222994,-0.49914515284277094,3.733991128648693,1.7599714579410352e-05,4.2067121218891555e-05,1.5141502840266038e-05,7.285597044151153e-05,2.3001710714212063e-05,0.07108124290663281,2.3465318643919068e-07,3.5435853269536775e-05,0.02196349758838656,0.18750071901563137,0.030745918895150357,0.21260820924644738,LFP,98,47
-188582.32688871725,3.6909093847708635e-15,3.7075775205406454,58362.80172636084,-10.283641699530392,5.483641699530381,-0.2026529764552203,3.3158291274074925,1.4855580076750117e-05,0.00020999266548297885,2.4723828840130745e-05,4.7318057778884104e-05,2.9939506814332864e-05,0.07141863683467188,6.602684998984036e-06,2.396299252634857e-05,0.024805952809540288,0.23535085663010763,0.023066690132910822,0.46892947678176133,LCO,11,18
-460761.55385320226,2.580356942940633e-15,0.44147505828766764,3661903.06533598,286.93902674385174,-291.7390267438518,-0.22290032575734808,3.8121748715847206,1.7409466954585932e-05,0.0001153017246092576,9.10127873450042e-05,8.415602805661953e-05,1.4333100487156519e-05,0.09840747642373614,1.7856146146156327e-05,4.409290263133956e-05,0.024696065636304186,0.17504650828616597,0.4616720505950028,0.07038111536148317,LCO,90,99
-514628.3767907384,2.9382394903512655e-15,0.4567800981132153,3335657.5989617924,322.4577058928446,-327.2577058928447,-0.5681542169405333,3.8875478787982773,1.7580019088120012e-05,0.00020277753960713031,4.3483558740725084e-05,7.885744257944567e-05,2.7123557374900904e-05,0.08151836591444865,4.541826553835316e-06,3.771879363434313e-05,0.024170117630724765,0.06114282780394393,0.23868550336636282,0.062017451889160025,LCO,99,93
-326340.3928920054,3.580419543101964e-15,4.693832864570596,334435.8072392263,181.50427367495243,-186.30427367495244,-0.1015407441116365,3.081151660792753,1.7490715902618732e-05,0.00016291895477695584,2.4610168034830262e-05,4.846239487118368e-05,1.326178558936331e-05,0.09841502452869885,1.6663437703086455e-05,1.415934524992753e-05,0.023313232305864823,0.1474038698877025,0.08559834411229773,0.5954570418883633,LCO,65,15
-137550.42429857433,2.048065193032784e-15,0.11688618367083134,1051795.7657331862,313.23917319188047,-318.03917319188054,0.14903325809099022,0.9491355242614353,1.8902852491382227e-05,5.9783526802011864e-05,1.5189366418015067e-05,0.0001486307456393773,2.9865176490949232e-05,0.09105053494359248,1.7043887560977604e-05,4.8744957857885774e-05,0.022209204179273277,0.46071360669710343,0.024238795462498117,0.5940808559313886,LCO,95,44
-793174.1075100914,3.120862495793931e-15,0.4091912380765653,2919536.6856324403,314.3086257649959,-319.10862576499596,-0.08169747101273939,3.904180779184461,1.7560114238034544e-05,0.0002078833624345076,2.504849353788918e-05,4.87877400973829e-05,2.7204610668906778e-05,0.08611927550820046,1.7978212059371212e-05,3.771654002545785e-05,0.02445887179478303,0.06022618703395727,0.3155109954824952,0.47256534647080817,LCO,97,94
-260974.14056870676,2.621408020272625e-15,2.8723027615398578,687868.5300256991,321.6075236079678,-326.40752360796773,-0.19577032057085353,3.8679901290859906,1.4619273331511831e-05,0.00010239327735833853,1.1407135977212238e-05,9.300948017399516e-05,2.6895162700411286e-05,0.09319311949306044,2.4231178323939584e-06,1.519505580616663e-05,0.022145307791320838,0.3402500601516059,0.0344879484376127,0.35949167083992783,LCO,100,23
-224617.618619383,2.1579426468100512e-15,4.5739583504377475,439412.9107387484,292.71722431981914,-297.5172243198192,-0.15876954530860055,3.4961275811523698,1.4894456537585056e-05,4.114547724506333e-05,1.5176004292301383e-05,8.009417750474998e-05,2.716677519136446e-05,0.08121726034020468,1.7963131402013044e-05,4.875810888738031e-05,0.024063417345317677,0.23908185886120287,0.07528181912561895,0.45686677670457765,LCO,97,16
-134344.5753974394,2.677409599580772e-15,1.1752583290797074,655379.9054357073,339.53238815859595,-344.332388158596,-0.07466825104608266,2.9257619353304296,1.3581225544368144e-05,0.00011682349894639675,1.0956313122441446e-05,9.247273019719956e-05,2.6873612238432757e-05,0.09810911172034398,2.4220119842608088e-06,6.123212438558895e-06,0.021436631183448986,0.3414989200368218,0.03126043886697043,0.4825723900501252,LCO,100,23
-176565.91822358934,2.089476901943666e-15,0.4875528753491872,1218639.8843246992,317.6558925445456,-322.4558925445457,-0.1921437316998461,3.8370118753177698,1.3338490263468504e-05,4.191702423199496e-05,1.407516712525182e-05,5.1194509038871776e-05,2.7691070730088415e-05,0.09737931341906941,2.632948041529368e-06,4.994091749162149e-05,0.02303129772244695,0.5114012459938826,0.10660787109302308,0.11984715121324827,LCO,94,42
-118628.71683955567,2.78502285013845e-15,0.1936074919498613,432363.20088448224,282.0567013932381,-286.85670139323815,-0.5324893891650643,2.667604961389946,1.756083550407424e-05,0.00010481224535144826,2.612210866261594e-05,4.783450764777291e-05,2.6293234318719173e-05,0.0847617117120733,1.6701380349006713e-05,1.1377628725283902e-05,0.009788766263890442,0.060231239118774704,0.31830034142518693,0.01897903029097414,LCO,88,86
-390353.9055844757,2.2873240261985195e-15,0.8285142990368096,1242462.6891698125,309.9462954613556,-314.74629546135554,-0.4853078864937771,3.850422850809368,1.2722791884125728e-05,8.117162530351037e-05,1.0521847166611421e-05,9.408497340335559e-05,1.829391061151239e-05,0.06256243154616382,1.942315756182846e-05,4.247805803416459e-05,0.024311826066729162,0.1777303394948877,0.11435249811349046,0.1526092758978448,LFP,97,48
-128422.32436950508,2.192160475110153e-15,0.12630468661735225,714585.8625573318,325.15081096234724,-329.9508109623473,-0.09659227106051438,0.8952434376591941,1.918722767050558e-05,4.166566005314587e-05,1.38605621373728e-05,0.00014933566529658576,2.6977418448656587e-05,0.07062596502999487,8.806816985392707e-06,9.783125196624358e-06,0.02196124245062488,0.19157038318987413,0.04664825449624411,0.5951890912533674,LCO,98,35
-43747.58837922235,2.0971372462801364e-15,0.04462885213656177,276432.7982259385,323.51324629831106,-328.3132462983111,0.04761013719990759,0.9192241425516787,1.6148418373421263e-05,7.153864642190784e-05,2.5581020298249326e-05,0.0001439965855092873,1.7943259049172508e-05,0.09128667123954114,1.7105857688062286e-05,4.563645495743082e-05,0.007692751876414725,0.020259161228820655,0.5664213066937642,0.39092966927732276,LCO,97,89
-7659.094729693383,1.994886380313667e-15,7.8954608258350705,26489.16932214965,281.4853567385992,-286.28535673859915,-0.02602415613844733,2.539032680854091,2.3376308938268537e-05,5.149746869630954e-05,1.5189837358131359e-05,0.00014822190571529603,2.8283180774142847e-05,0.09354029336736212,1.4520662619892224e-05,4.364518643744173e-05,0.008426754793480797,0.03693820935380769,0.41022610056331443,0.4568115339444306,LCO,98,7
-229757.89603291106,2.1379032591456878e-15,0.65331009154597,1131907.5928992904,300.6306013170024,-305.43060131700236,-0.010551236800820596,3.6898526232824875,1.37482924764939e-05,4.9203261698017596e-05,1.512677201508854e-05,0.00013835720582001227,2.2999170022423272e-05,0.07068911008255083,6.32945278781304e-06,2.906151790474448e-05,0.02461241504897428,0.18165420374291735,0.27785885345683414,0.459935705999428,LFP,94,47
