SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,TotalTime,CompilationTime,SolvingTime,Failure,TimeSteps,LastVoltage,C,la,lp,lo,ln,lz,Lh,Rp,Rn,Rcell,efp,efo,efn,mat,Ns,Np
59774.63760407697,2.2426046617218113e-15,0.02158212513957057,719.0746942321094,57.38247479518334,-58.88247479518334,237.9129884709837,0.08649400598369539,237.826494465,,264250,2.4957521348584932,0.843207,2.2931310000000003e-05,9.045775000000002e-05,9.674875000000001e-05,0.00011474884999999998,2.5670370000000002e-05,0.07680790000000001,9.322553e-06,1.38404975e-05,0.013476565000000001,0.5253325,0.1575975,0.5224575,LFP,19,46
25112.391635718883,2.1044168667848157e-15,0.028389131247860407,6833.3479238748905,184.36492832102357,-185.86492832102357,165.05815215597977,0.1120958179817535,164.94605633799802,,164240,2.49788848722405,1.656027,1.255215e-05,8.304895000000001e-05,7.442965e-05,0.00010502265,1.699707e-05,0.07703950000000001,1.3766267e-05,3.35127875e-05,0.009467455,0.5895525,0.4231425,0.36926749999999997,LCO,52,71
22614.0214382819,2.4576219198381497e-15,0.07939740072142286,5821.2259099257435,269.69466036857756,-271.19466036857756,168.32492966100108,0.11978729299153201,168.20514236800955,,158150,2.498828434653038,2.4455150000000003,1.411311e-05,9.870865000000001e-05,4.865455000000001e-05,5.898215000000001e-05,1.323867e-05,0.06906190000000001,8.342057e-06,2.6434782500000002e-05,0.0044335450000000005,0.2098525,0.3085375,0.3373425,LCO,75,44
60747.57610321557,2.740261758145934e-15,0.05975842328383565,40991.31813194369,197.8056649844254,-199.3056649844254,410.83116612699814,0.12236258498160169,410.70880354201654,,440070,2.497425248084959,3.6369670000000003,2.4979530000000002e-05,0.00023524225000000004,8.353765000000001e-05,0.00011100885,1.916571e-05,0.0749041,1.5483917000000002e-05,1.2927717500000001e-05,0.010813135000000001,0.37721250000000006,0.2777725,0.4025075,LCO,56,97
56377.31266761053,2.402304045382667e-15,0.0039062392907480512,30293.019880351698,218.70248000345003,-220.20248000345003,697.1864867160039,0.12377173500135541,697.0627149810025,,942770,2.4988387698636836,0.561247,2.615169e-05,0.00022017475000000005,5.607145000000001e-05,6.457565e-05,1.816095e-05,0.09592330000000002,1.1827649e-05,4.827042500000001e-06,0.009040735000000001,0.30340750000000005,0.1051875,0.42129250000000007,LFP,60,62
164166.45534745502,2.088047380310543e-15,0.05131769133603003,36570.393895927344,237.10767163468893,-238.60767163468893,98.47277313700761,0.10889873298583552,98.36387440402177,,77900,2.4929003428841248,0.8988010000000002,2.0687430000000003e-05,6.857365e-05,1.684405e-05,8.015275000000001e-05,2.508555e-05,0.0505549,1.801721e-06,4.272622250000001e-05,0.024705055000000004,0.5477875,0.3146225,0.3438975000000001,LCO,66,20
385732.2289600847,2.502243164093634e-15,0.03657437089953987,135566.41609587046,218.255509252264,-219.755509252264,499.2143507540168,0.10740533500211313,499.10694541901466,,646290,2.4993292006842522,2.138437,2.1712890000000003e-05,0.00024048595000000002,4.7462950000000006e-05,0.00013298685,1.344765e-05,0.0594847,1.0677269e-05,1.9336482500000002e-05,0.022444195000000004,0.3470325000000001,0.2353125,0.26317750000000006,LFP,61,78
4143.958209278183,2.834337495032513e-15,3.0623925222028396,-216.73406030189497,262.4637888286545,-263.9637888286545,40.39765322799212,0.1047872370108962,40.29286599098123,,7470,2.4348389835390543,2.4519750000000005,2.707113e-05,0.00022877215000000002,5.697955e-05,0.00012173935,1.416009e-05,0.041434900000000004,5.511251000000001e-06,2.2295097500000003e-05,0.006389905,0.38849750000000005,0.5379325,0.4165725,LFP,77,5
79675.21646081757,2.5002770701383076e-15,0.019560160856967646,81384.48516505916,272.0678626491988,-273.5678626491988,309.39787024699035,0.10423573100706562,309.2936345159833,,336450,2.4978631398495685,0.803763,1.729335e-05,9.395845e-05,7.394185000000001e-05,7.771515000000001e-05,2.9645490000000002e-05,0.057018700000000005,1.8629939000000003e-05,8.780112500000002e-06,0.016558105000000004,0.4552375000000001,0.1264925,0.3326525,LCO,75,47
53284.543134755935,2.6702821434734493e-15,0.4785485735243353,4496.693908716769,33.11483512026483,-34.61483512026483,68.46885482899961,0.11954492799122818,68.34930990100838,,39320,2.4728923386452,3.5024090000000005,1.618545e-05,0.00013760905,4.710475000000001e-05,0.00010176775000000002,2.102979e-05,0.09315430000000001,5.712419e-06,1.1664477500000002e-05,0.010661515,0.5773975,0.1557675,0.1609325,LCO,13,21
423985.509704834,2.8495909838400826e-15,0.1161924824828617,6149.158241299413,163.65379405308613,-165.15379405308613,133.85269051897922,0.10541813800227828,133.74727238097694,,121200,2.496648545617104,2.096827,2.962119e-05,0.00012491245000000002,6.350095000000001e-05,4.3698750000000006e-05,2.1024030000000003e-05,0.0607183,5.4187849999999995e-06,1.2406482500000003e-05,0.024700855000000004,0.3989625,0.41327749999999996,0.4141125,LFP,48,30
1075.5492287537952,2.4221258949164617e-15,-0.03996291412038265,6729.497691860928,353.02705776994577,-354.52705776994577,37.18571971799247,0.10432413799571805,37.08139557999675,,2820,1.101512064811634,3.4811670000000006,2.178885e-05,4.6294750000000006e-05,6.763465e-05,4.423225e-05,2.9917110000000003e-05,0.0417301,1.3620737000000001e-05,8.101175e-07,0.009421045000000003,0.4740725,0.3266175,0.5901725,LCO,91,51
