SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,SimTime,Failure,C,la,lp,lo,ln,lz,Lh,Rc,Rp,Rn,ve_p,ve_o,ve_n,mat,Ns,Np
0.0,2.0187944543844217e-15,0.44278774574036106,2730.112668006902,66.06577505307284,-70.86577505307285,24.12370834199828,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,58,58
7.586250409571238,2.006805770746397e-15,0.2486548887287654,3624.4599213195074,100.50477637182286,-105.30477637182287,24.695319159000064,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,58,77
6.624472265412605,2.054510879380184e-15,0.3146627466057623,4518.807174632113,113.7170802207736,-118.51708022077361,25.015422466996824,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,58,96
0.0,nan,0.0,62.490688298612206,270.0599044313366,-274.85990443133664,25.011251766998612,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,1
0.0,nan,0.0,1249.813765972244,270.0599044313366,-274.85990443133664,24.93537681899761,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,20
0.0,nan,0.0,2437.1368436458756,270.0599044313366,-274.85990443133664,24.677092583995545,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,39
0.0,2.0187944543844217e-15,0.44278774574036106,3624.4599213195074,104.218356535976,-109.01835653597601,25.53996203299903,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,58
7.586250409571238,2.006805770746397e-15,0.2486548887287654,4811.78299899314,149.93909966604068,-154.7390996660407,24.349247179001395,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,77
6.624472265412605,2.054510879380184e-15,0.3146627466057623,5999.1060766667715,167.47957201723392,-172.27957201723393,24.342137968000316,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,77,96
0.0,nan,0.0,77.91046852813989,349.134426304004,-353.9344263040041,25.21246228000382,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,1
0.0,nan,0.0,1558.2093705627979,349.134426304004,-353.9344263040041,27.21764061399881,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,20
0.0,nan,0.0,3038.5082725974557,349.134426304004,-353.9344263040041,24.632915291003883,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,39
0.0,2.0187944543844217e-15,0.44278774574036106,4518.807174632113,142.37093801887917,-147.17093801887918,25.21906621499511,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,58
7.586250409571238,2.006805770746397e-15,0.2486548887287654,5999.1060766667715,199.37342296025852,-204.17342296025853,25.304471764000482,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,77
6.624472265412605,2.054510879380184e-15,0.3146627466057623,7479.404978701429,221.24206381369422,-226.04206381369423,25.23787343800359,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.1,LCO,96,96
0.0,nan,0.0,1.1187752112418803,-46.238183059333295,41.438183059333284,25.25192486299784,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,1
0.0,nan,0.0,22.375504224837606,-46.238183059333295,41.438183059333284,24.19627457200113,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,20
0.0,nan,0.0,43.63223323843333,-46.238183059333295,41.438183059333284,26.00903805300186,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,39
0.0,1.6792671230239649e-15,0.39206503981426977,64.88896225202906,-48.047742721288806,43.247742721288795,24.828143618004106,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,86.14569126562479,-47.551964444520856,42.751964444520844,26.383916423998016,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,77
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,107.40242027922051,-47.35465985054171,42.5546598505417,36.170352578003076,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,1,96
0.0,nan,0.0,22.375504224837606,32.83633881333418,-37.63633881333419,24.834315986998263,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,1
0.0,nan,0.0,447.51008449675214,32.83633881333418,-37.63633881333419,25.36489591699501,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,20
0.0,nan,0.0,872.6446647686666,32.83633881333418,-37.63633881333419,25.386571529998037,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,39
0.0,1.6792671230239649e-15,0.39206503981426977,1297.7792450405811,-3.3548544257760398,-1.4451455742239716,24.61887104299967,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,1722.9138253124956,6.56071110958306,-11.360711109583072,24.654138639998564,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,77
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,2148.0484055844104,10.50680298916594,-15.306802989165952,25.553040232000058,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,20,96
0.0,nan,0.0,43.63223323843333,111.91086068600166,-116.71086068600167,25.06638828099676,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,1
0.0,nan,0.0,872.6446647686666,111.91086068600166,-116.71086068600167,25.85620046099939,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,20
0.0,nan,0.0,1701.6570962989,111.91086068600166,-116.71086068600167,24.853965545997198,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,39
0.0,1.6792671230239649e-15,0.39206503981426977,2530.669527829133,41.33803386973673,-46.138033869736745,25.19998064700485,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,3359.6819593593664,60.67338666368697,-65.47338666368698,24.365132963001088,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,77
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,4188.6943908896,68.36826582887359,-73.1682658288736,25.314091184998688,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,39,96
0.0,nan,0.0,64.88896225202906,190.9853825586691,-195.7853825586691,25.235058997001033,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,1
0.0,nan,0.0,1297.7792450405811,190.9853825586691,-195.7853825586691,24.3569866320031,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,20
0.0,nan,0.0,2530.669527829133,190.9853825586691,-195.7853825586691,25.40922748199955,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,39
0.0,1.6792671230239649e-15,0.39206503981426977,3763.5598106176853,86.0309221652495,-90.83092216524952,25.01998764300515,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,4996.450093406237,114.78606221779089,-119.5860622177909,24.780414553999435,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,77
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,6229.340376194789,126.22972866858123,-131.02972866858124,24.86532853400422,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,58,96
0.0,nan,0.0,86.14569126562479,270.0599044313366,-274.85990443133664,25.092215787997702,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,1
0.0,nan,0.0,1722.9138253124956,270.0599044313366,-274.85990443133664,24.714059377998638,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,20
0.0,nan,0.0,3359.6819593593664,270.0599044313366,-274.85990443133664,25.890478471999813,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,39
0.0,1.6792671230239649e-15,0.39206503981426977,4996.450093406237,130.72381046076228,-135.5238104607623,24.887461505997635,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,6633.218227453108,168.8987377718948,-173.6987377718948,25.6154979799976,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,77
