SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,SimTime,Failure,C,la,lp,lo,ln,lz,Lh,Rc,Rp,Rn,ve_p,ve_o,ve_n,mat,Ns,Np
0.0,nan,0.0,1684.4463035886452,349.134426304004,-353.9344263040041,25.653916514995217,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LFP,96,20
0.0,nan,0.0,3284.670291997858,349.134426304004,-353.9344263040041,25.055640521000896,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LFP,96,39
0.0,nan,0.0,4884.89428040707,349.134426304004,-353.9344263040041,24.903203526999278,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LFP,96,58
0.0,nan,0.0,6485.1182688162835,349.134426304004,-353.9344263040041,26.131876865001686,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LFP,96,77
8.756619374072814,1.805030756887823e-15,0.6061061592500323,8085.342257225497,211.37377964209722,-216.17377964209723,25.881654588003585,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LFP,96,96
0.0,nan,0.0,0.6406391025403293,-46.238183059333295,41.438183059333284,25.540897102997405,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,1
0.0,nan,0.0,12.812782050806586,-46.238183059333295,41.438183059333284,25.511117556998215,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,20
0.0,nan,0.0,24.98492499907284,-46.238183059333295,41.438183059333284,24.90711805200408,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,39
0.0,nan,0.0,37.1570679473391,-46.238183059333295,41.438183059333284,36.85816837300081,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,58
0.0,nan,0.0,49.32921089560536,-46.238183059333295,41.438183059333284,25.11061563300609,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,61.501353843871605,-47.06834415512093,42.26834415512092,26.06336234400078,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,1,96
0.0,nan,0.0,12.812782050806586,32.83633881333418,-37.63633881333419,25.211736678997113,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,1
0.0,nan,0.0,256.25564101613173,32.83633881333418,-37.63633881333419,25.766315280998242,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,20
0.0,nan,0.0,499.69849998145685,32.83633881333418,-37.63633881333419,26.325028478000604,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,39
0.0,nan,0.0,743.1413589467819,32.83633881333418,-37.63633881333419,25.23108567500458,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,58
0.0,nan,0.0,986.5842179121072,32.83633881333418,-37.63633881333419,25.474737359996652,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,1230.0270768774324,16.233116897581482,-21.033116897581493,25.51183494900033,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,20,96
0.0,nan,0.0,24.98492499907284,111.91086068600166,-116.71086068600167,25.894029658004,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,1
0.0,nan,0.0,499.69849998145685,111.91086068600166,-116.71086068600167,25.39564629099914,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,20
0.0,nan,0.0,974.4120749638408,111.91086068600166,-116.71086068600167,25.35928559799504,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,39
0.0,nan,0.0,1449.1256499462247,111.91086068600166,-116.71086068600167,25.437748434997047,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,58
0.0,nan,0.0,1923.8392249286087,111.91086068600166,-116.71086068600167,26.126783854000678,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,2398.5527999109927,79.5345779502839,-84.33457795028392,25.21550105100323,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,39,96
0.0,nan,0.0,37.1570679473391,190.9853825586691,-195.7853825586691,25.91051110200351,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,1
0.0,nan,0.0,743.1413589467819,190.9853825586691,-195.7853825586691,25.128211008996004,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,20
0.0,nan,0.0,1449.1256499462247,190.9853825586691,-195.7853825586691,26.641203052997298,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,39
0.0,nan,0.0,2155.1099409456674,190.9853825586691,-195.7853825586691,25.315594075000263,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,58
0.0,nan,0.0,2861.0942319451106,190.9853825586691,-195.7853825586691,24.58377973899769,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,3567.0785229445532,142.83603900298633,-147.63603900298634,24.986123760994815,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,58,96
0.0,nan,0.0,49.32921089560536,270.0599044313366,-274.85990443133664,25.92996343699633,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,1
0.0,nan,0.0,986.5842179121072,270.0599044313366,-274.85990443133664,25.35082914800296,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,20
0.0,nan,0.0,1923.8392249286087,270.0599044313366,-274.85990443133664,25.382632829001523,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,39
